,ENTIDAD,AÃ±o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
3716,Huarmaca,2011,SEPTIEMBRE,18.419,24.886,11.953
3717,Lalaquiz,2011,SEPTIEMBRE,18.973,25.965,11.981
3718,San Miguel de El Faique,2011,SEPTIEMBRE,28.764,33.804,23.724
3719,Sondor,2011,SEPTIEMBRE,25.189,32.058,18.321
3720,Sondorillo,2011,SEPTIEMBRE,29.922,35.864,23.979
3721,Ayabaca,2011,SEPTIEMBRE,29.107,37.098,21.116
3722,Frías,2011,SEPTIEMBRE,26.458,30.826,22.089
3723,Jililí,2011,SEPTIEMBRE,28.479,34.957,22.001
3724,Lagunas,2011,SEPTIEMBRE,15.652,22.837,8.468
3725,Montero,2011,SEPTIEMBRE,24.473,29.511,19.434
3726,Pacaipampa,2011,SEPTIEMBRE,27.614,33.041,22.186
3727,Paimas,2011,SEPTIEMBRE,18.765,26.126,11.405
3728,Sapillica,2011,SEPTIEMBRE,24.900,31.700,18.100
3729,Paita,2011,OCTUBRE,17.305,26.122,8.487
3730,Amotape,2011,OCTUBRE,20.965,28.146,13.785
3731,Colán,2011,OCTUBRE,26.333,33.276,19.390
3732,El Arenal,2011,OCTUBRE,25.832,30.583,21.081
3733,La Huaca,2011,OCTUBRE,22.662,30.585,14.738
3734,Tamarindo,2011,OCTUBRE,26.790,31.785,21.795
3735,Vichayal,2011,OCTUBRE,23.020,27.808,18.233
3736,Chulucanas,2011,OCTUBRE,19.295,28.702,9.888
3737,Buenos Aires,2011,OCTUBRE,16.185,22.541,9.829
3738,Chalaco,2011,OCTUBRE,18.919,28.269,9.568
3739,La Matanza,2011,OCTUBRE,17.402,26.146,8.659
3740,Morropón,2011,OCTUBRE,24.757,30.708,18.806
3741,Salitral,2011,OCTUBRE,15.786,23.137,8.435
3742,San Juan de Bigote,2011,OCTUBRE,20.502,27.798,13.206
3743,Santa Catalina de Mossa,2011,OCTUBRE,12.834,20.031,5.637
3744,Santo Domingo,2011,OCTUBRE,19.220,27.160,11.279
3745,Yamango,2011,OCTUBRE,20.178,27.640,12.716
3746,Huancabamba,2011,OCTUBRE,27.327,33.087,21.567
3747,Canchaque,2011,OCTUBRE,22.464,29.755,15.173
3748,El Carmen de la Frontera,2011,OCTUBRE,23.202,29.084,17.320
3749,Huarmaca,2011,OCTUBRE,16.690,24.083,9.296
3750,Lalaquiz,2011,OCTUBRE,17.512,25.291,9.733
3751,San Miguel de El Faique,2011,OCTUBRE,26.038,30.653,21.422
3752,Sondor,2011,OCTUBRE,22.301,29.666,14.937
3753,Sondorillo,2011,OCTUBRE,27.901,35.720,20.082
3754,Ayabaca,2011,OCTUBRE,24.300,33.894,14.707
3755,Frías,2011,OCTUBRE,24.879,28.811,20.948
3756,Jililí,2011,OCTUBRE,24.285,31.031,17.539
3757,Lagunas,2011,OCTUBRE,13.913,22.564,5.262
3758,Montero,2011,OCTUBRE,22.378,27.682,17.074
3759,Pacaipampa,2011,OCTUBRE,24.787,29.680,19.895
3760,Paimas,2011,OCTUBRE,16.811,25.467,8.155
3761,Sapillica,2011,OCTUBRE,22.000,29.500,14.500
3762,Paita,2011,NOVIEMBRE,15.226,25.101,5.351
3763,Amotape,2011,NOVIEMBRE,14.781,20.936,8.626
3764,Colán,2011,NOVIEMBRE,20.829,27.270,14.387
3765,El Arenal,2011,NOVIEMBRE,24.845,29.826,19.864
3766,La Huaca,2011,NOVIEMBRE,17.847,26.090,9.604
3767,Tamarindo,2011,NOVIEMBRE,25.449,31.483,19.415
3768,Vichayal,2011,NOVIEMBRE,23.016,28.914,17.118
3769,Chulucanas,2011,NOVIEMBRE,13.381,22.589,4.173
3770,Buenos Aires,2011,NOVIEMBRE,15.506,21.981,9.030
3771,Chalaco,2011,NOVIEMBRE,14.332,24.241,4.422
3772,La Matanza,2011,NOVIEMBRE,16.106,25.361,6.851
3773,Morropón,2011,NOVIEMBRE,24.578,31.196,17.961
3774,Salitral,2011,NOVIEMBRE,15.250,23.003,7.497
3775,San Juan de Bigote,2011,NOVIEMBRE,18.421,26.742,10.099
3776,Santa Catalina de Mossa,2011,NOVIEMBRE,12.884,20.344,5.424
3777,Santo Domingo,2011,NOVIEMBRE,17.620,26.615,8.625
3778,Yamango,2011,NOVIEMBRE,20.224,28.340,12.108
3779,Huancabamba,2011,NOVIEMBRE,24.498,32.150,16.846
3780,Canchaque,2011,NOVIEMBRE,18.689,26.544,10.835
3781,El Carmen de la Frontera,2011,NOVIEMBRE,22.510,29.283,15.736
3782,Huarmaca,2011,NOVIEMBRE,16.096,23.543,8.648
3783,Lalaquiz,2011,NOVIEMBRE,16.341,24.648,8.034
3784,San Miguel de El Faique,2011,NOVIEMBRE,25.293,30.362,20.225
3785,Sondor,2011,NOVIEMBRE,20.060,27.214,12.907
3786,Sondorillo,2011,NOVIEMBRE,22.342,30.789,13.895
3787,Ayabaca,2011,NOVIEMBRE,16.957,25.210,8.704
3788,Frías,2011,NOVIEMBRE,23.911,28.257,19.565
3789,Jililí,2011,NOVIEMBRE,21.095,27.960,14.229
3790,Lagunas,2011,NOVIEMBRE,13.499,22.476,4.522
3791,Montero,2011,NOVIEMBRE,20.853,25.960,15.747
3792,Pacaipampa,2011,NOVIEMBRE,23.846,29.294,18.399
3793,Paimas,2011,NOVIEMBRE,14.144,24.157,4.131
3794,Sapillica,2011,NOVIEMBRE,18.500,26.200,10.800
3795,Paita,2011,DICIEMBRE,14.078,23.906,4.145
3796,Amotape,2011,DICIEMBRE,10.455,17.384,3.492
3797,Colán,2011,DICIEMBRE,17.008,23.058,10.718
3798,El Arenal,2011,DICIEMBRE,23.752,28.815,18.159
3799,La Huaca,2011,DICIEMBRE,12.942,19.597,6.089
3800,Tamarindo,2011,DICIEMBRE,24.264,30.750,17.256
3801,Vichayal,2011,DICIEMBRE,21.165,27.221,14.817
3802,Chulucanas,2011,DICIEMBRE,9.304,17.850,0.807
3803,Buenos Aires,2011,DICIEMBRE,14.086,21.722,6.334
3804,Chalaco,2011,DICIEMBRE,11.547,21.396,1.696
3805,La Matanza,2011,DICIEMBRE,15.427,25.238,5.633
3806,Morropón,2011,DICIEMBRE,23.106,30.034,15.731
3807,Salitral,2011,DICIEMBRE,14.344,22.821,5.717
3808,San Juan de Bigote,2011,DICIEMBRE,17.517,26.317,8.406
3809,Santa Catalina de Mossa,2011,DICIEMBRE,11.482,20.060,2.904
3810,Santo Domingo,2011,DICIEMBRE,17.219,26.701,7.480
3811,Yamango,2011,DICIEMBRE,18.404,27.415,9.187
3812,Huancabamba,2011,DICIEMBRE,21.192,29.036,12.946
3813,Canchaque,2011,DICIEMBRE,13.980,20.354,7.380
3814,El Carmen de la Frontera,2011,DICIEMBRE,21.226,28.454,13.579
3815,Huarmaca,2011,DICIEMBRE,15.171,23.375,6.715
3816,Lalaquiz,2011,DICIEMBRE,16.568,25.538,7.442
3817,San Miguel de El Faique,2011,DICIEMBRE,24.558,29.211,19.300
3818,Sondor,2011,DICIEMBRE,17.012,24.965,8.843
3819,Sondorillo,2011,DICIEMBRE,17.504,25.998,8.804
3820,Ayabaca,2011,DICIEMBRE,11.995,19.614,4.281
3821,Frías,2011,DICIEMBRE,21.774,26.931,16.258
3822,Jililí,2011,DICIEMBRE,17.445,23.029,11.545
3823,Lagunas,2011,DICIEMBRE,12.595,22.761,2.282
3824,Montero,2011,DICIEMBRE,18.978,23.993,13.628
3825,Pacaipampa,2011,DICIEMBRE,23.051,28.525,17.108
3826,Paimas,2011,DICIEMBRE,13.244,23.291,3.146
3827,Sapillica,2011,DICIEMBRE,16.300,24.600,7.900
3828,Paita,2011,ANUAL,18.233,27.810,8.647
3829,Amotape,2011,ANUAL,18.852,25.745,11.956
3830,Colán,2011,ANUAL,22.725,29.808,15.622
3831,El Arenal,2011,ANUAL,26.867,32.631,21.059
3832,La Huaca,2011,ANUAL,22.539,30.633,14.428
3833,Tamarindo,2011,ANUAL,25.584,31.589,19.536
3834,Vichayal,2011,ANUAL,24.261,30.198,18.300
3835,Chulucanas,2011,ANUAL,18.869,28.169,9.574
3836,Buenos Aires,2011,ANUAL,17.416,24.230,10.593
3837,Chalaco,2011,ANUAL,18.486,28.221,8.752
3838,La Matanza,2011,ANUAL,18.959,27.603,10.317
3839,Morropón,2011,ANUAL,25.079,31.462,18.658
3840,Salitral,2011,ANUAL,17.660,25.483,9.825
3841,San Juan de Bigote,2011,ANUAL,20.828,29.278,12.352
3842,Santa Catalina de Mossa,2011,ANUAL,14.304,21.964,6.645
3843,Santo Domingo,2011,ANUAL,19.809,28.194,11.404
3844,Yamango,2011,ANUAL,21.454,29.405,13.485
3845,Huancabamba,2011,ANUAL,24.931,32.539,17.288
3846,Canchaque,2011,ANUAL,22.794,30.383,15.186
3847,El Carmen de la Frontera,2011,ANUAL,24.373,30.846,17.866
3848,Huarmaca,2011,ANUAL,17.695,25.222,10.146
3849,Lalaquiz,2011,ANUAL,18.572,26.456,10.674
3850,San Miguel de El Faique,2011,ANUAL,26.815,31.769,21.809
3851,Sondor,2011,ANUAL,23.171,30.666,15.658
3852,Sondorillo,2011,ANUAL,24.556,32.759,16.337
3853,Ayabaca,2011,ANUAL,21.996,30.932,13.052
3854,Frías,2011,ANUAL,25.744,30.735,20.723
3855,Jililí,2011,ANUAL,24.393,30.818,17.942
3856,Lagunas,2011,ANUAL,14.849,23.712,5.974
3857,Montero,2011,ANUAL,23.234,28.807,17.633
3858,Pacaipampa,2011,ANUAL,26.102,32.409,19.756
3859,Paimas,2011,ANUAL,17.538,27.044,8.029
3860,Sapillica,2011,ANUAL,21.821,29.658,13.975
3861,Paita,2012,ENERO,12.900,23.000,3.200
3862,Amotape,2012,ENERO,15.600,21.800,9.400
3863,Colán,2012,ENERO,17.600,25.400,9.900
3864,El Arenal,2012,ENERO,23.900,29.500,18.800
3865,La Huaca,2012,ENERO,14.600,22.900,6.600
3866,Tamarindo,2012,ENERO,23.700,30.600,17.100
3867,Vichayal,2012,ENERO,23.200,29.800,16.900
3868,Chulucanas,2012,ENERO,11.200,21.400,1.000
3869,Buenos Aires,2012,ENERO,13.900,20.800,7.200
3870,Chalaco,2012,ENERO,12.100,22.300,2.000
3871,La Matanza,2012,ENERO,14.600,23.800,5.600
3872,Morropón,2012,ENERO,23.700,30.700,17.000
3873,Salitral,2012,ENERO,13.700,21.500,6.100
3874,San Juan de Bigote,2012,ENERO,16.700,24.900,8.600
3875,Santa Catalina de Mossa,2012,ENERO,10.800,18.300,3.200
3876,Santo Domingo,2012,ENERO,15.900,25.000,7.000
3877,Yamango,2012,ENERO,18.700,27.900,10.000
3878,Huancabamba,2012,ENERO,21.100,30.400,12.100
3879,Canchaque,2012,ENERO,15.800,23.900,7.800
3880,El Carmen de la Frontera,2012,ENERO,21.600,28.700,14.900
3881,Huarmaca,2012,ENERO,15.100,23.000,7.400
3882,Lalaquiz,2012,ENERO,15.000,23.400,6.700
3883,San Miguel de El Faique,2012,ENERO,24.100,29.000,19.600
3884,Sondor,2012,ENERO,17.500,24.400,10.800
3885,Sondorillo,2012,ENERO,19.400,29.400,9.600
3886,Ayabaca,2012,ENERO,15.200,25.100,5.400
3887,Frías,2012,ENERO,21.400,26.900,16.100
3888,Jililí,2012,ENERO,18.300,24.400,12.500
3889,Lagunas,2012,ENERO,11.400,20.900,2.100
3890,Montero,2012,ENERO,18.800,23.800,14.100
3891,Pacaipampa,2012,ENERO,22.800,28.700,17.200
3892,Paimas,2012,ENERO,12.200,22.300,2.300
3893,Sapillica,2012,ENERO,16.600,24.800,8.600
3894,Paita,2012,FEBRERO,14.000,21.200,6.400
3895,Amotape,2012,FEBRERO,13.400,19.800,6.500
3896,Colán,2012,FEBRERO,17.200,23.700,10.200
3897,El Arenal,2012,FEBRERO,25.200,30.200,19.600
3898,La Huaca,2012,FEBRERO,15.500,21.900,8.600
3899,Tamarindo,2012,FEBRERO,23.800,29.200,17.800
3900,Vichayal,2012,FEBRERO,23.600,28.600,18.000
3901,Chulucanas,2012,FEBRERO,12.300,20.800,3.400
3902,Buenos Aires,2012,FEBRERO,15.100,20.600,9.300
3903,Chalaco,2012,FEBRERO,13.100,22.100,3.700
3904,La Matanza,2012,FEBRERO,15.900,22.400,8.900
3905,Morropón,2012,FEBRERO,24.000,29.900,17.500
3906,Salitral,2012,FEBRERO,14.800,21.000,8.200
3907,San Juan de Bigote,2012,FEBRERO,17.700,23.900,11.000
3908,Santa Catalina de Mossa,2012,FEBRERO,12.400,18.800,5.700
3909,Santo Domingo,2012,FEBRERO,16.700,23.800,9.000
3910,Yamango,2012,FEBRERO,20.300,27.400,12.600
3911,Huancabamba,2012,FEBRERO,21.500,28.400,14.000
3912,Canchaque,2012,FEBRERO,16.200,21.500,10.500
3913,El Carmen de la Frontera,2012,FEBRERO,23.300,29.200,16.800
3914,Huarmaca,2012,FEBRERO,16.200,22.700,9.200
3915,Lalaquiz,2012,FEBRERO,16.700,23.000,9.900
3916,San Miguel de El Faique,2012,FEBRERO,24.300,29.200,18.900
3917,Sondor,2012,FEBRERO,19.000,24.000,13.600
3918,Sondorillo,2012,FEBRERO,19.500,28.100,10.400
3919,Ayabaca,2012,FEBRERO,14.800,23.400,5.600
3920,Frías,2012,FEBRERO,24.000,27.500,19.900
3921,Jililí,2012,FEBRERO,18.700,23.200,13.800
3922,Lagunas,2012,FEBRERO,13.100,20.700,5.100
3923,Montero,2012,FEBRERO,20.100,24.200,15.400
3924,Pacaipampa,2012,FEBRERO,24.300,29.600,18.500
3925,Paimas,2012,FEBRERO,13.300,20.800,5.500
3926,Sapillica,2012,FEBRERO,17.300,24.000,10.100
3927,Paita,2012,MARZO,17.700,28.100,7.900
3928,Amotape,2012,MARZO,14.100,21.800,6.800
3929,Colán,2012,MARZO,18.700,26.400,11.500
3930,El Arenal,2012,MARZO,26.900,33.700,20.500
3931,La Huaca,2012,MARZO,20.700,29.300,12.500
3932,Tamarindo,2012,MARZO,24.200,31.200,17.800
3933,Vichayal,2012,MARZO,24.400,31.500,17.900
3934,Chulucanas,2012,MARZO,15.300,25.700,5.400
3935,Buenos Aires,2012,MARZO,17.500,25.300,10.000
3936,Chalaco,2012,MARZO,16.400,27.500,5.900
3937,La Matanza,2012,MARZO,18.300,28.100,9.100
3938,Morropón,2012,MARZO,25.700,33.300,18.500
3939,Salitral,2012,MARZO,17.100,26.000,8.600
3940,San Juan de Bigote,2012,MARZO,19.900,29.500,11.000
3941,Santa Catalina de Mossa,2012,MARZO,14.300,23.100,6.000
3942,Santo Domingo,2012,MARZO,19.700,29.700,10.400
3943,Yamango,2012,MARZO,22.100,31.500,13.100
3944,Huancabamba,2012,MARZO,23.000,32.500,14.000
3945,Canchaque,2012,MARZO,20.900,28.600,13.600
3946,El Carmen de la Frontera,2012,MARZO,24.500,32.300,17.200
3947,Huarmaca,2012,MARZO,17.900,26.200,10.000
3948,Lalaquiz,2012,MARZO,19.400,28.700,10.700
3949,San Miguel de El Faique,2012,MARZO,26.300,31.700,21.200
3950,Sondor,2012,MARZO,22.100,29.600,15.100
3951,Sondorillo,2012,MARZO,20.800,31.400,10.700
3952,Ayabaca,2012,MARZO,17.100,27.600,7.000
3953,Frías,2012,MARZO,26.200,32.200,20.700
3954,Jililí,2012,MARZO,22.900,29.200,17.000
3955,Lagunas,2012,MARZO,14.700,25.100,4.900
3956,Montero,2012,MARZO,22.600,28.500,17.100
3957,Pacaipampa,2012,MARZO,26.000,33.500,18.900
3958,Paimas,2012,MARZO,16.800,33.500,6.900
3959,Sapillica,2012,MARZO,19.900,27.500,11.600
3960,Paita,2012,ABRIL,18.500,28.900,8.100
3961,Amotape,2012,ABRIL,17.600,24.800,10.300
3962,Colán,2012,ABRIL,21.100,28.300,13.700
3963,El Arenal,2012,ABRIL,28.200,35.000,21.300
3964,La Huaca,2012,ABRIL,24.300,31.000,17.400
3965,Tamarindo,2012,ABRIL,20.400,30.000,10.600
3966,Vichayal,2012,ABRIL,23.500,30.300,16.500
3967,Chulucanas,2012,ABRIL,25.100,33.000,17.100
3968,Buenos Aires,2012,ABRIL,17.900,24.600,11.000
3969,Chalaco,2012,ABRIL,19.900,30.300,9.300
3970,La Matanza,2012,ABRIL,22.500,32.600,10.200
3971,Morropón,2012,ABRIL,25.500,30.400,14.300
3972,Salitral,2012,ABRIL,18.800,27.300,10.000
3973,San Juan de Bigote,2012,ABRIL,20.900,30.600,11.200
3974,Santa Catalina de Mossa,2012,ABRIL,14.800,22.800,6.500
3975,Santo Domingo,2012,ABRIL,20.500,30.500,10.400
3976,Yamango,2012,ABRIL,23.100,31.900,13.800
3977,Huancabamba,2012,ABRIL,23.900,32.900,14.600
3978,Canchaque,2012,ABRIL,24.400,31.700,16.900
3979,El Carmen de la Frontera,2012,ABRIL,25.200,32.500,17.500
3980,Huarmaca,2012,ABRIL,18.700,26.700,10.500
3981,Lalaquiz,2012,ABRIL,20.700,29.600,11.800
3982,San Miguel de El Faique,2012,ABRIL,27.200,32.100,22.200
3983,Sondor,2012,ABRIL,23.600,33.200,13.800
3984,Sondorillo,2012,ABRIL,24.200,31.800,16.500
3985,Ayabaca,2012,ABRIL,21.700,31.800,11.300
3986,Frías,2012,ABRIL,24.000,29.700,18.100
3987,Jililí,2012,ABRIL,25.800,31.500,19.800
3988,Lagunas,2012,ABRIL,14.800,24.300,5.500
3989,Montero,2012,ABRIL,24.200,30.000,18.200
3990,Pacaipampa,2012,ABRIL,26.800,33.400,20.100
3991,Paimas,2012,ABRIL,18.200,28.600,7.500
3992,Sapillica,2012,ABRIL,22.500,30.800,14.000
3993,Paita,2012,MAYO,21.500,31.400,11.800
3994,Amotape,2012,MAYO,22.000,30.600,13.600
3995,Colán,2012,MAYO,24.000,31.800,16.400
3996,El Arenal,2012,MAYO,29.500,35.900,23.300
3997,La Huaca,2012,MAYO,26.500,34.100,19.000
3998,Tamarindo,2012,MAYO,26.700,32.800,20.700
3999,Vichayal,2012,MAYO,26.200,32.200,20.400
4000,Chulucanas,2012,MAYO,23.300,32.600,14.000
4001,Buenos Aires,2012,MAYO,19.000,26.300,11.900
4002,Chalaco,2012,MAYO,22.100,31.900,12.400
4003,La Matanza,2012,MAYO,22.400,31.500,13.400
4004,Morropón,2012,MAYO,27.400,33.500,21.400
4005,Salitral,2012,MAYO,20.300,28.700,12.000
4006,San Juan de Bigote,2012,MAYO,24.000,33.000,15.200
4007,Santa Catalina de Mossa,2012,MAYO,16.800,24.700,8.800
4008,Santo Domingo,2012,MAYO,23.400,32.100,14.600
4009,Yamango,2012,MAYO,24.200,32.100,16.300
4010,Huancabamba,2012,MAYO,27.500,35.500,19.700
4011,Canchaque,2012,MAYO,26.300,33.700,18.900
4012,El Carmen de la Frontera,2012,MAYO,26.800,33.500,20.300
4013,Huarmaca,2012,MAYO,20.000,27.900,12.200
4014,Lalaquiz,2012,MAYO,23.000,31.700,14.300
4015,San Miguel de El Faique,2012,MAYO,28.400,32.900,23.900
4016,Sondor,2012,MAYO,26.500,34.000,19.100
4017,Sondorillo,2012,MAYO,27.800,36.800,18.800
4018,Ayabaca,2012,MAYO,26.000,36.300,15.700
4019,Frías,2012,MAYO,28.500,33.900,23.200
4020,Jililí,2012,MAYO,27.900,34.000,21.900
4021,Lagunas,2012,MAYO,17.000,26.500,7.700
4022,Montero,2012,MAYO,25.600,31.400,20.000
4023,Pacaipampa,2012,MAYO,28.400,34.900,22.000
4024,Paimas,2012,MAYO,21.000,31.000,11.000
4025,Sapillica,2012,MAYO,24.800,33.000,16.700
4026,Paita,2012,JUNIO,21.600,30.200,13.200
4027,Amotape,2012,JUNIO,23.900,31.300,16.600
4028,Colán,2012,JUNIO,26.300,33.000,19.600
4029,El Arenal,2012,JUNIO,27.700,32.800,22.900
4030,La Huaca,2012,JUNIO,26.500,36.200,21.600
4031,Tamarindo,2012,JUNIO,26.600,31.400,22.100
4032,Vichayal,2012,JUNIO,25.300,30.300,20.400
4033,Chulucanas,2012,JUNIO,26.500,35.200,18.000
4034,Buenos Aires,2012,JUNIO,18.800,24.700,13.100
4035,Chalaco,2012,JUNIO,23.600,32.500,14.900
4036,La Matanza,2012,JUNIO,22.000,29.500,14.600
4037,Morropón,2012,JUNIO,26.000,31.200,21.000
4038,Salitral,2012,JUNIO,20.400,27.200,13.700
4039,San Juan de Bigote,2012,JUNIO,23.300,30.600,16.100
4040,Santa Catalina de Mossa,2012,JUNIO,16.300,22.600,10.100
4041,Santo Domingo,2012,JUNIO,22.100,29.300,15.200
4042,Yamango,2012,JUNIO,22.900,29.800,16.500
4043,Huancabamba,2012,JUNIO,28.000,33.900,22.200
4044,Canchaque,2012,JUNIO,27.700,35.000,20.500
4045,El Carmen de la Frontera,2012,JUNIO,25.500,31.000,20.300
4046,Huarmaca,2012,JUNIO,19.300,26.000,12.800
4047,Lalaquiz,2012,JUNIO,21.300,28.000,14.600
4048,San Miguel de El Faique,2012,JUNIO,28.100,32.200,24.300
4049,Sondor,2012,JUNIO,26.700,33.600,20.100
4050,Sondorillo,2012,JUNIO,29.800,36.400,23.400
4051,Ayabaca,2012,JUNIO,29.700,38.600,21.000
4052,Frías,2012,JUNIO,27.500,32.200,23.000
4053,Jililí,2012,JUNIO,29.100,35.200,23.200
4054,Lagunas,2012,JUNIO,16.700,23.600,10.000
4055,Montero,2012,JUNIO,25.300,30.700,20.200
4056,Pacaipampa,2012,JUNIO,27.600,33.000,22.400
4057,Paimas,2012,JUNIO,21.100,29.600,12.700
4058,Sapillica,2012,JUNIO,26.000,33.100,19.100
4059,Paita,2012,JULIO,19.700,26.500,12.800
4060,Amotape,2012,JULIO,24.500,31.100,17.600
4061,Colán,2012,JULIO,28.600,34.600,22.400
4062,El Arenal,2012,JULIO,27.900,33.200,22.300
4063,La Huaca,2012,JULIO,28.300,35.100,21.200
4064,Tamarindo,2012,JULIO,27.800,32.700,22.700
4065,Vichayal,2012,JULIO,25.300,30.800,19.700
4066,Chulucanas,2012,JULIO,24.100,30.600,17.500
4067,Buenos Aires,2012,JULIO,17.660,23.000,12.300
4068,Chalaco,2012,JULIO,22.200,29.400,14.800
4069,La Matanza,2012,JULIO,20.400,26.600,14.200
4070,Morropón,2012,JULIO,25.900,31.400,20.300
4071,Salitral,2012,JULIO,19.300,25.000,13.500
4072,San Juan de Bigote,2012,JULIO,22.100,28.200,15.800
4073,Santa Catalina de Mossa,2012,JULIO,16.200,21.800,10.400
4074,Santo Domingo,2012,JULIO,21.100,27.100,14.900
4075,Yamango,2012,JULIO,21.600,27.800,15.000
4076,Huancabamba,2012,JULIO,26.000,33.200,22.200
4077,Canchaque,2012,JULIO,27.800,34.600,20.800
4078,El Carmen de la Frontera,2012,JULIO,26.000,31.500,20.200
4079,Huarmaca,2012,JULIO,18.700,25.000,12.300
4080,Lalaquiz,2012,JULIO,19.900,25.900,13.900
4081,San Miguel de El Faique,2012,JULIO,28.600,33.900,23.900
4082,Sondor,2012,JULIO,25.900,31.600,20.000
4083,Sondorillo,2012,JULIO,29.500,35.400,23.400
4084,Ayabaca,2012,JULIO,29.200,35.600,22.500
4085,Frías,2012,JULIO,29.200,32.600,22.500
4086,Jililí,2012,JULIO,28.700,34.200,23.000
4087,Lagunas,2012,JULIO,15.700,22.300,9.000
4088,Montero,2012,JULIO,24.500,29.400,19.500
4089,Pacaipampa,2012,JULIO,27.400,33.100,21.500
4090,Paimas,2012,JULIO,19.800,26.500,12.900
4091,Sapillica,2012,JULIO,25.400,31.500,19.100
4092,Paita,2012,AGOSTO,20.000,27.200,13.000
4093,Amotape,2012,AGOSTO,27.900,34.400,21.500
4094,Colán,2012,AGOSTO,27.700,35.500,22.300
4095,El Arenal,2012,AGOSTO,27.700,33.500,22.300
4096,La Huaca,2012,AGOSTO,29.500,36.900,22.200
4097,Tamarindo,2012,AGOSTO,27.500,32.600,22.500
4098,Vichayal,2012,AGOSTO,25.400,30.700,20.200
4099,Chulucanas,2012,AGOSTO,24.800,32.100,17.700
4100,Buenos Aires,2012,AGOSTO,18.100,23.100,13.400
4101,Chalaco,2012,AGOSTO,22.200,29.900,14.600
4102,La Matanza,2012,AGOSTO,20.500,27.000,14.100
4103,Morropón,2012,AGOSTO,25.800,31.200,20.400
4104,Salitral,2012,AGOSTO,20.100,26.000,14.300
4105,San Juan de Bigote,2012,AGOSTO,22.200,28.400,16.100
4106,Santa Catalina de Mossa,2012,AGOSTO,16.400,22.200,10.800
4107,Santo Domingo,2012,AGOSTO,20.600,26.800,14.400
4108,Yamango,2012,AGOSTO,22.200,28.100,15.700
4109,Huancabamba,2012,AGOSTO,27.800,33.300,22.400
4110,Canchaque,2012,AGOSTO,28.500,36.000,21.100
4111,El Carmen de la Frontera,2012,AGOSTO,25.800,31.300,20.400
4112,Huarmaca,2012,AGOSTO,19.000,25.100,13.000
4113,Lalaquiz,2012,AGOSTO,20.100,26.300,14.000
4114,San Miguel de El Faique,2012,AGOSTO,29.100,33.900,24.300
4115,Sondor,2012,AGOSTO,26.100,32.300,20.000
4116,Sondorillo,2012,AGOSTO,29.500,35.300,23.700
4117,Ayabaca,2012,AGOSTO,29.700,36.600,22.800
4118,Frías,2012,AGOSTO,28.000,32.700,23.400
4119,Jililí,2012,AGOSTO,29.500,35.500,23.600
4120,Lagunas,2012,AGOSTO,15.700,22.200,9.500
4121,Montero,2012,AGOSTO,24.800,29.900,19.800
4122,Pacaipampa,2012,AGOSTO,27.900,33.500,22.500
4123,Paimas,2012,AGOSTO,19.800,26.900,12.900
4124,Sapillica,2012,AGOSTO,25.900,32.300,19.600
4125,Paita,2012,SEPTIEMBRE,19.000,26.400,11.700
4126,Amotape,2012,SEPTIEMBRE,26.200,33.100,19.300
4127,Colán,2012,SEPTIEMBRE,28.900,34.100,23.700
4128,El Arenal,2012,SEPTIEMBRE,26.700,32.100,21.400
4129,La Huaca,2012,SEPTIEMBRE,26.100,33.000,19.300
4130,Tamarindo,2012,SEPTIEMBRE,27.300,32.000,22.700
4131,Vichayal,2012,SEPTIEMBRE,25.100,30.400,19.800
4132,Chulucanas,2012,SEPTIEMBRE,21.800,29.200,14.500
4133,Buenos Aires,2012,SEPTIEMBRE,17.500,23.300,11.800
4134,Chalaco,2012,SEPTIEMBRE,20.100,27.700,12.500
4135,La Matanza,2012,SEPTIEMBRE,19.900,26.900,13.100
4136,Morropón,2012,SEPTIEMBRE,25.300,30.600,20.100
4137,Salitral,2012,SEPTIEMBRE,19.000,25.200,12.800
4138,San Juan de Bigote,2012,SEPTIEMBRE,21.100,27.300,14.800
4139,Santa Catalina de Mossa,2012,SEPTIEMBRE,16.900,23.000,10.900
4140,Santo Domingo,2012,SEPTIEMBRE,20.800,27.400,14.400
4141,Yamango,2012,SEPTIEMBRE,21.900,28.200,15.000
4142,Huancabamba,2012,SEPTIEMBRE,27.500,32.900,22.200
4143,Canchaque,2012,SEPTIEMBRE,26.100,33.000,19.400
4144,El Carmen de la Frontera,2012,SEPTIEMBRE,25.800,31.300,20.500
4145,Huarmaca,2012,SEPTIEMBRE,18.800,25.200,12.500
4146,Lalaquiz,2012,SEPTIEMBRE,20.000,26.800,13.400
4147,San Miguel de El Faique,2012,SEPTIEMBRE,28.600,33.500,23.800
4148,Sondor,2012,SEPTIEMBRE,25.200,31.000,19.400
4149,Sondorillo,2012,SEPTIEMBRE,28.700,34.600,22.900
4150,Ayabaca,2012,SEPTIEMBRE,27.500,34.600,20.500
4151,Frías,2012,SEPTIEMBRE,27.500,32.500,22.500
4152,Jililí,2012,SEPTIEMBRE,27.900,33.800,22.100
4153,Lagunas,2012,SEPTIEMBRE,15.900,22.800,9.100
4154,Montero,2012,SEPTIEMBRE,24.400,29.400,19.600
4155,Pacaipampa,2012,SEPTIEMBRE,27.500,33.400,21.700
