,ENTIDAD,Mes,A?,Tipo_sequia,Precipitacion,Temperatura_promedio,Temperatura_maxima,Temperatura_minima,Sembrada_ha,Cosechada_ha,perdida_ha,producto
6239,Yamango,9,2004,NPS,269.3,18.31465517,26.05574713,10.57356322,9,9,0,frijol
6240,Yamango,9,2004,NPS,269.3,18.31465517,26.05574713,10.57356322,21536,20333,1203,yuca
6241,Yamango,9,2005,D0,67.5,18.10189394,25.95530303,10.24848485,3662,3332,330,maiz
6242,Yamango,9,2005,D0,67.5,18.10189394,25.95530303,10.24848485,12166,9470,2696,yuca
6243,Yamango,9,2006,NPS,217.5,24.67372422,31.06236399,18.28508446,2047,1422,625,maiz
6244,Yamango,9,2006,NPS,217.5,24.67372422,31.06236399,18.28508446,13480,13480,0,yuca
6245,Yamango,9,2007,NPS,105.2,25.87425522,31.72482697,19.97181379,3809,2569,1240,maiz
6246,Yamango,9,2007,NPS,105.2,25.87425522,31.72482697,19.97181379,4145,100,4045,frijol
6247,Yamango,9,2007,NPS,105.2,25.87425522,31.72482697,19.97181379,19106,18589,517,yuca
6248,Yamango,9,2008,NPS,281.1,24.00863845,29.75528135,18.43439589,505,301,204,maiz
6249,Yamango,9,2008,NPS,281.1,24.00863845,29.75528135,18.43439589,5435,2695,2740,yuca
6250,Yamango,9,2009,D1,167.1,25.25828896,30.83265513,19.68392278,1859,839,1020,maiz
6251,Yamango,9,2009,D1,167.1,25.25828896,30.83265513,19.68392278,9550,9350,200,yuca
6252,Yamango,9,2010,NPS,322.2,25.93765495,31.42934497,20.44596493,1412,1346,66,maiz
6253,Yamango,9,2010,NPS,322.2,25.93765495,31.42934497,20.44596493,14240,12012,2228,yuca
6254,Yamango,9,2011,D3,36.8,27.42011514,35.1591641,19.68106619,756,756,0,maiz
6255,Yamango,9,2011,D3,36.8,27.42011514,35.1591641,19.68106619,6608,200,6408,maiz
6256,Yamango,9,2011,D3,36.8,27.42011514,35.1591641,19.68106619,6850,4200,2650,yuca
6257,Yamango,9,2012,D0,105.4,26.1,33,19.4,1066,278,788,maiz
6258,Yamango,9,2012,D0,105.4,26.1,33,19.4,2203,80,2123,frijol
6259,Yamango,9,2012,D0,105.4,26.1,33,19.4,8521,6398,2123,yuca
6260,Yamango,9,2013,NPS,291.3,25.1,30.7,19.5,354,4,350,maiz
6261,Yamango,9,2013,NPS,291.3,25.1,30.7,19.5,43242,19105,24137,maiz
6262,Yamango,9,2013,NPS,291.3,25.1,30.7,19.5,1905,100,1805,frijol
6263,Yamango,9,2013,NPS,291.3,25.1,30.7,19.5,14936,12456,2480,yuca
6264,Yamango,9,2013,NPS,291.3,25.1,30.7,19.5,397,10,387,yuca
6265,Yamango,9,2014,NPS,221.4,25.4,30.9,20,1438,1438,0,maiz
6266,Yamango,9,2014,NPS,221.4,25.4,30.9,20,54681,18,54663,maiz
6267,Yamango,9,2014,NPS,221.4,25.4,30.9,20,11007,10887,120,yuca
6268,Yamango,9,2015,NPS,64.78,26.7,33.3,20.1,455,420,35,maiz
6269,Yamango,9,2015,NPS,64.78,26.7,33.3,20.1,47136,205,46931,maiz
6270,Yamango,9,2015,NPS,64.78,26.7,33.3,20.1,1648,6,1642,frijol
6271,Yamango,9,2015,NPS,64.78,26.7,33.3,20.1,16653,15311,1342,yuca
6272,Yamango,9,2015,NPS,64.78,26.7,33.3,20.1,160,160,0,yuca
6273,Yamango,9,2016,NPS,75.7,26.8,33.3,20.4,772,622,150,maiz
6274,Yamango,9,2016,NPS,75.7,26.8,33.3,20.4,47786,440,47346,maiz
6275,Yamango,9,2016,NPS,75.7,26.8,33.3,20.4,19415,17933,1482,yuca
6276,Yamango,9,2017,D0,172.07,26.2,32.8,19.6,230,230,0,maiz
6277,Yamango,9,2017,D0,172.07,26.2,32.8,19.6,52558,17,52541,maiz
6278,Yamango,9,2017,D0,172.07,26.2,32.8,19.6,1639,3,1636,frijol
6279,Yamango,9,2017,D0,172.07,26.2,32.8,19.6,17474,17474,0,yuca
6280,Yamango,9,2018,NPS,226.88,25.9,31.3,20.5,790,510,280,maiz
6281,Yamango,9,2018,NPS,226.88,25.9,31.3,20.5,84,84,0,frijol
6282,Yamango,9,2018,NPS,226.88,25.9,31.3,20.5,14405,14404,1,yuca
6283,Yamango,9,2019,NPS,166.2,26.4,32.5,20.3,390,390,0,maiz
6284,Yamango,9,2019,NPS,166.2,26.4,32.5,20.3,56750,106,56644,maiz
6285,Yamango,9,2019,NPS,166.2,26.4,32.5,20.3,18304,17894,410,yuca
6286,Yamango,9,2020,NPS,102.8,24.7,30.9,18.6,75,75,0,maiz
6287,Yamango,9,2020,NPS,102.8,24.7,30.9,18.6,54777,90,54687,maiz
6288,Yamango,9,2020,NPS,102.8,24.7,30.9,18.6,9587,9017,570,yuca
6289,Yamango,10,2004,NPS,62,17.52196885,25.97664071,9.067296996,58265,8200,50065,maiz
6290,Yamango,10,2004,NPS,62,17.52196885,25.97664071,9.067296996,5045,977,4068,frijol
6291,Yamango,10,2006,NPS,55.5,22.65135727,28.7544638,16.54825075,2276,350,1926,frijol
6292,Yamango,10,2006,NPS,55.5,22.65135727,28.7544638,16.54825075,259,250,9,yuca
6293,Yamango,10,2007,NPS,15.8,23.35015165,30.65909783,16.30173799,51043,15,51028,maiz
6294,Yamango,10,2007,NPS,15.8,23.35015165,30.65909783,16.30173799,4279,455,3824,frijol
6295,Yamango,10,2007,NPS,15.8,23.35015165,30.65909783,16.30173799,200,150,50,yuca
6296,Yamango,10,2008,NPS,66.5,21.60422644,28.27694784,14.89672689,7729,50,7679,maiz
6297,Yamango,10,2008,NPS,66.5,21.60422644,28.27694784,14.89672689,2712,5,2707,frijol
6298,Yamango,10,2009,D0,61.9,22.64418583,28.25983199,17.02853966,2966,980,1986,frijol
6299,Yamango,10,2009,D0,61.9,22.64418583,28.25983199,17.02853966,1130,65,1065,yuca
6300,Yamango,10,2010,NPS,8.4,22.44907497,29.94210696,14.95604299,3613,25,3588,maiz
6301,Yamango,10,2010,NPS,8.4,22.44907497,29.94210696,14.95604299,261,12,249,yuca
6302,Yamango,10,2011,D3,55.9,22.46394211,29.75532694,15.17255729,7129,1450,5679,maiz
6303,Yamango,10,2012,NPS,41.6,23.6,30.7,16.5,28587,18132,10455,maiz
6304,Yamango,10,2012,NPS,41.6,23.6,30.7,16.5,2431,695,1736,frijol
6305,Yamango,10,2012,NPS,41.6,23.6,30.7,16.5,334,70,264,yuca
6306,Yamango,10,2013,NPS,29.7,22.7,29.1,16.3,43472,19131,24341,maiz
6307,Yamango,10,2013,NPS,29.7,22.7,29.1,16.3,1982,475,1507,frijol
6308,Yamango,10,2013,NPS,29.7,22.7,29.1,16.3,397,120,277,yuca
6309,Yamango,10,2014,NPS,69.26,23.5,29.9,17,54681,33,54648,maiz
6310,Yamango,10,2015,NPS,89.41,23.9,30.3,17.4,47136,205,46931,maiz
6311,Yamango,10,2015,NPS,89.41,23.9,30.3,17.4,1648,1066,582,frijol
6312,Yamango,10,2015,NPS,89.41,23.9,30.3,17.4,160,160,0,yuca
6313,Yamango,10,2016,NPS,32.22,23.9,30.5,17.4,47806,480,47326,maiz
6314,Yamango,10,2016,NPS,32.22,23.9,30.5,17.4,1488,90,1398,frijol
6315,Yamango,10,2016,NPS,32.22,23.9,30.5,17.4,600,480,120,yuca
6316,Yamango,10,2017,NPS,64.87,21.6,28.5,14.7,52558,87,52471,maiz
6317,Yamango,10,2017,NPS,64.87,21.6,28.5,14.7,1639,33,1606,frijol
6318,Yamango,10,2018,NPS,46.61,22.1,27.5,16.7,53387,14670,38717,maiz
6319,Yamango,10,2019,NPS,28.6,23.4,30.2,16.5,56750,343,56407,maiz
6320,Yamango,10,2020,NPS,2.7,22.5,31.3,13.7,54777,117,54660,maiz
6321,Yamango,11,2004,NPS,16.1,14.25900206,22.2962963,6.221707819,58265,54723,3542,maiz
6322,Yamango,11,2004,NPS,16.1,14.25900206,22.2962963,6.221707819,4865,3617,1248,frijol
6323,Yamango,11,2004,NPS,16.1,14.25900206,22.2962963,6.221707819,145,145,0,yuca
6324,Yamango,11,2005,NPS,16.1,13.7274026,21.69848485,5.756320346,55190,49454,5736,maiz
6325,Yamango,11,2005,NPS,16.1,13.7274026,21.69848485,5.756320346,2658,642,2016,frijol
6326,Yamango,11,2005,NPS,16.1,13.7274026,21.69848485,5.756320346,1327,84,1243,yuca
6327,Yamango,11,2006,NPS,30.8,18.1170057,25.40833223,10.82567918,26438,23414,3024,maiz
6328,Yamango,11,2006,NPS,30.8,18.1170057,25.40833223,10.82567918,2276,690,1586,frijol
6329,Yamango,11,2006,NPS,30.8,18.1170057,25.40833223,10.82567918,259,259,0,yuca
6330,Yamango,11,2007,D0,10.84976692,18.51524692,25.44685485,11.66430342,51043,46215,4828,maiz
6331,Yamango,11,2007,D0,10.84976692,18.51524692,25.44685485,11.66430342,4279,3422,857,frijol
6332,Yamango,11,2007,D0,10.84976692,18.51524692,25.44685485,11.66430342,200,200,0,yuca
6333,Yamango,11,2008,NPS,6.2,18.18093346,25.23941354,11.10998962,7729,4769,2960,maiz
6334,Yamango,11,2008,NPS,6.2,18.18093346,25.23941354,11.10998962,2712,1825,887,frijol
6335,Yamango,11,2008,NPS,6.2,18.18093346,25.23941354,11.10998962,210,210,0,yuca
6336,Yamango,11,2009,NPS,48.1,17.49472578,25.17091047,9.818541089,6700,4425,2275,maiz
6337,Yamango,11,2009,NPS,48.1,17.49472578,25.17091047,9.818541089,2966,1640,1326,frijol
6338,Yamango,11,2009,NPS,48.1,17.49472578,25.17091047,9.818541089,1130,1130,0,yuca
6339,Yamango,11,2010,NPS,0,18.31735295,26.65567427,9.979031629,17617,15628,1989,maiz
6340,Yamango,11,2010,NPS,0,18.31735295,26.65567427,9.979031629,4758,1950,2808,frijol
6341,Yamango,11,2010,NPS,0,18.31735295,26.65567427,9.979031629,261,12,249,yuca
6342,Yamango,11,2011,D3,6.5,18.68940257,26.54387179,10.83493335,7129,1606,5523,maiz
6343,Yamango,11,2011,D3,6.5,18.68940257,26.54387179,10.83493335,1063,85,978,frijol
6344,Yamango,11,2011,D3,6.5,18.68940257,26.54387179,10.83493335,225,30,195,yuca
6345,Yamango,11,2012,D0,73.6,19,24.5,13.3,28587,18228,10359,maiz
6346,Yamango,11,2012,D0,73.6,19,24.5,13.3,2431,825,1606,frijol
6347,Yamango,11,2012,D0,73.6,19,24.5,13.3,334,334,0,yuca
6348,Yamango,11,2013,NPS,50,17,23,11,43472,37804,5668,maiz
6349,Yamango,11,2013,NPS,50,17,23,11,1984,958,1026,frijol
6350,Yamango,11,2013,NPS,50,17,23,11,397,370,27,yuca
6351,Yamango,11,2014,NPS,59.7,15.9,22.9,8.9,54681,19296,35385,maiz
6352,Yamango,11,2014,NPS,59.7,15.9,22.9,8.9,2401,1359,1042,frijol
6353,Yamango,11,2014,NPS,59.7,15.9,22.9,8.9,295,203,92,yuca
6354,Yamango,11,2015,NPS,20.14,19.5,25.6,13.4,47136,37209,9927,maiz
6355,Yamango,11,2015,NPS,20.14,19.5,25.6,13.4,1648,1258,390,frijol
6356,Yamango,11,2015,NPS,20.14,19.5,25.6,13.4,160,160,0,yuca
6357,Yamango,11,2016,NPS,50.03,20.4,26.1,14.6,47806,7481,40325,maiz
6358,Yamango,11,2016,NPS,50.03,20.4,26.1,14.6,1488,201,1287,frijol
6359,Yamango,11,2016,NPS,50.03,20.4,26.1,14.6,600,480,120,yuca
6360,Yamango,11,2017,NPS,7.79,19.6,27.2,12.1,52558,1089,51469,maiz
6361,Yamango,11,2017,NPS,7.79,19.6,27.2,12.1,1639,127,1512,frijol
6362,Yamango,11,2018,NPS,14.23,16.3,23,9.6,53387,28995,24392,maiz
6363,Yamango,11,2018,NPS,14.23,16.3,23,9.6,1061,131,930,frijol
6364,Yamango,11,2019,NPS,26.7,18.3,25.5,11.1,56750,39087,17663,maiz
6365,Yamango,11,2019,NPS,26.7,18.3,25.5,11.1,3011,1257,1754,frijol
6366,Yamango,11,2020,D0,3.8,20.2,27.7,12.8,54777,48628,6149,maiz
6367,Yamango,11,2020,D0,3.8,20.2,27.7,12.8,930,59,871,frijol
6368,Yamango,12,2004,NPS,3.5,11.64432703,19.6429366,3.645717464,4920,4772,148,maiz
6369,Yamango,12,2004,NPS,3.5,11.64432703,19.6429366,3.645717464,9,9,0,frijol
6370,Yamango,12,2004,NPS,3.5,11.64432703,19.6429366,3.645717464,21536,20333,1203,yuca
6371,Yamango,12,2005,NPS,9.4,11.9325,19.63473118,4.230268817,3662,3332,330,maiz
6372,Yamango,12,2005,NPS,9.4,11.9325,19.63473118,4.230268817,12166,9470,2696,yuca
6373,Yamango,12,2006,NPS,39.3,13.28141382,20.37849802,6.184329613,2047,1422,625,maiz
6374,Yamango,12,2006,NPS,39.3,13.28141382,20.37849802,6.184329613,13480,13480,0,yuca
6375,Yamango,12,2007,D0,0.8,17.48259045,25.34009781,9.893272912,3809,2569,1240,maiz
6376,Yamango,12,2007,D0,0.8,17.48259045,25.34009781,9.893272912,19106,18589,517,yuca
6377,Yamango,12,2008,NPS,3,15.02615061,22.97745792,7.212679828,505,301,204,maiz
6378,Yamango,12,2008,NPS,3,15.02615061,22.97745792,7.212679828,5435,2695,2740,yuca
6379,Yamango,12,2009,NPS,20.7,13.10166789,18.95555541,7.247780366,1859,839,1020,maiz
6380,Yamango,12,2009,NPS,20.7,13.10166789,18.95555541,7.247780366,9550,9350,200,yuca
6381,Yamango,12,2010,NPS,0.6,14.79278192,24.02627651,5.559287334,1412,1346,66,maiz
6382,Yamango,12,2010,NPS,0.6,14.79278192,24.02627651,5.559287334,14240,12012,2228,yuca
6383,Yamango,12,2011,D3,24.1,13.98003632,20.3541718,7.380268166,756,756,0,maiz
6384,Yamango,12,2011,D3,24.1,13.98003632,20.3541718,7.380268166,6850,4200,2650,yuca
6385,Yamango,12,2012,D0,2.1,16.6,24,9.2,1066,278,788,maiz
6386,Yamango,12,2012,D0,2.1,16.6,24,9.2,8521,6398,2123,yuca
6387,Yamango,12,2013,NPS,74.5,13.7,19.8,7.6,354,4,350,maiz
6388,Yamango,12,2013,NPS,74.5,13.7,19.8,7.6,14936,12456,2480,yuca
6389,Yamango,12,2014,NPS,38.13,15.1,21.3,9,1438,1438,0,maiz
6390,Yamango,12,2014,NPS,38.13,15.1,21.3,9,11007,10887,120,yuca
6391,Yamango,12,2015,D0,3.62,16.7,24.3,9.2,455,420,35,maiz
6392,Yamango,12,2015,D0,3.62,16.7,24.3,9.2,16653,15311,1342,yuca
6393,Yamango,12,2016,NPS,15.91,16.6,23.4,9.9,772,622,150,maiz
6394,Yamango,12,2016,NPS,15.91,16.6,23.4,9.9,19415,17933,1482,yuca
6395,Yamango,12,2017,NPS,34.2,14.6,21.4,7.8,230,230,0,maiz
6396,Yamango,12,2017,NPS,34.2,14.6,21.4,7.8,17474,17474,0,yuca
6397,Yamango,12,2018,NPS,16.56,14.8,22.4,7.2,790,510,280,maiz
6398,Yamango,12,2018,NPS,16.56,14.8,22.4,7.2,84,84,0,frijol
6399,Yamango,12,2018,NPS,16.56,14.8,22.4,7.2,14405,14404,1,yuca
6400,Yamango,12,2019,D0,7.5,16.2,23.9,8.4,390,390,0,maiz
6401,Yamango,12,2019,D0,7.5,16.2,23.9,8.4,18304,17894,410,yuca
6402,Yamango,12,2020,D1,8,14.3,22.9,5.7,75,75,0,maiz
6403,Yamango,12,2020,D1,8,14.3,22.9,5.7,9587,9017,570,yuca
6404,Huancabamba,1,2004,NPS,20.86740818,22.16331782,29.39882531,14.92781032,742,6,736,yuca
6405,Huancabamba,1,2005,D0,17.9,20.94077107,27.80992011,14.07162204,49907,850,49057,maiz
6406,Huancabamba,1,2005,D0,17.9,20.94077107,27.80992011,14.07162204,503324,418671,84653,maiz
6407,Huancabamba,1,2005,D0,17.9,20.94077107,27.80992011,14.07162204,36033,31804,4229,frijol
6408,Huancabamba,1,2005,D0,17.9,20.94077107,27.80992011,14.07162204,648,4,644,yuca
6409,Huancabamba,1,2005,D0,17.9,20.94077107,27.80992011,14.07162204,11763,9225,2538,yuca
6410,Huancabamba,1,2006,D0,40,22.63132831,29.31769625,15.94496036,40148,501,39647,maiz
6411,Huancabamba,1,2006,D0,40,22.63132831,29.31769625,15.94496036,491887,353277,138610,maiz
6412,Huancabamba,1,2006,D0,40,22.63132831,29.31769625,15.94496036,2073,338,1735,frijol
6413,Huancabamba,1,2006,D0,40,22.63132831,29.31769625,15.94496036,40307,36917,3390,frijol
6414,Huancabamba,1,2006,D0,40,22.63132831,29.31769625,15.94496036,14469,8652,5817,yuca
6415,Huancabamba,1,2007,NPS,9,22.63039292,28.58035769,16.64807946,481493,379609,101884,maiz
6416,Huancabamba,1,2007,NPS,9,22.63039292,28.58035769,16.64807946,3921,224,3697,frijol
6417,Huancabamba,1,2007,NPS,9,22.63039292,28.58035769,16.64807946,37280,31863,5417,frijol
6418,Huancabamba,1,2007,NPS,9,22.63039292,28.58035769,16.64807946,14508,10817,3691,yuca
6419,Huancabamba,1,2008,NPS,28.2,21.78453865,27.9364746,15.53225296,46849,500,46349,maiz
6420,Huancabamba,1,2008,NPS,28.2,21.78453865,27.9364746,15.53225296,508148,434964,73184,maiz
6421,Huancabamba,1,2008,NPS,28.2,21.78453865,27.9364746,15.53225296,36962,30201,6761,frijol
6422,Huancabamba,1,2008,NPS,28.2,21.78453865,27.9364746,15.53225296,13826,12852,974,yuca
6423,Huancabamba,1,2009,NPS,19,21.22525245,27.79533511,14.65516979,44819,4020,40799,maiz
6424,Huancabamba,1,2009,NPS,19,21.22525245,27.79533511,14.65516979,516614,472268,44346,maiz
6425,Huancabamba,1,2009,NPS,19,21.22525245,27.79533511,14.65516979,35778,31868,3910,frijol
6426,Huancabamba,1,2009,NPS,19,21.22525245,27.79533511,14.65516979,13870,13236,634,yuca
6427,Huancabamba,1,2010,NPS,19.4,20.01622219,26.16160927,13.8708351,43678,1019,42659,maiz
6428,Huancabamba,1,2010,NPS,19.4,20.01622219,26.16160927,13.8708351,522328,359954,162374,maiz
6429,Huancabamba,1,2010,NPS,19.4,20.01622219,26.16160927,13.8708351,2530,20,2510,frijol
6430,Huancabamba,1,2010,NPS,19.4,20.01622219,26.16160927,13.8708351,34023,20939,13084,frijol
6431,Huancabamba,1,2010,NPS,19.4,20.01622219,26.16160927,13.8708351,14366,2740,11626,yuca
6432,Huancabamba,1,2011,NPS,35.6,21.46933636,28.44527455,14.49339818,44943,1727,43216,maiz
6433,Huancabamba,1,2011,NPS,35.6,21.46933636,28.44527455,14.49339818,515613,433193,82420,maiz
6434,Huancabamba,1,2011,NPS,35.6,21.46933636,28.44527455,14.49339818,2633,437,2196,frijol
6435,Huancabamba,1,2011,NPS,35.6,21.46933636,28.44527455,14.49339818,36486,24314,12172,frijol
6436,Huancabamba,1,2011,NPS,35.6,21.46933636,28.44527455,14.49339818,14665,8602,6063,yuca
6437,Huancabamba,1,2012,NPS,52.4,21.6,28.7,14.9,519570,487473,32097,maiz
6438,Huancabamba,1,2012,NPS,52.4,21.6,28.7,14.9,36978,34309,2669,frijol
6439,Huancabamba,1,2012,NPS,52.4,21.6,28.7,14.9,14373,14323,50,yuca
6440,Huancabamba,1,2013,NPS,11.39,22.79415227,29.11670939,16.47159515,46736,820,45916,maiz
6441,Huancabamba,1,2013,NPS,11.39,22.79415227,29.11670939,16.47159515,519193,516598,2595,maiz
6442,Huancabamba,1,2013,NPS,11.39,22.79415227,29.11670939,16.47159515,2963,42,2921,frijol
6443,Huancabamba,1,2013,NPS,11.39,22.79415227,29.11670939,16.47159515,36255,36240,15,frijol
6444,Huancabamba,1,2013,NPS,11.39,22.79415227,29.11670939,16.47159515,14112,14052,60,yuca
6445,Huancabamba,1,2014,NPS,7.8,21.2,28.3,14.1,47741,71,47670,maiz
6446,Huancabamba,1,2014,NPS,7.8,21.2,28.3,14.1,518166,442131,76035,maiz
6447,Huancabamba,1,2014,NPS,7.8,21.2,28.3,14.1,35809,33550,2259,frijol
6448,Huancabamba,1,2014,NPS,7.8,21.2,28.3,14.1,14141,8424,5717,yuca
6449,Huancabamba,1,2015,NPS,19.17,21.3,28.1,14.4,48511,76,48435,maiz
6450,Huancabamba,1,2015,NPS,19.17,21.3,28.1,14.4,493192,457000,36192,maiz
6451,Huancabamba,1,2015,NPS,19.17,21.3,28.1,14.4,3790,261,3529,frijol
6452,Huancabamba,1,2015,NPS,19.17,21.3,28.1,14.4,33877,33394,483,frijol
6453,Huancabamba,1,2015,NPS,19.17,21.3,28.1,14.4,11576,10690,886,yuca
6454,Huancabamba,1,2016,NPS,8.82,21.9,28.3,15.5,47224,84,47140,maiz
6455,Huancabamba,1,2016,NPS,8.82,21.9,28.3,15.5,486478,442043,44435,maiz
6456,Huancabamba,1,2016,NPS,8.82,21.9,28.3,15.5,32330,32081,249,frijol
6457,Huancabamba,1,2016,NPS,8.82,21.9,28.3,15.5,11921,11072,849,yuca
6458,Huancabamba,1,2017,D0,6.14,22.4,29.8,15.1,472012,470727,1285,maiz
6459,Huancabamba,1,2017,D0,6.14,22.4,29.8,15.1,31314,31245,69,frijol
6460,Huancabamba,1,2017,D0,6.14,22.4,29.8,15.1,11896,11833,63,yuca
6461,Huancabamba,1,2018,NPS,24.96,20.2,26.6,13.9,437431,432127,5304,maiz
6462,Huancabamba,1,2018,NPS,24.96,20.2,26.6,13.9,33420,30719,2701,frijol
6463,Huancabamba,1,2018,NPS,24.96,20.2,26.6,13.9,11590,11531,59,yuca
6464,Huancabamba,1,2019,NPS,14.92,21.4,28.3,13.9,434544,412063,22481,maiz
6465,Huancabamba,1,2019,NPS,14.92,21.4,28.3,13.9,28769,27279,1490,frijol
6466,Huancabamba,1,2019,NPS,14.92,21.4,28.3,13.9,10388,9662,726,yuca
6467,Huancabamba,1,2020,NPS,29.5,21.8,28.8,14.8,418094,374314,43780,maiz
6468,Huancabamba,1,2020,NPS,29.5,21.8,28.8,14.8,26922,26389,533,frijol
6469,Huancabamba,1,2020,NPS,29.5,21.8,28.8,14.8,9489,8179,1310,yuca
6470,Huancabamba,2,2004,NPS,22.73114481,23.03171182,30.89963054,15.1637931,54644,368,54276,maiz
6471,Huancabamba,2,2004,NPS,22.73114481,23.03171182,30.89963054,15.1637931,3403,675,2728,frijol
6472,Huancabamba,2,2004,NPS,22.73114481,23.03171182,30.89963054,15.1637931,742,18,724,yuca
6473,Huancabamba,2,2005,D0,17.4,22.67191198,29.79796583,15.54585813,52686,2039,50647,maiz
6474,Huancabamba,2,2005,D0,17.4,22.67191198,29.79796583,15.54585813,503324,434925,68399,maiz
6475,Huancabamba,2,2005,D0,17.4,22.67191198,29.79796583,15.54585813,3324,48,3276,frijol
6476,Huancabamba,2,2005,D0,17.4,22.67191198,29.79796583,15.54585813,36033,32599,3434,frijol
6477,Huancabamba,2,2005,D0,17.4,22.67191198,29.79796583,15.54585813,648,20,628,yuca
6478,Huancabamba,2,2005,D0,17.4,22.67191198,29.79796583,15.54585813,11763,9310,2453,yuca
6479,Huancabamba,2,2006,D0,5,23.30044755,30.30435007,16.29654503,45690,20627,25063,maiz
6480,Huancabamba,2,2006,D0,5,23.30044755,30.30435007,16.29654503,491887,353277,138610,maiz
6481,Huancabamba,2,2006,D0,5,23.30044755,30.30435007,16.29654503,2290,488,1802,frijol
6482,Huancabamba,2,2006,D0,5,23.30044755,30.30435007,16.29654503,40307,36917,3390,frijol
6483,Huancabamba,2,2006,D0,5,23.30044755,30.30435007,16.29654503,14469,8652,5817,yuca
6484,Huancabamba,2,2007,NPS,26.6,23.12449436,29.49771761,16.79478813,56082,26150,29932,maiz
6485,Huancabamba,2,2007,NPS,26.6,23.12449436,29.49771761,16.79478813,481493,379609,101884,maiz
6486,Huancabamba,2,2007,NPS,26.6,23.12449436,29.49771761,16.79478813,4118,860,3258,frijol
6487,Huancabamba,2,2007,NPS,26.6,23.12449436,29.49771761,16.79478813,37280,31863,5417,frijol
6488,Huancabamba,2,2007,NPS,26.6,23.12449436,29.49771761,16.79478813,14508,10817,3691,yuca
6489,Huancabamba,2,2008,NPS,5.1,23.46828841,30.09455262,16.81657695,49576,24695,24881,maiz
6490,Huancabamba,2,2008,NPS,5.1,23.46828841,30.09455262,16.81657695,508148,472775,35373,maiz
6491,Huancabamba,2,2008,NPS,5.1,23.46828841,30.09455262,16.81657695,2444,815,1629,frijol
6492,Huancabamba,2,2008,NPS,5.1,23.46828841,30.09455262,16.81657695,36962,35462,1500,frijol
6493,Huancabamba,2,2008,NPS,5.1,23.46828841,30.09455262,16.81657695,13826,13826,0,yuca
6494,Huancabamba,2,2009,NPS,29.3,22.19141245,28.96204091,15.42078399,46984,15851,31133,maiz
6495,Huancabamba,2,2009,NPS,29.3,22.19141245,28.96204091,15.42078399,516614,509496,7118,maiz
6496,Huancabamba,2,2009,NPS,29.3,22.19141245,28.96204091,15.42078399,2417,470,1947,frijol
6497,Huancabamba,2,2009,NPS,29.3,22.19141245,28.96204091,15.42078399,35778,35778,0,frijol
6498,Huancabamba,2,2009,NPS,29.3,22.19141245,28.96204091,15.42078399,13870,13870,0,yuca
6499,Huancabamba,2,2010,NPS,28.4,21.54128962,27.73202451,15.35055473,44493,23992,20501,maiz
6500,Huancabamba,2,2010,NPS,28.4,21.54128962,27.73202451,15.35055473,522328,382700,139628,maiz
6501,Huancabamba,2,2010,NPS,28.4,21.54128962,27.73202451,15.35055473,2667,999,1668,frijol
6502,Huancabamba,2,2010,NPS,28.4,21.54128962,27.73202451,15.35055473,34023,28306,5717,frijol
6503,Huancabamba,2,2010,NPS,28.4,21.54128962,27.73202451,15.35055473,672,115,557,yuca
6504,Huancabamba,2,2010,NPS,28.4,21.54128962,27.73202451,15.35055473,14366,10010,4356,yuca
6505,Huancabamba,2,2011,NPS,6.3,23.13781813,30.39668742,15.87894884,45463,3685,41778,maiz
6506,Huancabamba,2,2011,NPS,6.3,23.13781813,30.39668742,15.87894884,515613,463675,51938,maiz
6507,Huancabamba,2,2011,NPS,6.3,23.13781813,30.39668742,15.87894884,2653,1017,1636,frijol
6508,Huancabamba,2,2011,NPS,6.3,23.13781813,30.39668742,15.87894884,36486,26027,10459,frijol
6509,Huancabamba,2,2011,NPS,6.3,23.13781813,30.39668742,15.87894884,14665,10092,4573,yuca
6510,Huancabamba,2,2012,NPS,21.8,23.3,29.2,16.8,46238,5178,41060,maiz
6511,Huancabamba,2,2012,NPS,21.8,23.3,29.2,16.8,519570,487473,32097,maiz
6512,Huancabamba,2,2012,NPS,21.8,23.3,29.2,16.8,2956,972,1984,frijol
6513,Huancabamba,2,2012,NPS,21.8,23.3,29.2,16.8,36978,36388,590,frijol
6514,Huancabamba,2,2012,NPS,21.8,23.3,29.2,16.8,14373,14373,0,yuca
6515,Huancabamba,2,2013,NPS,11.88,24.31706188,31.85057001,16.78355375,46926,5070,41856,maiz
6516,Huancabamba,2,2013,NPS,11.88,24.31706188,31.85057001,16.78355375,519193,516698,2495,maiz
6517,Huancabamba,2,2013,NPS,11.88,24.31706188,31.85057001,16.78355375,2977,483,2494,frijol
6518,Huancabamba,2,2013,NPS,11.88,24.31706188,31.85057001,16.78355375,36255,36240,15,frijol
6519,Huancabamba,2,2013,NPS,11.88,24.31706188,31.85057001,16.78355375,14112,14112,0,yuca
6520,Huancabamba,2,2014,NPS,4.33,23.5,31.1,16,47741,4684,43057,maiz
6521,Huancabamba,2,2014,NPS,4.33,23.5,31.1,16,518166,443475,74691,maiz
6522,Huancabamba,2,2014,NPS,4.33,23.5,31.1,16,3131,193,2938,frijol
6523,Huancabamba,2,2014,NPS,4.33,23.5,31.1,16,35809,33566,2243,frijol
6524,Huancabamba,2,2014,NPS,4.33,23.5,31.1,16,14141,8511,5630,yuca
