,ENTIDAD,A?O,MES,TEMPERATURA_PROMEDIO,TEMPERATURA_MAXIMA,TEMPERATURA_MINIMA
3801,VICHAYAL,2011,DICIEMBRE,21.16521361,27.22052859,14.81737719
3802,CHULUCANAS,2011,DICIEMBRE,9.30367986,17.84991776,0.80693404
3803,BUENOS AIRES,2011,DICIEMBRE,14.08596314,21.72244138,6.33354042
3804,CHALACO,2011,DICIEMBRE,11.54680379,21.39644493,1.69627977
3805,LA MATANZA,2011,DICIEMBRE,15.42718491,25.23799158,5.63323589
3806,MORROPON,2011,DICIEMBRE,23.10568847,30.03373257,15.73112710
3807,SALITRAL,2011,DICIEMBRE,14.34440866,22.82107244,5.71727040
3808,SAN JUAN DE BIGOTE,2011,DICIEMBRE,17.51693813,26.31673008,8.40582738
3809,SANTA CATALINA DE MOSSA,2011,DICIEMBRE,11.48151658,20.06009014,2.90350316
3810,SANTO DOMINGO,2011,DICIEMBRE,17.21924380,26.70085111,7.48032224
3811,YAMANGO,2011,DICIEMBRE,18.40350200,27.41470707,9.18677394
3812,HUANCABAMBA,2011,DICIEMBRE,21.19190965,29.03605447,12.94616146
3813,CANCHAQUE,2011,DICIEMBRE,13.98003632,20.35417180,7.38026817
3814,EL CARMEN DE LA FRONTERA,2011,DICIEMBRE,21.22617367,28.45435891,13.57850007
3815,HUARMACA,2011,DICIEMBRE,15.17056093,23.37465459,6.71516203
3816,LALAQUIZ,2011,DICIEMBRE,16.56807711,25.53755666,7.44184523
3817,SAN MIGUEL DE EL FAIQUE,2011,DICIEMBRE,24.55817625,29.21068192,19.30031749
3818,SONDOR,2011,DICIEMBRE,17.01225127,24.96497937,8.84274575
3819,SONDORILLO,2011,DICIEMBRE,17.50436481,25.99758770,8.80428865
3820,AYABACA,2011,DICIEMBRE,11.99537860,19.61433625,4.28084103
3821,FRIAS,2011,DICIEMBRE,21.77416406,26.93075044,16.25773076
3822,JILILI,2011,DICIEMBRE,17.44512239,23.02931965,11.54520240
3823,LAGUNAS,2011,DICIEMBRE,12.59477065,22.76135976,2.28181438
3824,MONTERO,2011,DICIEMBRE,18.97795167,23.99333864,13.62803062
3825,PACAIPAMPA,2011,DICIEMBRE,23.05096687,28.52532175,17.10760142
3826,PAIMAS,2011,DICIEMBRE,13.24372755,23.29084529,3.14568027
3827,SAPILLICA,2011,DICIEMBRE,16.30000000,24.60000000,7.90000000
3828,PAITA,2011,ANUAL,18.23276108,27.80987705,8.64686043
3829,AMOTAPE,2011,ANUAL,18.85228171,25.74526589,11.95648433
3830,COLAN,2011,ANUAL,22.72497993,29.80815575,15.62182145
3831,EL ARENAL,2011,ANUAL,26.86677579,32.63092605,21.05851921
3832,LA HUACA,2011,ANUAL,22.53864575,30.63300320,14.42767747
3833,TAMARINDO,2011,ANUAL,25.58383750,31.58858046,19.53565448
3834,VICHAYAL,2011,ANUAL,24.26130471,30.19773602,18.30049661
3835,CHULUCANAS,2011,ANUAL,18.86934256,28.16851454,9.57429491
3836,BUENOS AIRES,2011,ANUAL,17.41628297,24.22995382,10.59295008
3837,CHALACO,2011,ANUAL,18.48633347,28.22098509,8.75160828
3838,LA MATANZA,2011,ANUAL,18.95918644,27.60266340,10.31711428
3839,MORROPON,2011,ANUAL,25.07866349,31.46185749,18.65825972
3840,SALITRAL,2011,ANUAL,17.66016746,25.48313523,9.82466015
3841,SAN JUAN DE BIGOTE,2011,ANUAL,20.82779815,29.27780753,12.35184554
3842,SANTA CATALINA DE MOSSA,2011,ANUAL,14.30422515,21.96352823,6.64496874
3843,SANTO DOMINGO,2011,ANUAL,19.80943596,28.19360110,11.40382796
3844,YAMANGO,2011,ANUAL,21.45360518,29.40511027,13.48497318
3845,HUANCABAMBA,2011,ANUAL,24.93052080,32.53937099,17.28820365
3846,CANCHAQUE,2011,ANUAL,22.79372299,30.38259522,15.18604803
3847,EL CARMEN DE LA FRONTERA,2011,ANUAL,24.37339786,30.84596344,17.86587492
3848,HUARMACA,2011,ANUAL,17.69484916,25.22239768,10.14635854
3849,LALAQUIZ,2011,ANUAL,18.57178566,26.45628622,10.67422241
3850,SAN MIGUEL DE EL FAIQUE,2011,ANUAL,26.81461419,31.76931822,21.80946406
3851,SONDOR,2011,ANUAL,23.17117282,30.66619486,15.65808600
3852,SONDORILLO,2011,ANUAL,24.55634837,32.75866187,16.33679709
3853,AYABACA,2011,ANUAL,21.99584100,30.93187593,13.05184108
3854,FRIAS,2011,ANUAL,25.74368511,30.73483152,20.72255146
3855,JILILI,2011,ANUAL,24.39295210,30.81779426,17.94179971
3856,LAGUNAS,2011,ANUAL,14.84933729,23.71213365,5.97434366
3857,MONTERO,2011,ANUAL,23.23409488,28.80714232,17.63316959
3858,PACAIPAMPA,2011,ANUAL,26.10204904,32.40920738,19.75580648
3859,PAIMAS,2011,ANUAL,17.53840168,27.04365315,8.02890609
3860,SAPILLICA,2011,ANUAL,21.82083333,29.65833333,13.97500000
3861,PAITA,2012,ENERO,12.90000000,23.00000000,3.20000000
3862,AMOTAPE,2012,ENERO,15.60000000,21.80000000,9.40000000
3863,COLAN,2012,ENERO,17.60000000,25.40000000,9.90000000
3864,EL ARENAL,2012,ENERO,23.90000000,29.50000000,18.80000000
3865,LA HUACA,2012,ENERO,14.60000000,22.90000000,6.60000000
3866,TAMARINDO,2012,ENERO,23.70000000,30.60000000,17.10000000
3867,VICHAYAL,2012,ENERO,23.20000000,29.80000000,16.90000000
3868,CHULUCANAS,2012,ENERO,11.20000000,21.40000000,1.00000000
3869,BUENOS AIRES,2012,ENERO,13.90000000,20.80000000,7.20000000
3870,CHALACO,2012,ENERO,12.10000000,22.30000000,2.00000000
3871,LA MATANZA,2012,ENERO,14.60000000,23.80000000,5.60000000
3872,MORROPON,2012,ENERO,23.70000000,30.70000000,17.00000000
3873,SALITRAL,2012,ENERO,13.70000000,21.50000000,6.10000000
3874,SAN JUAN DE BIGOTE,2012,ENERO,16.70000000,24.90000000,8.60000000
3875,SANTA CATALINA DE MOSSA,2012,ENERO,10.80000000,18.30000000,3.20000000
3876,SANTO DOMINGO,2012,ENERO,15.90000000,25.00000000,7.00000000
3877,YAMANGO,2012,ENERO,18.70000000,27.90000000,10.00000000
3878,HUANCABAMBA,2012,ENERO,21.10000000,30.40000000,12.10000000
3879,CANCHAQUE,2012,ENERO,15.80000000,23.90000000,7.80000000
3880,EL CARMEN DE LA FRONTERA,2012,ENERO,21.60000000,28.70000000,14.90000000
3881,HUARMACA,2012,ENERO,15.10000000,23.00000000,7.40000000
3882,LALAQUIZ,2012,ENERO,15.00000000,23.40000000,6.70000000
3883,SAN MIGUEL DE EL FAIQUE,2012,ENERO,24.10000000,29.00000000,19.60000000
3884,SONDOR,2012,ENERO,17.50000000,24.40000000,10.80000000
3885,SONDORILLO,2012,ENERO,19.40000000,29.40000000,9.60000000
3886,AYABACA,2012,ENERO,15.20000000,25.10000000,5.40000000
3887,FRIAS,2012,ENERO,21.40000000,26.90000000,16.10000000
3888,JILILI,2012,ENERO,18.30000000,24.40000000,12.50000000
3889,LAGUNAS,2012,ENERO,11.40000000,20.90000000,2.10000000
3890,MONTERO,2012,ENERO,18.80000000,23.80000000,14.10000000
3891,PACAIPAMPA,2012,ENERO,22.80000000,28.70000000,17.20000000
3892,PAIMAS,2012,ENERO,12.20000000,22.30000000,2.30000000
3893,SAPILLICA,2012,ENERO,16.60000000,24.80000000,8.60000000
3894,PAITA,2012,FEBRERO,14.00000000,21.20000000,6.40000000
3895,AMOTAPE,2012,FEBRERO,13.40000000,19.80000000,6.50000000
3896,COLAN,2012,FEBRERO,17.20000000,23.70000000,10.20000000
3897,EL ARENAL,2012,FEBRERO,25.20000000,30.20000000,19.60000000
3898,LA HUACA,2012,FEBRERO,15.50000000,21.90000000,8.60000000
3899,TAMARINDO,2012,FEBRERO,23.80000000,29.20000000,17.80000000
3900,VICHAYAL,2012,FEBRERO,23.60000000,28.60000000,18.00000000
3901,CHULUCANAS,2012,FEBRERO,12.30000000,20.80000000,3.40000000
3902,BUENOS AIRES,2012,FEBRERO,15.10000000,20.60000000,9.30000000
3903,CHALACO,2012,FEBRERO,13.10000000,22.10000000,3.70000000
3904,LA MATANZA,2012,FEBRERO,15.90000000,22.40000000,8.90000000
3905,MORROPON,2012,FEBRERO,24.00000000,29.90000000,17.50000000
3906,SALITRAL,2012,FEBRERO,14.80000000,21.00000000,8.20000000
3907,SAN JUAN DE BIGOTE,2012,FEBRERO,17.70000000,23.90000000,11.00000000
3908,SANTA CATALINA DE MOSSA,2012,FEBRERO,12.40000000,18.80000000,5.70000000
3909,SANTO DOMINGO,2012,FEBRERO,16.70000000,23.80000000,9.00000000
3910,YAMANGO,2012,FEBRERO,20.30000000,27.40000000,12.60000000
3911,HUANCABAMBA,2012,FEBRERO,21.50000000,28.40000000,14.00000000
3912,CANCHAQUE,2012,FEBRERO,16.20000000,21.50000000,10.50000000
3913,EL CARMEN DE LA FRONTERA,2012,FEBRERO,23.30000000,29.20000000,16.80000000
3914,HUARMACA,2012,FEBRERO,16.20000000,22.70000000,9.20000000
3915,LALAQUIZ,2012,FEBRERO,16.70000000,23.00000000,9.90000000
3916,SAN MIGUEL DE EL FAIQUE,2012,FEBRERO,24.30000000,29.20000000,18.90000000
3917,SONDOR,2012,FEBRERO,19.00000000,24.00000000,13.60000000
3918,SONDORILLO,2012,FEBRERO,19.50000000,28.10000000,10.40000000
3919,AYABACA,2012,FEBRERO,14.80000000,23.40000000,5.60000000
3920,FRIAS,2012,FEBRERO,24.00000000,27.50000000,19.90000000
3921,JILILI,2012,FEBRERO,18.70000000,23.20000000,13.80000000
3922,LAGUNAS,2012,FEBRERO,13.10000000,20.70000000,5.10000000
3923,MONTERO,2012,FEBRERO,20.10000000,24.20000000,15.40000000
3924,PACAIPAMPA,2012,FEBRERO,24.30000000,29.60000000,18.50000000
3925,PAIMAS,2012,FEBRERO,13.30000000,20.80000000,5.50000000
3926,SAPILLICA,2012,FEBRERO,17.30000000,24.00000000,10.10000000
3927,PAITA,2012,MARZO,17.70000000,28.10000000,7.90000000
3928,AMOTAPE,2012,MARZO,14.10000000,21.80000000,6.80000000
3929,COLAN,2012,MARZO,18.70000000,26.40000000,11.50000000
3930,EL ARENAL,2012,MARZO,26.90000000,33.70000000,20.50000000
3931,LA HUACA,2012,MARZO,20.70000000,29.30000000,12.50000000
3932,TAMARINDO,2012,MARZO,24.20000000,31.20000000,17.80000000
3933,VICHAYAL,2012,MARZO,24.40000000,31.50000000,17.90000000
3934,CHULUCANAS,2012,MARZO,15.30000000,25.70000000,5.40000000
3935,BUENOS AIRES,2012,MARZO,17.50000000,25.30000000,10.00000000
3936,CHALACO,2012,MARZO,16.40000000,27.50000000,5.90000000
3937,LA MATANZA,2012,MARZO,18.30000000,28.10000000,9.10000000
3938,MORROPON,2012,MARZO,25.70000000,33.30000000,18.50000000
3939,SALITRAL,2012,MARZO,17.10000000,26.00000000,8.60000000
3940,SAN JUAN DE BIGOTE,2012,MARZO,19.90000000,29.50000000,11.00000000
3941,SANTA CATALINA DE MOSSA,2012,MARZO,14.30000000,23.10000000,6.00000000
3942,SANTO DOMINGO,2012,MARZO,19.70000000,29.70000000,10.40000000
3943,YAMANGO,2012,MARZO,22.10000000,31.50000000,13.10000000
3944,HUANCABAMBA,2012,MARZO,23.00000000,32.50000000,14.00000000
3945,CANCHAQUE,2012,MARZO,20.90000000,28.60000000,13.60000000
3946,EL CARMEN DE LA FRONTERA,2012,MARZO,24.50000000,32.30000000,17.20000000
3947,HUARMACA,2012,MARZO,17.90000000,26.20000000,10.00000000
3948,LALAQUIZ,2012,MARZO,19.40000000,28.70000000,10.70000000
3949,SAN MIGUEL DE EL FAIQUE,2012,MARZO,26.30000000,31.70000000,21.20000000
3950,SONDOR,2012,MARZO,22.10000000,29.60000000,15.10000000
3951,SONDORILLO,2012,MARZO,20.80000000,31.40000000,10.70000000
3952,AYABACA,2012,MARZO,17.10000000,27.60000000,7.00000000
3953,FRIAS,2012,MARZO,26.20000000,32.20000000,20.70000000
3954,JILILI,2012,MARZO,22.90000000,29.20000000,17.00000000
3955,LAGUNAS,2012,MARZO,14.70000000,25.10000000,4.90000000
3956,MONTERO,2012,MARZO,22.60000000,28.50000000,17.10000000
3957,PACAIPAMPA,2012,MARZO,26.00000000,33.50000000,18.90000000
3958,PAIMAS,2012,MARZO,16.80000000,33.50000000,6.90000000
3959,SAPILLICA,2012,MARZO,19.90000000,27.50000000,11.60000000
3960,PAITA,2012,ABRIL,18.50000000,28.90000000,8.10000000
3961,AMOTAPE,2012,ABRIL,17.60000000,24.80000000,10.30000000
3962,COLAN,2012,ABRIL,21.10000000,28.30000000,13.70000000
3963,EL ARENAL,2012,ABRIL,28.20000000,35.00000000,21.30000000
3964,LA HUACA,2012,ABRIL,24.30000000,31.00000000,17.40000000
3965,TAMARINDO,2012,ABRIL,20.40000000,30.00000000,10.60000000
3966,VICHAYAL,2012,ABRIL,23.50000000,30.30000000,16.50000000
3967,CHULUCANAS,2012,ABRIL,25.10000000,33.00000000,17.10000000
3968,BUENOS AIRES,2012,ABRIL,17.90000000,24.60000000,11.00000000
3969,CHALACO,2012,ABRIL,19.90000000,30.30000000,9.30000000
3970,LA MATANZA,2012,ABRIL,22.50000000,32.60000000,10.20000000
3971,MORROPON,2012,ABRIL,25.50000000,30.40000000,14.30000000
3972,SALITRAL,2012,ABRIL,18.80000000,27.30000000,10.00000000
3973,SAN JUAN DE BIGOTE,2012,ABRIL,20.90000000,30.60000000,11.20000000
3974,SANTA CATALINA DE MOSSA,2012,ABRIL,14.80000000,22.80000000,6.50000000
3975,SANTO DOMINGO,2012,ABRIL,20.50000000,30.50000000,10.40000000
3976,YAMANGO,2012,ABRIL,23.10000000,31.90000000,13.80000000
3977,HUANCABAMBA,2012,ABRIL,23.90000000,32.90000000,14.60000000
3978,CANCHAQUE,2012,ABRIL,24.40000000,31.70000000,16.90000000
3979,EL CARMEN DE LA FRONTERA,2012,ABRIL,25.20000000,32.50000000,17.50000000
3980,HUARMACA,2012,ABRIL,18.70000000,26.70000000,10.50000000
3981,LALAQUIZ,2012,ABRIL,20.70000000,29.60000000,11.80000000
3982,SAN MIGUEL DE EL FAIQUE,2012,ABRIL,27.20000000,32.10000000,22.20000000
3983,SONDOR,2012,ABRIL,23.60000000,33.20000000,13.80000000
3984,SONDORILLO,2012,ABRIL,24.20000000,31.80000000,16.50000000
3985,AYABACA,2012,ABRIL,21.70000000,31.80000000,11.30000000
3986,FRIAS,2012,ABRIL,24.00000000,29.70000000,18.10000000
3987,JILILI,2012,ABRIL,25.80000000,31.50000000,19.80000000
3988,LAGUNAS,2012,ABRIL,14.80000000,24.30000000,5.50000000
3989,MONTERO,2012,ABRIL,24.20000000,30.00000000,18.20000000
3990,PACAIPAMPA,2012,ABRIL,26.80000000,33.40000000,20.10000000
3991,PAIMAS,2012,ABRIL,18.20000000,28.60000000,7.50000000
3992,SAPILLICA,2012,ABRIL,22.50000000,30.80000000,14.00000000
3993,PAITA,2012,MAYO,21.50000000,31.40000000,11.80000000
3994,AMOTAPE,2012,MAYO,22.00000000,30.60000000,13.60000000
3995,COLAN,2012,MAYO,24.00000000,31.80000000,16.40000000
3996,EL ARENAL,2012,MAYO,29.50000000,35.90000000,23.30000000
3997,LA HUACA,2012,MAYO,26.50000000,34.10000000,19.00000000
3998,TAMARINDO,2012,MAYO,26.70000000,32.80000000,20.70000000
3999,VICHAYAL,2012,MAYO,26.20000000,32.20000000,20.40000000
4000,CHULUCANAS,2012,MAYO,23.30000000,32.60000000,14.00000000
4001,BUENOS AIRES,2012,MAYO,19.00000000,26.30000000,11.90000000
4002,CHALACO,2012,MAYO,22.10000000,31.90000000,12.40000000
4003,LA MATANZA,2012,MAYO,22.40000000,31.50000000,13.40000000
4004,MORROPON,2012,MAYO,27.40000000,33.50000000,21.40000000
4005,SALITRAL,2012,MAYO,20.30000000,28.70000000,12.00000000
4006,SAN JUAN DE BIGOTE,2012,MAYO,24.00000000,33.00000000,15.20000000
4007,SANTA CATALINA DE MOSSA,2012,MAYO,16.80000000,24.70000000,8.80000000
4008,SANTO DOMINGO,2012,MAYO,23.40000000,32.10000000,14.60000000
4009,YAMANGO,2012,MAYO,24.20000000,32.10000000,16.30000000
4010,HUANCABAMBA,2012,MAYO,27.50000000,35.50000000,19.70000000
4011,CANCHAQUE,2012,MAYO,26.30000000,33.70000000,18.90000000
4012,EL CARMEN DE LA FRONTERA,2012,MAYO,26.80000000,33.50000000,20.30000000
4013,HUARMACA,2012,MAYO,20.00000000,27.90000000,12.20000000
4014,LALAQUIZ,2012,MAYO,23.00000000,31.70000000,14.30000000
4015,SAN MIGUEL DE EL FAIQUE,2012,MAYO,28.40000000,32.90000000,23.90000000
4016,SONDOR,2012,MAYO,26.50000000,34.00000000,19.10000000
4017,SONDORILLO,2012,MAYO,27.80000000,36.80000000,18.80000000
4018,AYABACA,2012,MAYO,26.00000000,36.30000000,15.70000000
4019,FRIAS,2012,MAYO,28.50000000,33.90000000,23.20000000
4020,JILILI,2012,MAYO,27.90000000,34.00000000,21.90000000
4021,LAGUNAS,2012,MAYO,17.00000000,26.50000000,7.70000000
4022,MONTERO,2012,MAYO,25.60000000,31.40000000,20.00000000
4023,PACAIPAMPA,2012,MAYO,28.40000000,34.90000000,22.00000000
4024,PAIMAS,2012,MAYO,21.00000000,31.00000000,11.00000000
4025,SAPILLICA,2012,MAYO,24.80000000,33.00000000,16.70000000
4026,PAITA,2012,JUNIO,21.60000000,30.20000000,13.20000000
4027,AMOTAPE,2012,JUNIO,23.90000000,31.30000000,16.60000000
4028,COLAN,2012,JUNIO,26.30000000,33.00000000,19.60000000
4029,EL ARENAL,2012,JUNIO,27.70000000,32.80000000,22.90000000
4030,LA HUACA,2012,JUNIO,26.50000000,36.20000000,21.60000000
4031,TAMARINDO,2012,JUNIO,26.60000000,31.40000000,22.10000000
4032,VICHAYAL,2012,JUNIO,25.30000000,30.30000000,20.40000000
4033,CHULUCANAS,2012,JUNIO,26.50000000,35.20000000,18.00000000
4034,BUENOS AIRES,2012,JUNIO,18.80000000,24.70000000,13.10000000
4035,CHALACO,2012,JUNIO,23.60000000,32.50000000,14.90000000
4036,LA MATANZA,2012,JUNIO,22.00000000,29.50000000,14.60000000
4037,MORROPON,2012,JUNIO,26.00000000,31.20000000,21.00000000
4038,SALITRAL,2012,JUNIO,20.40000000,27.20000000,13.70000000
4039,SAN JUAN DE BIGOTE,2012,JUNIO,23.30000000,30.60000000,16.10000000
4040,SANTA CATALINA DE MOSSA,2012,JUNIO,16.30000000,22.60000000,10.10000000
4041,SANTO DOMINGO,2012,JUNIO,22.10000000,29.30000000,15.20000000
4042,YAMANGO,2012,JUNIO,22.90000000,29.80000000,16.50000000
4043,HUANCABAMBA,2012,JUNIO,28.00000000,33.90000000,22.20000000
4044,CANCHAQUE,2012,JUNIO,27.70000000,35.00000000,20.50000000
4045,EL CARMEN DE LA FRONTERA,2012,JUNIO,25.50000000,31.00000000,20.30000000
4046,HUARMACA,2012,JUNIO,19.30000000,26.00000000,12.80000000
4047,LALAQUIZ,2012,JUNIO,21.30000000,28.00000000,14.60000000
4048,SAN MIGUEL DE EL FAIQUE,2012,JUNIO,28.10000000,32.20000000,24.30000000
4049,SONDOR,2012,JUNIO,26.70000000,33.60000000,20.10000000
4050,SONDORILLO,2012,JUNIO,29.80000000,36.40000000,23.40000000
4051,AYABACA,2012,JUNIO,29.70000000,38.60000000,21.00000000
4052,FRIAS,2012,JUNIO,27.50000000,32.20000000,23.00000000
4053,JILILI,2012,JUNIO,29.10000000,35.20000000,23.20000000
4054,LAGUNAS,2012,JUNIO,16.70000000,23.60000000,10.00000000
4055,MONTERO,2012,JUNIO,25.30000000,30.70000000,20.20000000
4056,PACAIPAMPA,2012,JUNIO,27.60000000,33.00000000,22.40000000
4057,PAIMAS,2012,JUNIO,21.10000000,29.60000000,12.70000000
4058,SAPILLICA,2012,JUNIO,26.00000000,33.10000000,19.10000000
4059,PAITA,2012,JULIO,19.70000000,26.50000000,12.80000000
4060,AMOTAPE,2012,JULIO,24.50000000,31.10000000,17.60000000
4061,COLAN,2012,JULIO,28.60000000,34.60000000,22.40000000
4062,EL ARENAL,2012,JULIO,27.90000000,33.20000000,22.30000000
4063,LA HUACA,2012,JULIO,28.30000000,35.10000000,21.20000000
4064,TAMARINDO,2012,JULIO,27.80000000,32.70000000,22.70000000
4065,VICHAYAL,2012,JULIO,25.30000000,30.80000000,19.70000000
4066,CHULUCANAS,2012,JULIO,24.10000000,30.60000000,17.50000000
4067,BUENOS AIRES,2012,JULIO,17.66000000,23.00000000,12.30000000
4068,CHALACO,2012,JULIO,22.20000000,29.40000000,14.80000000
4069,LA MATANZA,2012,JULIO,20.40000000,26.60000000,14.20000000
4070,MORROPON,2012,JULIO,25.90000000,31.40000000,20.30000000
4071,SALITRAL,2012,JULIO,19.30000000,25.00000000,13.50000000
4072,SAN JUAN DE BIGOTE,2012,JULIO,22.10000000,28.20000000,15.80000000
4073,SANTA CATALINA DE MOSSA,2012,JULIO,16.20000000,21.80000000,10.40000000
4074,SANTO DOMINGO,2012,JULIO,21.10000000,27.10000000,14.90000000
4075,YAMANGO,2012,JULIO,21.60000000,27.80000000,15.00000000
4076,HUANCABAMBA,2012,JULIO,26.00000000,33.20000000,22.20000000
4077,CANCHAQUE,2012,JULIO,27.80000000,34.60000000,20.80000000
4078,EL CARMEN DE LA FRONTERA,2012,JULIO,26.00000000,31.50000000,20.20000000
4079,HUARMACA,2012,JULIO,18.70000000,25.00000000,12.30000000
4080,LALAQUIZ,2012,JULIO,19.90000000,25.90000000,13.90000000
4081,SAN MIGUEL DE EL FAIQUE,2012,JULIO,28.60000000,33.90000000,23.90000000
4082,SONDOR,2012,JULIO,25.90000000,31.60000000,20.00000000
4083,SONDORILLO,2012,JULIO,29.50000000,35.40000000,23.40000000
4084,AYABACA,2012,JULIO,29.20000000,35.60000000,22.50000000
4085,FRIAS,2012,JULIO,29.20000000,32.60000000,22.50000000
4086,JILILI,2012,JULIO,28.70000000,34.20000000,23.00000000
4087,LAGUNAS,2012,JULIO,15.70000000,22.30000000,9.00000000
4088,MONTERO,2012,JULIO,24.50000000,29.40000000,19.50000000
4089,PACAIPAMPA,2012,JULIO,27.40000000,33.10000000,21.50000000
4090,PAIMAS,2012,JULIO,19.80000000,26.50000000,12.90000000
4091,SAPILLICA,2012,JULIO,25.40000000,31.50000000,19.10000000
4092,PAITA,2012,AGOSTO,20.00000000,27.20000000,13.00000000
4093,AMOTAPE,2012,AGOSTO,27.90000000,34.40000000,21.50000000
4094,COLAN,2012,AGOSTO,27.70000000,35.50000000,22.30000000
4095,EL ARENAL,2012,AGOSTO,27.70000000,33.50000000,22.30000000
4096,LA HUACA,2012,AGOSTO,29.50000000,36.90000000,22.20000000
4097,TAMARINDO,2012,AGOSTO,27.50000000,32.60000000,22.50000000
4098,VICHAYAL,2012,AGOSTO,25.40000000,30.70000000,20.20000000
4099,CHULUCANAS,2012,AGOSTO,24.80000000,32.10000000,17.70000000
4100,BUENOS AIRES,2012,AGOSTO,18.10000000,23.10000000,13.40000000
4101,CHALACO,2012,AGOSTO,22.20000000,29.90000000,14.60000000
4102,LA MATANZA,2012,AGOSTO,20.50000000,27.00000000,14.10000000
4103,MORROPON,2012,AGOSTO,25.80000000,31.20000000,20.40000000
4104,SALITRAL,2012,AGOSTO,20.10000000,26.00000000,14.30000000
4105,SAN JUAN DE BIGOTE,2012,AGOSTO,22.20000000,28.40000000,16.10000000
4106,SANTA CATALINA DE MOSSA,2012,AGOSTO,16.40000000,22.20000000,10.80000000
4107,SANTO DOMINGO,2012,AGOSTO,20.60000000,26.80000000,14.40000000
4108,YAMANGO,2012,AGOSTO,22.20000000,28.10000000,15.70000000
4109,HUANCABAMBA,2012,AGOSTO,27.80000000,33.30000000,22.40000000
4110,CANCHAQUE,2012,AGOSTO,28.50000000,36.00000000,21.10000000
4111,EL CARMEN DE LA FRONTERA,2012,AGOSTO,25.80000000,31.30000000,20.40000000
4112,HUARMACA,2012,AGOSTO,19.00000000,25.10000000,13.00000000
4113,LALAQUIZ,2012,AGOSTO,20.10000000,26.30000000,14.00000000
4114,SAN MIGUEL DE EL FAIQUE,2012,AGOSTO,29.10000000,33.90000000,24.30000000
4115,SONDOR,2012,AGOSTO,26.10000000,32.30000000,20.00000000
4116,SONDORILLO,2012,AGOSTO,29.50000000,35.30000000,23.70000000
4117,AYABACA,2012,AGOSTO,29.70000000,36.60000000,22.80000000
4118,FRIAS,2012,AGOSTO,28.00000000,32.70000000,23.40000000
4119,JILILI,2012,AGOSTO,29.50000000,35.50000000,23.60000000
4120,LAGUNAS,2012,AGOSTO,15.70000000,22.20000000,9.50000000
4121,MONTERO,2012,AGOSTO,24.80000000,29.90000000,19.80000000
4122,PACAIPAMPA,2012,AGOSTO,27.90000000,33.50000000,22.50000000
4123,PAIMAS,2012,AGOSTO,19.80000000,26.90000000,12.90000000
4124,SAPILLICA,2012,AGOSTO,25.90000000,32.30000000,19.60000000
4125,PAITA,2012,SEPTIEMBRE,19.00000000,26.40000000,11.70000000
4126,AMOTAPE,2012,SEPTIEMBRE,26.20000000,33.10000000,19.30000000
4127,COLAN,2012,SEPTIEMBRE,28.90000000,34.10000000,23.70000000
4128,EL ARENAL,2012,SEPTIEMBRE,26.70000000,32.10000000,21.40000000
4129,LA HUACA,2012,SEPTIEMBRE,26.10000000,33.00000000,19.30000000
4130,TAMARINDO,2012,SEPTIEMBRE,27.30000000,32.00000000,22.70000000
4131,VICHAYAL,2012,SEPTIEMBRE,25.10000000,30.40000000,19.80000000
4132,CHULUCANAS,2012,SEPTIEMBRE,21.80000000,29.20000000,14.50000000
4133,BUENOS AIRES,2012,SEPTIEMBRE,17.50000000,23.30000000,11.80000000
4134,CHALACO,2012,SEPTIEMBRE,20.10000000,27.70000000,12.50000000
4135,LA MATANZA,2012,SEPTIEMBRE,19.90000000,26.90000000,13.10000000
4136,MORROPON,2012,SEPTIEMBRE,25.30000000,30.60000000,20.10000000
4137,SALITRAL,2012,SEPTIEMBRE,19.00000000,25.20000000,12.80000000
4138,SAN JUAN DE BIGOTE,2012,SEPTIEMBRE,21.10000000,27.30000000,14.80000000
4139,SANTA CATALINA DE MOSSA,2012,SEPTIEMBRE,16.90000000,23.00000000,10.90000000
4140,SANTO DOMINGO,2012,SEPTIEMBRE,20.80000000,27.40000000,14.40000000
4141,YAMANGO,2012,SEPTIEMBRE,21.90000000,28.20000000,15.00000000
4142,HUANCABAMBA,2012,SEPTIEMBRE,27.50000000,32.90000000,22.20000000
4143,CANCHAQUE,2012,SEPTIEMBRE,26.10000000,33.00000000,19.40000000
4144,EL CARMEN DE LA FRONTERA,2012,SEPTIEMBRE,25.80000000,31.30000000,20.50000000
4145,HUARMACA,2012,SEPTIEMBRE,18.80000000,25.20000000,12.50000000
4146,LALAQUIZ,2012,SEPTIEMBRE,20.00000000,26.80000000,13.40000000
4147,SAN MIGUEL DE EL FAIQUE,2012,SEPTIEMBRE,28.60000000,33.50000000,23.80000000
4148,SONDOR,2012,SEPTIEMBRE,25.20000000,31.00000000,19.40000000
4149,SONDORILLO,2012,SEPTIEMBRE,28.70000000,34.60000000,22.90000000
4150,AYABACA,2012,SEPTIEMBRE,27.50000000,34.60000000,20.50000000
4151,FRIAS,2012,SEPTIEMBRE,27.50000000,32.50000000,22.50000000
4152,JILILI,2012,SEPTIEMBRE,27.90000000,33.80000000,22.10000000
4153,LAGUNAS,2012,SEPTIEMBRE,15.90000000,22.80000000,9.10000000
4154,MONTERO,2012,SEPTIEMBRE,24.40000000,29.40000000,19.60000000
