ENTIDAD,Mes,Precipitacion,Ano
MORROPÓN,2,22.8,2007
SALITRAL,2,0.9,2007
SAN JUAN DE BIGOTES,2,48.8,2007
SANTA CATALINA DE MOSSA,2,7.9,2007
LA MATANZA,2,13.3,2007
SANTO DOMINGO,2,12.4,2007
MONTERO,2,2.4,2007
HUANCABAMBA,2,1.4,2007
CANCHAQUE,2,16,2007
CARMEN DE LA FRONTERA,2,26.6,2007
HUARMACA,2,44.4,2007
LALAQUIZ,2,20.5,2007
SAN MIGUEL DEL FAIQUE,2,102.8,2007
SAPILLICA,2,61.9,2007
SONDOR,2,0.3,2007
SONDORILLO,2,0.2,2007
AYABACA,2,127.3,2007
FRIAS,2,37.1,2007
JILILÍ,2,18.1,2007
LAGUNAS,2,73.9,2007
PACAIPAMPA,2,73.9,2007
PAIMAS,2,3.4,2007
PAITA,3,0,2007
AMOTAPE,3,3.4,2007
COLÁN,3,0,2007
EL ARENAL,3,9.6,2007
CHULUCANAS,3,28.9,2007
BUENOS AIRES,3,0,2007
LA HUACA,3,33.4,2007
TAMARINDO,3,3.4,2007
VICHAYAL,3,18.9,2007
CHALACO,3,0,2007
MORROPÓN,3,2.4,2007
SALITRAL,3,0.2,2007
SAN JUAN DE BIGOTES,3,20.1,2007
SANTA CATALINA DE MOSSA,3,0.1,2007
LA MATANZA,3,17,2007
SANTO DOMINGO,3,3.8,2007
MONTERO,3,1.5,2007
HUANCABAMBA,3,0,2007
CANCHAQUE,3,7.6,2007
CARMEN DE LA FRONTERA,3,8.1,2007
HUARMACA,3,21.9,2007
LALAQUIZ,3,7.2,2007
SAN MIGUEL DEL FAIQUE,3,24.1,2007
SAPILLICA,3,16.1,2007
SONDOR,3,0.1,2007
SONDORILLO,3,5,2007
AYABACA,3,55.8,2007
FRIAS,3,21.9,2007
JILILÍ,3,6.9,2007
LAGUNAS,3,18.5,2007
PACAIPAMPA,3,26.2,2007
PAIMAS,3,0.2,2007
PAITA,4,1.3,2007
AMOTAPE,4,5.6,2007
COLÁN,4,0,2007
EL ARENAL,4,16.9,2007
CHULUCANAS,4,21.8,2007
BUENOS AIRES,4,0,2007
LA HUACA,4,58.5,2007
TAMARINDO,4,0.5,2007
VICHAYAL,4,22.8,2007
CHALACO,4,0.2,2007
MORROPÓN,4,8.8,2007
SALITRAL,4,16.4,2007
SAN JUAN DE BIGOTES,4,33.5,2007
SANTA CATALINA DE MOSSA,4,1.9,2007
LA MATANZA,4,28.5,2007
SANTO DOMINGO,4,7.4,2007
MONTERO,4,5.3,2007
HUANCABAMBA,4,0,2007
CANCHAQUE,4,43.9,2007
CARMEN DE LA FRONTERA,4,29.4,2007
HUARMACA,4,49.6,2007
LALAQUIZ,4,39.9,2007
SAN MIGUEL DEL FAIQUE,4,13.7,2007
SAPILLICA,4,50.6,2007
SONDOR,4,0,2007
SONDORILLO,4,0.3,2007
AYABACA,4,31.3,2007
FRIAS,4,32.2,2007
JILILÍ,4,38.7,2007
LAGUNAS,4,41.7,2007
PACAIPAMPA,4,12.2,2007
PAIMAS,4,2.2,2007
PAITA,5,9.3,2007
AMOTAPE,5,0.6,2007
COLÁN,5,0,2007
EL ARENAL,5,23.9,2007
CHULUCANAS,5,97.7,2007
BUENOS AIRES,5,0,2007
LA HUACA,5,148,2007
TAMARINDO,5,11.8,2007
VICHAYAL,5,58.5,2007
CHALACO,5,2.8,2007
MORROPÓN,5,22.4,2007
SALITRAL,5,41.9,2007
SAN JUAN DE BIGOTES,5,44.8,2007
SANTA CATALINA DE MOSSA,5,2.6,2007
LA MATANZA,5,55.7,2007
SANTO DOMINGO,5,19.6,2007
MONTERO,5,37.5,2007
HUANCABAMBA,5,0.1,2007
CANCHAQUE,5,130.3,2007
CARMEN DE LA FRONTERA,5,52.3,2007
HUARMACA,5,75,2007
LALAQUIZ,5,25.8,2007
SAN MIGUEL DEL FAIQUE,5,117,2007
SAPILLICA,5,70.3,2007
SONDOR,5,0,2007
SONDORILLO,5,0.5,2007
AYABACA,5,29,2007
FRIAS,5,71,2007
JILILÍ,5,76.9,2007
LAGUNAS,5,40.3,2007
PACAIPAMPA,5,88,2007
PAIMAS,5,3.1,2007
PAITA,6,247.5,2007
AMOTAPE,6,0,2007
COLÁN,6,0,2007
EL ARENAL,6,112.9,2007
CHULUCANAS,6,85.5,2007
BUENOS AIRES,6,69.9,2007
LA HUACA,6,256.6,2007
TAMARINDO,6,47.3,2007
VICHAYAL,6,98.8,2007
CHALACO,6,107.5,2007
MORROPÓN,6,180.9,2007
SALITRAL,6,132.6,2007
SAN JUAN DE BIGOTES,6,94.1,2007
SANTA CATALINA DE MOSSA,6,191.9,2007
LA MATANZA,6,125,2007
SANTO DOMINGO,6,136,2007
MONTERO,6,190.2,2007
HUANCABAMBA,6,121.3,2007
CANCHAQUE,6,103.3,2007
CARMEN DE LA FRONTERA,6,125,2007
HUARMACA,6,130.8,2007
LALAQUIZ,6,127.8,2007
SAN MIGUEL DEL FAIQUE,6,94.8,2007
SAPILLICA,6,163.1,2007
SONDOR,6,39.2,2007
SONDORILLO,6,12.4,2007
AYABACA,6,87.5,2007
FRIAS,6,135.9,2007
JILILÍ,6,112.1,2007
LAGUNAS,6,105.5,2007
PACAIPAMPA,6,76.7,2007
PAIMAS,6,175.7,2007
PAITA,7,161.7,2007
AMOTAPE,7,0,2007
COLÁN,7,82.2,2007
EL ARENAL,7,119.7,2007
CHULUCANAS,7,132.4,2007
BUENOS AIRES,7,273.7,2007
LA HUACA,7,279.3,2007
TAMARINDO,7,117.2,2007
VICHAYAL,7,191,2007
CHALACO,7,138.5,2007
MORROPÓN,7,258.2,2007
SALITRAL,7,242.4,2007
SAN JUAN DE BIGOTES,7,127.5,2007
SANTA CATALINA DE MOSSA,7,242.5,2007
LA MATANZA,7,206.8,2007
SANTO DOMINGO,7,188.5,2007
MONTERO,7,188.3,2007
HUANCABAMBA,7,296.3,2007
CANCHAQUE,7,114.6,2007
CARMEN DE LA FRONTERA,7,267.6,2007
HUARMACA,7,190.5,2007
LALAQUIZ,7,187.4,2007
SAN MIGUEL DEL FAIQUE,7,39.1,2007
SAPILLICA,7,182.3,2007
SONDOR,7,146.8,2007
SONDORILLO,7,103.8,2007
AYABACA,7,105.5,2007
FRIAS,7,236.2,2007
JILILÍ,7,135.3,2007
LAGUNAS,7,131.6,2007
PACAIPAMPA,7,102.3,2007
PAIMAS,7,102.3,2007
PAITA,8,57.6,2007
AMOTAPE,8,0,2007
COLÁN,8,49.4,2007
EL ARENAL,8,325.1,2007
CHULUCANAS,8,25.9,2007
BUENOS AIRES,8,329.8,2007
LA HUACA,8,459.1,2007
TAMARINDO,8,120.5,2007
VICHAYAL,8,196.9,2007
CHALACO,8,67.6,2007
MORROPÓN,8,137.6,2007
SALITRAL,8,416.3,2007
SAN JUAN DE BIGOTES,8,241.1,2007
SANTA CATALINA DE MOSSA,8,171.5,2007
LA MATANZA,8,184.3,2007
SANTO DOMINGO,8,235.1,2007
MONTERO,8,175.5,2007
HUANCABAMBA,8,370.1,2007
CANCHAQUE,8,122.1,2007
CARMEN DE LA FRONTERA,8,306.1,2007
HUARMACA,8,365.2,2007
LALAQUIZ,8,100.9,2007
SAN MIGUEL DEL FAIQUE,8,198.9,2007
SAPILLICA,8,336.9,2007
SONDOR,8,192.5,2007
SONDORILLO,8,88.9,2007
AYABACA,8,469.2,2007
FRIAS,8,219.3,2007
JILILÍ,8,139.9,2007
LAGUNAS,8,346.1,2007
PACAIPAMPA,8,208.9,2007
PAIMAS,8,60.1,2007
PAITA,9,56.6,2007
AMOTAPE,9,1.5,2007
COLÁN,9,122.3,2007
EL ARENAL,9,221.5,2007
CHULUCANAS,9,60,2007
BUENOS AIRES,9,203.8,2007
LA HUACA,9,368.3,2007
TAMARINDO,9,75,2007
VICHAYAL,9,193.7,2007
CHALACO,9,83.8,2007
MORROPÓN,9,120.9,2007
SALITRAL,9,194.9,2007
SAN JUAN DE BIGOTES,9,137.7,2007
SANTA CATALINA DE MOSSA,9,153.5,2007
LA MATANZA,9,163.9,2007
SANTO DOMINGO,9,151.5,2007
MONTERO,9,119.8,2007
HUANCABAMBA,9,192.5,2007
CANCHAQUE,9,105.2,2007
CARMEN DE LA FRONTERA,9,190,2007
HUARMACA,9,310.4,2007
LALAQUIZ,9,86.5,2007
SAN MIGUEL DEL FAIQUE,9,107,2007
SAPILLICA,9,233.1,2007
SONDOR,9,171.3,2007
SONDORILLO,9,157,2007
AYABACA,9,313.7,2007
FRIAS,9,149.3,2007
JILILÍ,9,102.7,2007
LAGUNAS,9,304.2,2007
PACAIPAMPA,9,211,2007
PAIMAS,9,55.5,2007
PAITA,10,11.5,2007
AMOTAPE,10,0.2,2007
COLÁN,10,48,2007
EL ARENAL,10,276.4,2007
CHULUCANAS,10,4.2,2007
BUENOS AIRES,10,121.7,2007
LA HUACA,10,503.2,2007
TAMARINDO,10,14,2007
VICHAYAL,10,50.9,2007
CHALACO,10,12.7,2007
MORROPÓN,10,21,2007
SALITRAL,10,140.3,2007
SAN JUAN DE BIGOTES,10,94.4,2007
SANTA CATALINA DE MOSSA,10,37,2007
LA MATANZA,10,65.9,2007
SANTO DOMINGO,10,40.8,2007
MONTERO,10,48.9,2007
HUANCABAMBA,10,48.9,2007
CANCHAQUE,10,15.8,2007
CARMEN DE LA FRONTERA,10,115.3,2007
HUARMACA,10,131.5,2007
LALAQUIZ,10,29.9,2007
SAN MIGUEL DEL FAIQUE,10,189.5,2007
SAPILLICA,10,66.7,2007
SONDOR,10,16,2007
SONDORILLO,10,1.1,2007
AYABACA,10,802.5,2007
FRIAS,10,35.1,2007
JILILÍ,10,23.8,2007
LAGUNAS,10,226.2,2007
PACAIPAMPA,10,136.8,2007
PAIMAS,10,12.1,2007
PAITA,11,2.921957038,2007
AMOTAPE,11,31.1756358,2007
COLÁN,11,0,2007
EL ARENAL,11,26.88937934,2007
CHULUCANAS,11,16.8,2007
BUENOS AIRES,11,3.170968531,2007
LA HUACA,11,41.43652811,2007
TAMARINDO,11,15.61391428,2007
VICHAYAL,11,6.621787334,2007
CHALACO,11,3.992711747,2007
MORROPÓN,11,10.00125113,2007
SALITRAL,11,2.026213975,2007
SAN JUAN DE BIGOTES,11,30.2789934,2007
SANTA CATALINA DE MOSSA,11,6.882493558,2007
LA MATANZA,11,8.804933769,2007
SANTO DOMINGO,11,8.992280065,2007
MONTERO,11,0.882360877,2007
HUANCABAMBA,11,3.37252659,2007
CANCHAQUE,11,10.84976692,2007
CARMEN DE LA FRONTERA,11,17.52711705,2007
HUARMACA,11,46.42070629,2007
LALAQUIZ,11,10.71474181,2007
SAN MIGUEL DEL FAIQUE,11,99.26991548,2007
SAPILLICA,11,22.05460698,2007
SONDOR,11,18.24175699,2007
SONDORILLO,11,28.21378075,2007
AYABACA,11,108.990809,2007
FRIAS,11,22.77781551,2007
JILILÍ,11,7.643194484,2007
LAGUNAS,11,105.8581237,2007
PACAIPAMPA,11,20.35592811,2007
PAIMAS,11,5.3,2007
PAITA,12,0.4,2007
AMOTAPE,12,21.6,2007
COLÁN,12,1.4,2007
EL ARENAL,12,9.6,2007
CHULUCANAS,12,0.8,2007
BUENOS AIRES,12,12.6,2007
LA HUACA,12,19.2,2007
TAMARINDO,12,32.6,2007
VICHAYAL,12,1.3,2007
CHALACO,12,2.2,2007
MORROPÓN,12,2.2,2007
SALITRAL,12,4.3,2007
SAN JUAN DE BIGOTES,12,9.5,2007
SANTA CATALINA DE MOSSA,12,3.2,2007
LA MATANZA,12,2.1,2007
SANTO DOMINGO,12,8.4,2007
MONTERO,12,0.7,2007
HUANCABAMBA,12,0,2007
CANCHAQUE,12,0.8,2007
CARMEN DE LA FRONTERA,12,8.3,2007
HUARMACA,12,25.5,2007
LALAQUIZ,12,1,2007
SAN MIGUEL DEL FAIQUE,12,42.7,2007
SAPILLICA,12,4.3,2007
SONDOR,12,31.7,2007
SONDORILLO,12,20.5,2007
AYABACA,12,59.4,2007
FRIAS,12,3.3,2007
JILILÍ,12,5.6,2007
LAGUNAS,12,54.9,2007
PACAIPAMPA,12,6.6,2007
PAIMAS,12,1.2,2007
PAITA,1,0,2008
AMOTAPE,1,64.1,2008
COLÁN,1,12.7,2008
EL ARENAL,1,25.2,2008
CHULUCANAS,1,5.6,2008
BUENOS AIRES,1,0,2008
LA HUACA,1,69.9,2008
TAMARINDO,1,20.2,2008
VICHAYAL,1,0.1,2008
CHALACO,1,0.3,2008
MORROPÓN,1,0.6,2008
SALITRAL,1,0,2008
SAN JUAN DE BIGOTES,1,13.3,2008
SANTA CATALINA DE MOSSA,1,0,2008
LA MATANZA,1,0.2,2008
SANTO DOMINGO,1,0.2,2008
MONTERO,1,0,2008
HUANCABAMBA,1,0,2008
CANCHAQUE,1,29.4,2008
CARMEN DE LA FRONTERA,1,28.2,2008
HUARMACA,1,35.8,2008
LALAQUIZ,1,0,2008
SAN MIGUEL DEL FAIQUE,1,62.5,2008
SAPILLICA,1,10.7,2008
SONDOR,1,0.3,2008
SONDORILLO,1,11,2008
AYABACA,1,259.7,2008
FRIAS,1,22,2008
JILILÍ,1,0.4,2008
LAGUNAS,1,50.2,2008
PACAIPAMPA,1,29.9,2008
PAIMAS,1,0,2008
PAITA,2,3.1,2008
AMOTAPE,2,35.3,2008
COLÁN,2,0,2008
EL ARENAL,2,66.3,2008
CHULUCANAS,2,0.1,2008
BUENOS AIRES,2,0,2008
LA HUACA,2,50.6,2008
TAMARINDO,2,1.4,2008
VICHAYAL,2,2.9,2008
CHALACO,2,1.2,2008
MORROPÓN,2,2.5,2008
SALITRAL,2,0,2008
SAN JUAN DE BIGOTES,2,5.5,2008
SANTA CATALINA DE MOSSA,2,0.8,2008
LA MATANZA,2,1.1,2008
SANTO DOMINGO,2,0.8,2008
MONTERO,2,0.4,2008
HUANCABAMBA,2,0,2008
CANCHAQUE,2,5.2,2008
CARMEN DE LA FRONTERA,2,5.1,2008
HUARMACA,2,17.9,2008
LALAQUIZ,2,6.3,2008
SAN MIGUEL DEL FAIQUE,2,28,2008
SAPILLICA,2,10.8,2008
SONDOR,2,1,2008
SONDORILLO,2,3.5,2008
AYABACA,2,115.8,2008
FRIAS,2,22.9,2008
JILILÍ,2,4.7,2008
LAGUNAS,2,31.6,2008
PACAIPAMPA,2,87.1,2008
PAIMAS,2,4,2008
PAITA,3,0,2008
AMOTAPE,3,0.8,2008
COLÁN,3,0.8,2008
EL ARENAL,3,28.7,2008
CHULUCANAS,3,6.5,2008
BUENOS AIRES,3,0,2008
LA HUACA,3,33.3,2008
TAMARINDO,3,2.6,2008
VICHAYAL,3,3.1,2008
CHALACO,3,0.1,2008
MORROPÓN,3,0.2,2008
SALITRAL,3,0.1,2008
SAN JUAN DE BIGOTES,3,15.9,2008
SANTA CATALINA DE MOSSA,3,0.1,2008
LA MATANZA,3,1.9,2008
SANTO DOMINGO,3,0,2008
MONTERO,3,0,2008
HUANCABAMBA,3,0.4,2008
CANCHAQUE,3,7.5,2008
CARMEN DE LA FRONTERA,3,8,2008
HUARMACA,3,12.7,2008
LALAQUIZ,3,1.4,2008
SAN MIGUEL DEL FAIQUE,3,46.1,2008
SAPILLICA,3,5.7,2008
SONDOR,3,1.6,2008
SONDORILLO,3,0.4,2008
AYABACA,3,63.9,2008
FRIAS,3,3.3,2008
JILILÍ,3,3.2,2008
LAGUNAS,3,17.9,2008
PACAIPAMPA,3,45.9,2008
PAIMAS,3,0.7,2008
PAITA,4,13.2,2008
AMOTAPE,4,0,2008
COLÁN,4,0,2008
EL ARENAL,4,54.8,2008
CHULUCANAS,4,15.5,2008
BUENOS AIRES,4,0,2008
LA HUACA,4,90.8,2008
TAMARINDO,4,0.3,2008
VICHAYAL,4,39.4,2008
CHALACO,4,2.1,2008
MORROPÓN,4,3.8,2008
SALITRAL,4,11.2,2008
SAN JUAN DE BIGOTES,4,41.6,2008
SANTA CATALINA DE MOSSA,4,5,2008
LA MATANZA,4,32.1,2008
SANTO DOMINGO,4,11.2,2008
MONTERO,4,13.9,2008
HUANCABAMBA,4,0,2008
CANCHAQUE,4,30.9,2008
CARMEN DE LA FRONTERA,4,23.2,2008
HUARMACA,4,82,2008
LALAQUIZ,4,3.4,2008
SAN MIGUEL DEL FAIQUE,4,17.4,2008
SAPILLICA,4,32.2,2008
SONDOR,4,0,2008
SONDORILLO,4,0,2008
AYABACA,4,146.3,2008
FRIAS,4,50.6,2008
JILILÍ,4,30.6,2008
LAGUNAS,4,48.2,2008
PACAIPAMPA,4,24,2008
PAIMAS,4,7.1,2008
PAITA,5,19.6,2008
AMOTAPE,5,0.7,2008
COLÁN,5,0,2008
EL ARENAL,5,126.5,2008
CHULUCANAS,5,70.8,2008
BUENOS AIRES,5,1.4,2008
LA HUACA,5,203.2,2008
TAMARINDO,5,11.5,2008
VICHAYAL,5,42.6,2008
CHALACO,5,9,2008
MORROPÓN,5,19.7,2008
SALITRAL,5,15.4,2008
SAN JUAN DE BIGOTES,5,52.6,2008
SANTA CATALINA DE MOSSA,5,7.3,2008
LA MATANZA,5,25.9,2008
SANTO DOMINGO,5,11.7,2008
MONTERO,5,40.7,2008
HUANCABAMBA,5,0.1,2008
CANCHAQUE,5,53.6,2008
CARMEN DE LA FRONTERA,5,70.3,2008
HUARMACA,5,63.6,2008
LALAQUIZ,5,23.3,2008
SAN MIGUEL DEL FAIQUE,5,91.9,2008
SAPILLICA,5,55,2008
SONDOR,5,0.1,2008
SONDORILLO,5,0.8,2008
AYABACA,5,150.2,2008
FRIAS,5,50.2,2008
JILILÍ,5,54,2008
LAGUNAS,5,72.8,2008
PACAIPAMPA,5,44.3,2008
PAIMAS,5,10.6,2008
PAITA,6,72.2,2008
AMOTAPE,6,0,2008
COLÁN,6,0,2008
EL ARENAL,6,279.2,2008
CHULUCANAS,6,20.3,2008
BUENOS AIRES,6,88.4,2008
LA HUACA,6,431.3,2008
TAMARINDO,6,30.7,2008
VICHAYAL,6,152.8,2008
CHALACO,6,35.3,2008
MORROPÓN,6,140.3,2008
SALITRAL,6,208.2,2008
SAN JUAN DE BIGOTES,6,120.5,2008
SANTA CATALINA DE MOSSA,6,186.6,2008
LA MATANZA,6,154.1,2008
SANTO DOMINGO,6,150.7,2008
MONTERO,6,259.7,2008
HUANCABAMBA,6,151,2008
CANCHAQUE,6,15.9,2008
CARMEN DE LA FRONTERA,6,415.8,2008
HUARMACA,6,312.8,2008
LALAQUIZ,6,96.3,2008
SAN MIGUEL DEL FAIQUE,6,193.7,2008
SAPILLICA,6,197,2008
SONDOR,6,16.4,2008
SONDORILLO,6,21.3,2008
AYABACA,6,308.4,2008
FRIAS,6,96.4,2008
JILILÍ,6,168.2,2008
LAGUNAS,6,308.2,2008
PACAIPAMPA,6,208.1,2008
PAIMAS,6,66.9,2008
PAITA,7,201,2008
AMOTAPE,7,1.9,2008
COLÁN,7,5.1,2008
EL ARENAL,7,104,2008
CHULUCANAS,7,74.7,2008
BUENOS AIRES,7,342.5,2008
LA HUACA,7,390,2008
TAMARINDO,7,179.6,2008
VICHAYAL,7,164,2008
CHALACO,7,166,2008
MORROPÓN,7,247.1,2008
SALITRAL,7,296.5,2008
SAN JUAN DE BIGOTES,7,168.4,2008
SANTA CATALINA DE MOSSA,7,244.5,2008
LA MATANZA,7,158.7,2008
SANTO DOMINGO,7,242.9,2008
MONTERO,7,251.5,2008
HUANCABAMBA,7,486.4,2008
CANCHAQUE,7,147.3,2008
CARMEN DE LA FRONTERA,7,393.2,2008
HUARMACA,7,266.2,2008
LALAQUIZ,7,187.3,2008
SAN MIGUEL DEL FAIQUE,7,123.1,2008
SAPILLICA,7,380.2,2008
SONDOR,7,236.2,2008
SONDORILLO,7,123.5,2008
AYABACA,7,204.2,2008
FRIAS,7,347,2008
JILILÍ,7,177.9,2008
LAGUNAS,7,249.7,2008
PACAIPAMPA,7,110.5,2008
PAIMAS,7,162.4,2008
PAITA,8,262.7,2008
AMOTAPE,8,12.6,2008
COLÁN,8,8.8,2008
EL ARENAL,8,194.3,2008
CHULUCANAS,8,208.3,2008
BUENOS AIRES,8,164.5,2008
LA HUACA,8,315.8,2008
TAMARINDO,8,163.4,2008
VICHAYAL,8,184.7,2008
CHALACO,8,232.2,2008
MORROPÓN,8,208.4,2008
SALITRAL,8,295.7,2008
SAN JUAN DE BIGOTES,8,112.7,2008
SANTA CATALINA DE MOSSA,8,212.1,2008
LA MATANZA,8,171.9,2008
SANTO DOMINGO,8,211.6,2008
MONTERO,8,221.1,2008
HUANCABAMBA,8,479.4,2008
CANCHAQUE,8,177.5,2008
CARMEN DE LA FRONTERA,8,243.6,2008
HUARMACA,8,163.3,2008
LALAQUIZ,8,213.8,2008
SAN MIGUEL DEL FAIQUE,8,44.9,2008
SAPILLICA,8,226.7,2008
SONDOR,8,258.5,2008
SONDORILLO,8,161,2008
AYABACA,8,221.7,2008
FRIAS,8,184.1,2008
JILILÍ,8,116.7,2008
LAGUNAS,8,125,2008
PACAIPAMPA,8,67.4,2008
PAIMAS,8,199.9,2008
PAITA,9,78.5,2008
AMOTAPE,9,0.1,2008
COLÁN,9,98.9,2008
EL ARENAL,9,426.7,2008
CHULUCANAS,9,45.3,2008
BUENOS AIRES,9,255,2008
LA HUACA,9,486,2008
TAMARINDO,9,103.9,2008
VICHAYAL,9,113.6,2008
CHALACO,9,161.8,2008
MORROPÓN,9,101.1,2008
SALITRAL,9,251.3,2008
SAN JUAN DE BIGOTES,9,169.2,2008
SANTA CATALINA DE MOSSA,9,168.5,2008
LA MATANZA,9,99.4,2008
SANTO DOMINGO,9,152.3,2008
MONTERO,9,201.4,2008
HUANCABAMBA,9,326.2,2008
CANCHAQUE,9,281.1,2008
CARMEN DE LA FRONTERA,9,353.2,2008
HUARMACA,9,264.6,2008
LALAQUIZ,9,106.5,2008
SAN MIGUEL DEL FAIQUE,9,128.4,2008
SAPILLICA,9,307.7,2008
SONDOR,9,190.3,2008
SONDORILLO,9,107.3,2008
AYABACA,9,649.4,2008
FRIAS,9,199.6,2008
JILILÍ,9,110.4,2008
LAGUNAS,9,387.1,2008
PACAIPAMPA,9,199.1,2008
PAIMAS,9,117.3,2008
PAITA,10,6.4,2008
AMOTAPE,10,0.2,2008
COLÁN,10,4.9,2008
EL ARENAL,10,234,2008
CHULUCANAS,10,8.9,2008
BUENOS AIRES,10,81.1,2008
LA HUACA,10,224.2,2008
TAMARINDO,10,33.9,2008
VICHAYAL,10,37.7,2008
CHALACO,10,34.2,2008
MORROPÓN,10,8.6,2008
SALITRAL,10,190.2,2008
SAN JUAN DE BIGOTES,10,88.8,2008
SANTA CATALINA DE MOSSA,10,43.4,2008
LA MATANZA,10,34.3,2008
SANTO DOMINGO,10,43.1,2008
MONTERO,10,34,2008
HUANCABAMBA,10,105.2,2008
CANCHAQUE,10,66.5,2008
CARMEN DE LA FRONTERA,10,132.4,2008
HUARMACA,10,138.4,2008
LALAQUIZ,10,3.4,2008
SAN MIGUEL DEL FAIQUE,10,431.4,2008
SAPILLICA,10,133.9,2008
SONDOR,10,33.3,2008
SONDORILLO,10,14.2,2008
AYABACA,10,317.5,2008
FRIAS,10,47.7,2008
JILILÍ,10,12.7,2008
LAGUNAS,10,203.8,2008
PACAIPAMPA,10,67.6,2008
PAIMAS,10,11.1,2008
PAITA,11,0,2008
AMOTAPE,11,33.6,2008
COLÁN,11,23.59458146,2008
EL ARENAL,11,4.9,2008
CHULUCANAS,11,0.4,2008
BUENOS AIRES,11,0.2,2008
LA HUACA,11,25.8,2008
TAMARINDO,11,1.9,2008
VICHAYAL,11,0,2008
CHALACO,11,0.1,2008
MORROPÓN,11,0,2008
SALITRAL,11,3.8,2008
SAN JUAN DE BIGOTES,11,11.9,2008
SANTA CATALINA DE MOSSA,11,0.5,2008
LA MATANZA,11,0,2008
SANTO DOMINGO,11,0,2008
MONTERO,11,0,2008
HUANCABAMBA,11,1.8,2008
CANCHAQUE,11,6.2,2008
CARMEN DE LA FRONTERA,11,20.4,2008
HUARMACA,11,24.9,2008
LALAQUIZ,11,0,2008
SAN MIGUEL DEL FAIQUE,11,10.2,2008
SAPILLICA,11,12.8,2008
SONDOR,11,0.2,2008
SONDORILLO,11,12.7,2008
AYABACA,11,54.3,2008
FRIAS,11,20.8,2008
JILILÍ,11,0,2008
LAGUNAS,11,53.8,2008
PACAIPAMPA,11,2.9,2008
PAIMAS,11,0.3,2008
PAITA,12,0.2,2008
AMOTAPE,12,111.9,2008
COLÁN,12,12,2008
EL ARENAL,12,15.4,2008
CHULUCANAS,12,2.6,2008
BUENOS AIRES,12,0,2008
LA HUACA,12,34,2008
TAMARINDO,12,0.7,2008
VICHAYAL,12,0,2008
CHALACO,12,0.3,2008
MORROPÓN,12,0.5,2008
SALITRAL,12,0,2008
SAN JUAN DE BIGOTES,12,3.1,2008
SANTA CATALINA DE MOSSA,12,0,2008
LA MATANZA,12,0,2008
SANTO DOMINGO,12,0.2,2008
MONTERO,12,0,2008
HUANCABAMBA,12,0.1,2008
CANCHAQUE,12,3,2008
CARMEN DE LA FRONTERA,12,16.9,2008
HUARMACA,12,13.7,2008
LALAQUIZ,12,0,2008
SAN MIGUEL DEL FAIQUE,12,32.3,2008
SAPILLICA,12,2.6,2008
SONDOR,12,0,2008
SONDORILLO,12,2.1,2008
AYABACA,12,125.9,2008
FRIAS,12,2.4,2008
JILILÍ,12,1,2008
LAGUNAS,12,25.6,2008
PACAIPAMPA,12,12.5,2008
PAIMAS,12,0.1,2008
PAITA,1,0.8,2009
AMOTAPE,1,3,2009
COLÁN,1,0.6,2009
EL ARENAL,1,31.9,2009
CHULUCANAS,1,1.7,2009
BUENOS AIRES,1,2,2009
LA HUACA,1,47,2009
TAMARINDO,1,8.2,2009
VICHAYAL,1,13.2,2009
CHALACO,1,2.3,2009
MORROPÓN,1,2.6,2009
SALITRAL,1,0.6,2009
SAN JUAN DE BIGOTES,1,21,2009
SANTA CATALINA DE MOSSA,1,4.2,2009
LA MATANZA,1,10,2009
SANTO DOMINGO,1,6.6,2009
MONTERO,1,2.8,2009
HUANCABAMBA,1,0,2009
CANCHAQUE,1,13.5,2009
CARMEN DE LA FRONTERA,1,19,2009
HUARMACA,1,23.5,2009
LALAQUIZ,1,10.7,2009
SAN MIGUEL DEL FAIQUE,1,66.4,2009
SAPILLICA,1,12.3,2009
SONDOR,1,2.5,2009
SONDORILLO,1,7.8,2009
AYABACA,1,152.2,2009
FRIAS,1,6.6,2009
JILILÍ,1,5.7,2009
LAGUNAS,1,38.5,2009
PACAIPAMPA,1,21.9,2009
PAIMAS,1,1.7,2009
PAITA,2,0,2009
AMOTAPE,2,56.1,2009
COLÁN,2,0.7,2009
EL ARENAL,2,14.6,2009
CHULUCANAS,2,1.5,2009
BUENOS AIRES,2,0,2009
LA HUACA,2,18.5,2009
TAMARINDO,2,0.7,2009
VICHAYAL,2,6.8,2009
CHALACO,2,0.3,2009
MORROPÓN,2,0.1,2009
SALITRAL,2,3.3,2009
SAN JUAN DE BIGOTES,2,19.7,2009
SANTA CATALINA DE MOSSA,2,0,2009
LA MATANZA,2,5.2,2009
SANTO DOMINGO,2,1.1,2009
MONTERO,2,4.2,2009
HUANCABAMBA,2,0,2009
CANCHAQUE,2,12.3,2009
CARMEN DE LA FRONTERA,2,29.3,2009
HUARMACA,2,58.8,2009
LALAQUIZ,2,0.8,2009
SAN MIGUEL DEL FAIQUE,2,26.6,2009
SAPILLICA,2,16.3,2009
SONDOR,2,0,2009
SONDORILLO,2,6.1,2009
AYABACA,2,48.3,2009
FRIAS,2,15.2,2009
JILILÍ,2,0.6,2009
LAGUNAS,2,49,2009
PACAIPAMPA,2,7.7,2009
PAIMAS,2,0.2,2009
PAITA,3,0.8,2009
AMOTAPE,3,0.4,2009
