,ENTIDAD,A??o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
3425,FR?AS,2010,ANUAL,26.05517641,30.85993908,21.25041374
3426,JILIL?,2010,ANUAL,23.24180532,29.53012583,16.95348482
3427,LAGUNAS,2010,ANUAL,14.16989767,22.66520397,5.674591379
3428,MONTERO,2010,ANUAL,22.28679713,27.45218305,17.12141121
3429,PACAIPAMPA,2010,ANUAL,25.50456034,31.76194418,19.2471765
3430,PAIMAS,2010,ANUAL,16.40825877,25.43792933,7.378588211
3431,SAPILLICA,2010,ANUAL,21,28.48333333,13.51666667
3432,PAITA,2011,ENERO,12.75319757,23.63517098,1.871224151
3433,AMOTAPE,2011,ENERO,14.12274322,20.61027515,7.635211298
3434,COL?N,2011,ENERO,16.54738808,24.22597328,8.868802874
3435,EL ARENAL,2011,ENERO,23.38442412,29.68404831,17.08479994
3436,LA HUACA,2011,ENERO,13.01849564,21.1557583,4.881232978
3437,TAMARINDO,2011,ENERO,22.708669,31.0722067,14.34513131
3438,VICHAYAL,2011,ENERO,22.22299567,28.98071583,15.46527552
3439,CHULUCANAS,2011,ENERO,10.46581483,20.2328585,0.698771155
3440,BUENOS AIRES,2011,ENERO,14.60439648,22.50008305,6.708709919
3441,CHALACO,2011,ENERO,11.49423126,22.0242495,0.964213025
3442,LA MATANZA,2011,ENERO,14.67524543,24.19393701,5.156553852
3443,MORROP?N,2011,ENERO,22.84424638,30.72733736,14.96115539
3444,SALITRAL,2011,ENERO,14.89369142,23.69225986,6.095122986
3445,SAN JUAN DE BIGOTE,2011,ENERO,16.42981996,26.41221556,6.44742436
3446,SANTA CATALINA DE MOSSA,2011,ENERO,11.62794829,20.55561109,2.700285498
3447,SANTO DOMINGO,2011,ENERO,15.2078635,25.26139158,5.154335418
3448,YAMANGO,2011,ENERO,18.40646814,28.22258611,8.590350177
3449,HUANCABAMBA,2011,ENERO,20.05466288,30.09153716,10.0177886
3450,CANCHAQUE,2011,ENERO,14.04635683,21.47015442,6.622559235
3451,EL CARMEN DE LA FRONTERA,2011,ENERO,21.46933636,28.44527455,14.49339818
3452,HUARMACA,2011,ENERO,14.77867271,23.02759654,6.529748888
3453,LALAQUIZ,2011,ENERO,15.15658139,24.32445923,5.988703546
3454,SAN MIGUEL DE EL FAIQUE,2011,ENERO,24.04526592,30.02138602,18.06914582
3455,SONDOR,2011,ENERO,17.54239716,24.89385843,10.19093588
3456,SONDORILLO,2011,ENERO,18.32450392,28.30849997,8.340507878
3457,AYABACA,2011,ENERO,13.89038796,23.32647483,4.454301093
3458,FR?AS,2011,ENERO,22.60819004,27.08696504,18.12941504
3459,JILIL?,2011,ENERO,16.99287992,23.3745523,10.61120754
3460,LAGUNAS,2011,ENERO,11.51101952,21.38716738,1.634871663
3461,MONTERO,2011,ENERO,19.49211111,24.80484515,14.17937707
3462,PACAIPAMPA,2011,ENERO,22.38804507,29.37209344,15.4039967
3463,PAIMAS,2011,ENERO,11.90963299,22.69002353,1.129242446
3464,SAPILLICA,2011,ENERO,15.9,24.3,7.5
3465,PAITA,2011,FEBRERO,15.17045984,26.32473346,4.016186209
3466,AMOTAPE,2011,FEBRERO,11.10374907,17.20044631,5.007051839
3467,COL?N,2011,FEBRERO,16.36242198,24.51093992,8.21390403
3468,EL ARENAL,2011,FEBRERO,24.99968087,31.15695958,18.84240216
3469,LA HUACA,2011,FEBRERO,15.78475057,25.14144098,6.428060166
3470,TAMARINDO,2011,FEBRERO,23.79701924,31.27586999,16.31816848
3471,VICHAYAL,2011,FEBRERO,23.12149761,29.88177262,16.3612226
3472,CHULUCANAS,2011,FEBRERO,11.98896304,23.14659898,0.831327101
3473,BUENOS AIRES,2011,FEBRERO,16.6681863,24.28697862,9.049393973
3474,CHALACO,2011,FEBRERO,13.34390433,24.79540618,1.892402477
3475,LA MATANZA,2011,FEBRERO,16.75582762,26.36715167,7.144503569
3476,MORROP?N,2011,FEBRERO,24.52047742,32.08479821,16.95615663
3477,SALITRAL,2011,FEBRERO,16.49187123,25.51057064,7.473171822
3478,SAN JUAN DE BIGOTE,2011,FEBRERO,18.36067704,28.62901859,8.0923355
3479,SANTA CATALINA DE MOSSA,2011,FEBRERO,13.42257777,22.10759275,4.737562782
3480,SANTO DOMINGO,2011,FEBRERO,17.15783355,26.73616459,7.579502514
3481,YAMANGO,2011,FEBRERO,20.36246664,29.50848447,11.2164488
3482,HUANCABAMBA,2011,FEBRERO,20.88014722,31.28764854,10.47264591
3483,CANCHAQUE,2011,FEBRERO,17.02782519,25.92776231,8.127888077
3484,EL CARMEN DE LA FRONTERA,2011,FEBRERO,23.13781813,30.39668742,15.87894884
3485,HUARMACA,2011,FEBRERO,16.05695126,24.41802646,7.695876046
3486,LALAQUIZ,2011,FEBRERO,16.51018471,25.91143167,7.108937745
3487,SAN MIGUEL DE EL FAIQUE,2011,FEBRERO,24.81361451,30.21356148,19.41366753
3488,SONDOR,2011,FEBRERO,18.16807016,26.72870083,9.60743949
3489,SONDORILLO,2011,FEBRERO,18.47909573,29.13948216,7.818709304
3490,AYABACA,2011,FEBRERO,14.03640654,24.00248885,4.070324228
3491,FR?AS,2011,FEBRERO,23.63066968,28.46034243,18.80099693
3492,JILIL?,2011,FEBRERO,18.22377677,25.39758152,11.04997202
3493,LAGUNAS,2011,FEBRERO,13.6898062,23.63445439,3.74515801
3494,MONTERO,2011,FEBRERO,20.06423415,26.05163855,14.07682976
3495,PACAIPAMPA,2011,FEBRERO,24.10605666,31.15835907,17.05375426
3496,PAIMAS,2011,FEBRERO,14.2287849,25.30050092,3.157068871
3497,SAPILLICA,2011,FEBRERO,17.15,26.1,8.2
3498,PAITA,2011,MARZO,17.88408107,28.99946398,6.768698156
3499,AMOTAPE,2011,MARZO,16.34579939,23.63391582,9.057682965
3500,COL?N,2011,MARZO,19.6913649,28.04849966,11.33423014
3501,EL ARENAL,2011,MARZO,27.02409405,33.4938012,20.5543869
3502,LA HUACA,2011,MARZO,21.81070027,30.72518286,12.89621769
3503,TAMARINDO,2011,MARZO,23.87106673,30.77149356,16.9706399
3504,VICHAYAL,2011,MARZO,24.36426851,31.29992416,17.42861287
3505,CHULUCANAS,2011,MARZO,17.80611128,28.57036395,7.04185861
3506,BUENOS AIRES,2011,MARZO,17.22623063,25.31299607,9.13946519
3507,CHALACO,2011,MARZO,17.87277626,29.04953372,6.696018797
3508,LA MATANZA,2011,MARZO,18.73575286,28.64091854,8.830587168
3509,MORROP?N,2011,MARZO,25.12099246,32.53872559,17.70325932
3510,SALITRAL,2011,MARZO,17.72279685,27.33285904,8.112734662
3511,SAN JUAN DE BIGOTE,2011,MARZO,20.47773525,30.9743653,9.981105201
3512,SANTA CATALINA DE MOSSA,2011,MARZO,14.44025772,23.68134188,5.19917357
3513,SANTO DOMINGO,2011,MARZO,18.98591221,28.90052134,9.071303088
3514,YAMANGO,2011,MARZO,22.56582374,31.99151548,13.14013201
3515,HUANCABAMBA,2011,MARZO,23.01326268,32.7061111,13.32041426
3516,CANCHAQUE,2011,MARZO,22.27888234,30.70000493,13.85775976
3517,EL CARMEN DE LA FRONTERA,2011,MARZO,24.74542522,32.44353292,17.04731752
3518,HUARMACA,2011,MARZO,17.58953989,26.32870273,8.850377058
3519,LALAQUIZ,2011,MARZO,17.62985078,26.67274046,8.586961091
3520,SAN MIGUEL DE EL FAIQUE,2011,MARZO,26.12410378,31.21590106,21.0323065
3521,SONDOR,2011,MARZO,23.79925367,32.37633246,15.22217489
3522,SONDORILLO,2011,MARZO,22.45232177,33.01754475,11.88709878
3523,AYABACA,2011,MARZO,19.50149556,30.18486102,8.818130109
3524,FR?AS,2011,MARZO,25.81308588,31.36370655,20.26246521
3525,JILIL?,2011,MARZO,23.82237534,30.91689059,16.72786008
3526,LAGUNAS,2011,MARZO,14.32118268,24.98716912,3.655196244
3527,MONTERO,2011,MARZO,22.98420777,29.65767347,16.31074206
3528,PACAIPAMPA,2011,MARZO,25.98397304,33.64291328,18.32503279
3529,PAIMAS,2011,MARZO,17.52343463,28.55864899,6.488220278
3530,SAPILLICA,2011,MARZO,20.95,30,11.9
3531,PAITA,2011,ABRIL,20.49934675,31.56968229,9.429011206
3532,AMOTAPE,2011,ABRIL,18.09070437,25.08317511,11.09823364
3533,COL?N,2011,ABRIL,21.14457847,29.21239613,13.0767608
3534,EL ARENAL,2011,ABRIL,29.54140359,36.47607163,22.60673555
3535,LA HUACA,2011,ABRIL,25.94286872,35.2897708,16.59596665
3536,TAMARINDO,2011,ABRIL,25.04926162,31.48281828,18.61570497
3537,VICHAYAL,2011,ABRIL,26.14017692,32.85437915,19.42597468
3538,CHULUCANAS,2011,ABRIL,20.84414526,31.20151963,10.48677089
3539,BUENOS AIRES,2011,ABRIL,20.13800506,27.87364314,12.40236698
3540,CHALACO,2011,ABRIL,20.34909968,31.5884462,9.109753172
3541,LA MATANZA,2011,ABRIL,21.82016722,31.45191665,12.1884178
3542,MORROP?N,2011,ABRIL,26.74284648,33.6889568,19.79673616
3543,SALITRAL,2011,ABRIL,20.85822733,29.76037038,11.95608429
3544,SAN JUAN DE BIGOTE,2011,ABRIL,22.58445168,32.61755436,12.55134899
3545,SANTA CATALINA DE MOSSA,2011,ABRIL,16.57305443,25.22614712,7.919961734
3546,SANTO DOMINGO,2011,ABRIL,24.84263796,34.15814685,15.52712907
3547,YAMANGO,2011,ABRIL,24.76452994,33.67551437,15.85354552
3548,HUANCABAMBA,2011,ABRIL,24.22509229,33.72138922,14.72879537
3549,CANCHAQUE,2011,ABRIL,24.7358748,33.00231125,16.46943836
3550,EL CARMEN DE LA FRONTERA,2011,ABRIL,27.01194943,34.61452302,19.40937583
3551,HUARMACA,2011,ABRIL,20.13614444,28.75910519,11.51318369
3552,LALAQUIZ,2011,ABRIL,21.20908228,29.50418569,12.91397887
3553,SAN MIGUEL DE EL FAIQUE,2011,ABRIL,28.26588189,33.13547132,23.39629246
3554,SONDOR,2011,ABRIL,27.17405846,35.8714968,18.47662012
3555,SONDORILLO,2011,ABRIL,23.76465021,33.37635175,14.15294867
3556,AYABACA,2011,ABRIL,21.81067932,31.74444475,11.87691389
3557,FR?AS,2011,ABRIL,28.49391182,34.55620506,22.43161857
3558,JILIL?,2011,ABRIL,27.36839487,34.46651546,20.27027429
3559,LAGUNAS,2011,ABRIL,17.04338094,27.0319566,7.054805274
3560,MONTERO,2011,ABRIL,26.70533305,33.46462824,19.94603786
3561,PACAIPAMPA,2011,ABRIL,28.8226661,36.93504517,20.71028704
3562,PAIMAS,2011,ABRIL,19.8529447,30.99078312,8.715106287
3563,SAPILLICA,2011,ABRIL,23.65,32.5,14.8
3564,PAITA,2011,MAYO,22.446428,33.33462879,11.55822721
3565,AMOTAPE,2011,MAYO,19.58413916,26.90631699,12.26196134
3566,COL?N,2011,MAYO,22.76587732,30.62564457,14.90611007
3567,EL ARENAL,2011,MAYO,30.65086183,37.59925933,23.70246433
3568,LA HUACA,2011,MAYO,27.5196121,35.94011847,19.09910573
3569,TAMARINDO,2011,MAYO,27.56389619,33.54107245,21.58671992
3570,VICHAYAL,2011,MAYO,27.65306936,34.17282108,21.13331764
3571,CHULUCANAS,2011,MAYO,22.98640651,33.2502301,12.72258292
3572,BUENOS AIRES,2011,MAYO,21.40157397,28.66581442,14.13733353
3573,CHALACO,2011,MAYO,22.31084374,32.7,11.92168748
3574,LA MATANZA,2011,MAYO,23.77750972,33.19298173,14.36203771
3575,MORROP?N,2011,MAYO,28.26463233,34.87428748,21.65497719
3576,SALITRAL,2011,MAYO,22.1791044,30.44740299,13.91080581
3577,SAN JUAN DE BIGOTE,2011,MAYO,24.64959962,34.38612795,14.91307129
3578,SANTA CATALINA DE MOSSA,2011,MAYO,18.34283411,26.57584407,10.10982414
3579,SANTO DOMINGO,2011,MAYO,23.54630259,32.6518802,14.44072498
3580,YAMANGO,2011,MAYO,24.84861427,33.05754474,16.6396838
3581,HUANCABAMBA,2011,MAYO,27.08323434,35.58470734,18.58176134
3582,CANCHAQUE,2011,MAYO,28.08522353,35.6543566,20.51609045
3583,EL CARMEN DE LA FRONTERA,2011,MAYO,28.38120123,35.16776834,21.59463411
3584,HUARMACA,2011,MAYO,20.71668787,28.5,12.93337574
3585,LALAQUIZ,2011,MAYO,22.81193105,30.80456977,14.81929233
3586,SAN MIGUEL DE EL FAIQUE,2011,MAYO,29.33387255,34.3735085,24.2942366
3587,SONDOR,2011,MAYO,28.38844247,36.45633725,20.32054769
3588,SONDORILLO,2011,MAYO,26.41071696,35.6364818,17.18495212
3589,AYABACA,2011,MAYO,23.88051585,34.03807024,13.72296146
3590,FR?AS,2011,MAYO,29.64093208,35.60344358,23.67842057
3591,JILIL?,2011,MAYO,28.62696923,34.89591216,22.35802631
3592,LAGUNAS,2011,MAYO,17.81110408,26.8,8.822208162
3593,MONTERO,2011,MAYO,27.32325797,33.59960266,21.04691329
3594,PACAIPAMPA,2011,MAYO,29.65386598,37.38657779,21.92115418
3595,PAIMAS,2011,MAYO,21.84327796,32.63630013,11.05025579
3596,SAPILLICA,2011,MAYO,25.15,33.5,16.8
3597,PAITA,2011,JUNIO,21.9647417,30.439014,13.4904694
3598,AMOTAPE,2011,JUNIO,23.68165126,31.26195265,16.10134988
3599,COL?N,2011,JUNIO,24.98946803,32.01764292,17.96129314
3600,EL ARENAL,2011,JUNIO,28.24497639,33.71820711,22.77174567
3601,LA HUACA,2011,JUNIO,28.21227817,35.67305454,20.7515018
3602,TAMARINDO,2011,JUNIO,27.00062583,32.01963602,21.98161564
3603,VICHAYAL,2011,JUNIO,25.4025895,30.6658149,20.13936411
3604,CHULUCANAS,2011,JUNIO,26.70350763,35.6194117,17.78760356
3605,BUENOS AIRES,2011,JUNIO,18.89878233,24.84599705,12.95156762
3606,CHALACO,2011,JUNIO,24.42396509,33.53748853,15.31044164
3607,LA MATANZA,2011,JUNIO,21.75831388,28.98209835,14.5345294
3608,MORROP?N,2011,JUNIO,26.22386638,31.60960005,20.83813272
3609,SALITRAL,2011,JUNIO,18.97155967,26.06406397,11.87905537
3610,SAN JUAN DE BIGOTE,2011,JUNIO,23.89277674,31.08450489,16.70104858
3611,SANTA CATALINA DE MOSSA,2011,JUNIO,15.68450102,22.36216662,9.006835408
3612,SANTO DOMINGO,2011,JUNIO,21.61108654,28.60408871,14.61808437
3613,YAMANGO,2011,JUNIO,22.69675459,29.35437798,16.03913119
3614,HUANCABAMBA,2011,JUNIO,28.13657654,34.06081855,22.21233452
3615,CANCHAQUE,2011,JUNIO,27.92839764,35.04212289,20.81467238
3616,EL CARMEN DE LA FRONTERA,2011,JUNIO,25.86610579,31.36191866,20.37029292
3617,HUARMACA,2011,JUNIO,18.94957291,25.65206336,12.24708246
3618,LALAQUIZ,2011,JUNIO,19.5816385,25.92763675,13.23564025
3619,SAN MIGUEL DE EL FAIQUE,2011,JUNIO,27.5265704,31.73985369,23.31328711
3620,SONDOR,2011,JUNIO,26.43348843,33.55502132,19.31195554
3621,SONDORILLO,2011,JUNIO,29.24951268,35.33829416,23.16073121
3622,AYABACA,2011,JUNIO,28.92893166,38.04920449,19.80865883
3623,FR?AS,2011,JUNIO,27.34838209,32.46038182,22.23638237
3624,JILIL?,2011,JUNIO,28.62826228,34.58426478,22.67225978
3625,LAGUNAS,2011,JUNIO,16.10883145,24.1171063,8.100556604
3626,MONTERO,2011,JUNIO,25.52289329,30.98884147,20.05694512
3627,PACAIPAMPA,2011,JUNIO,27.71446943,33.3106783,22.11826055
3628,PAIMAS,2011,JUNIO,21.68379265,30.18107203,13.18651326
3629,SAPILLICA,2011,JUNIO,25.9,33.1,18.7
3630,PAITA,2011,JULIO,21.28312263,28.34919943,14.21704583
3631,AMOTAPE,2011,JULIO,25.45684908,32.1295301,18.78416805
3632,COL?N,2011,JULIO,28.73029154,34.91996028,22.5406228
3633,EL ARENAL,2011,JULIO,28.393895,33.75046619,23.0373238
3634,LA HUACA,2011,JULIO,28.78247299,35.88609342,21.67885255
3635,TAMARINDO,2011,JULIO,26.71662366,31.27706691,22.1561804
3636,VICHAYAL,2011,JULIO,25.29254439,30.41201373,20.17307505
3637,CHULUCANAS,2011,JULIO,25.43126364,32.60331949,18.25920779
3638,BUENOS AIRES,2011,JULIO,18.00967621,23.30576501,12.71358741
3639,CHALACO,2011,JULIO,23.20963297,30.75475524,15.6645107
3640,LA MATANZA,2011,JULIO,21.13754184,27.32198046,14.95310323
3641,MORROP?N,2011,JULIO,24.91607602,29.79800277,20.03414928
3642,SALITRAL,2011,JULIO,18.81435073,24.32266488,13.30603658
3643,SAN JUAN DE BIGOTE,2011,JULIO,22.76091311,28.76717308,16.75465314
3644,SANTA CATALINA DE MOSSA,2011,JULIO,15.25483804,20.8891824,9.620493686
3645,SANTO DOMINGO,2011,JULIO,21.01976291,26.9211887,15.11833712
3646,YAMANGO,2011,JULIO,22.07538919,28.05856301,16.09221537
3647,HUANCABAMBA,2011,JULIO,27.579497,32.76141755,22.39757645
3648,CANCHAQUE,2011,JULIO,27.94265396,34.32177835,21.56352957
3649,EL CARMEN DE LA FRONTERA,2011,JULIO,25.42190408,30.4508807,20.39292746
3650,HUARMACA,2011,JULIO,18.80773227,24.60511956,13.01034497
3651,LALAQUIZ,2011,JULIO,20.45340832,26.15321538,14.75360126
3652,SAN MIGUEL DE EL FAIQUE,2011,JULIO,28.55806605,32.85927156,24.25686054
3653,SONDOR,2011,JULIO,25.82889579,31.41460869,20.24318288
3654,SONDORILLO,2011,JULIO,29.60831161,35.45078513,23.76583809
3655,AYABACA,2011,JULIO,30.03533249,37.27178014,22.79888484
3656,FR?AS,2011,JULIO,27.21663718,32.07824091,22.35503345
3657,JILIL?,2011,JULIO,28.62040536,33.97360046,23.26721025
3658,LAGUNAS,2011,JULIO,15.79916642,22.08176562,9.516567223
3659,MONTERO,2011,JULIO,24.86748942,29.49249083,20.24248802
3660,PACAIPAMPA,2011,JULIO,27.74838962,33.04719501,22.44958423
3661,PAIMAS,2011,JULIO,20.34335746,27.29866038,13.38805454
3662,SAPILLICA,2011,JULIO,25.8,32,19.6
3663,PAITA,2011,AGOSTO,20.82793392,28.92068061,12.73518723
3664,AMOTAPE,2011,AGOSTO,26.29906068,33.58176411,19.01635724
3665,COL?N,2011,AGOSTO,28.93084812,35.04511463,22.8165816
3666,EL ARENAL,2011,AGOSTO,28.0079376,33.76856828,22.24730691
3667,LA HUACA,2011,AGOSTO,29.07712673,36.76204341,21.39221005
3668,TAMARINDO,2011,AGOSTO,26.56923142,31.60544046,21.53302238
3669,VICHAYAL,2011,AGOSTO,24.87951288,30.44154022,19.31748555
3670,CHULUCANAS,2011,AGOSTO,24.94103748,32.69795104,17.18412392
3671,BUENOS AIRES,2011,AGOSTO,18.62865277,24.54232604,12.7149795
3672,CHALACO,2011,AGOSTO,22.97546414,30.99716808,14.95376021
3673,LA MATANZA,2011,AGOSTO,20.33804919,27.47300374,13.20309463
3674,MORROP?N,2011,AGOSTO,24.54094184,29.84228735,19.23959633
3675,SALITRAL,2011,AGOSTO,18.90437587,25.43477655,12.37397519
3676,SAN JUAN DE BIGOTE,2011,AGOSTO,22.26392751,28.78682407,15.74103095
3677,SANTA CATALINA DE MOSSA,2011,AGOSTO,15.01526874,21.20349416,8.827043326
3678,SANTO DOMINGO,2011,AGOSTO,20.75800415,27.24143744,14.27457085
3679,YAMANGO,2011,AGOSTO,21.28066066,27.75941347,14.80190784
3680,HUANCABAMBA,2011,AGOSTO,27.1474565,32.80382211,21.49109089
3681,CANCHAQUE,2011,AGOSTO,28.92596541,36.6601173,21.19181353
3682,EL CARMEN DE LA FRONTERA,2011,AGOSTO,24.87943732,30.6878407,19.07103395
3683,HUARMACA,2011,AGOSTO,18.9275066,25.49154883,12.36346436
3684,LALAQUIZ,2011,AGOSTO,20.11447865,26.73522911,13.49372818
3685,SAN MIGUEL DE EL FAIQUE,2011,AGOSTO,28.45450296,33.6436537,23.26535223
3686,SONDOR,2011,AGOSTO,26.15615667,32.79572223,19.51659111
3687,SONDORILLO,2011,AGOSTO,28.71782788,34.46556236,22.97009339
3688,AYABACA,2011,AGOSTO,29.50612776,36.74922135,22.26303416
3689,FR?AS,2011,AGOSTO,27.15034653,32.38467423,21.91601883
3690,JILIL?,2011,AGOSTO,29.12874695,35.22631938,23.03117452
3691,LAGUNAS,2011,AGOSTO,16.2480944,23.86798194,8.628206855
3692,MONTERO,2011,AGOSTO,25.16788307,30.47942672,19.85633942
3693,PACAIPAMPA,2011,AGOSTO,27.50884533,33.51804861,21.49964205
3694,PAIMAS,2011,AGOSTO,20.11183542,27.82724025,12.3964306
3695,SAPILLICA,2011,AGOSTO,25.65,32.4,18.9
3696,PAITA,2011,SEPTIEMBRE,19.35465813,27.01684161,11.69247465
3697,AMOTAPE,2011,SEPTIEMBRE,25.34114002,32.06909273,18.61318731
3698,COL?N,2011,SEPTIEMBRE,29.36749687,35.48649403,23.24849971
3699,EL ARENAL,2011,SEPTIEMBRE,27.72513152,32.69905552,22.75120752
3700,LA HUACA,2011,SEPTIEMBRE,26.86443334,34.75110604,18.97776065
3701,TAMARINDO,2011,SEPTIEMBRE,27.22678103,31.99887685,22.45468521
3702,VICHAYAL,2011,SEPTIEMBRE,24.85738069,29.72170477,19.99305661
3703,CHULUCANAS,2011,SEPTIEMBRE,23.28508519,31.55882569,15.01134469
3704,BUENOS AIRES,2011,SEPTIEMBRE,17.64313802,23.18074159,12.10553445
3705,CHALACO,2011,SEPTIEMBRE,21.0586677,29.2974121,12.8199233
3706,LA MATANZA,2011,SEPTIEMBRE,19.57621413,26.86309996,12.28932831
3707,MORROP?N,2011,SEPTIEMBRE,25.32869228,30.4408011,20.21658346
3708,SALITRAL,2011,SEPTIEMBRE,17.70515805,24.27119698,11.13911912
3709,SAN JUAN DE BIGOTE,2011,SEPTIEMBRE,22.07367719,28.81830591,15.32904847
3710,SANTA CATALINA DE MOSSA,2011,SEPTIEMBRE,14.09007843,20.52598192,7.654174947
3711,SANTO DOMINGO,2011,SEPTIEMBRE,20.52532264,27.37266034,13.67798493
3712,YAMANGO,2011,SEPTIEMBRE,21.63718411,27.83876376,15.43560446
3713,HUANCABAMBA,2011,SEPTIEMBRE,28.02949688,33.18196856,22.8770252
3714,CANCHAQUE,2011,SEPTIEMBRE,27.42011514,35.1591641,19.68106619
3715,EL CARMEN DE LA FRONTERA,2011,SEPTIEMBRE,24.63025847,29.7618263,19.49869064
3716,HUARMACA,2011,SEPTIEMBRE,18.41925991,24.88557456,11.95294525
3717,LALAQUIZ,2011,SEPTIEMBRE,18.97283234,25.96505367,11.98061102
3718,SAN MIGUEL DE EL FAIQUE,2011,SEPTIEMBRE,28.76435539,33.80428583,23.72442494
3719,SONDOR,2011,SEPTIEMBRE,25.1892747,32.05786388,18.32068553
3720,SONDORILLO,2011,SEPTIEMBRE,29.92181784,35.86438304,23.97925265
3721,AYABACA,2011,SEPTIEMBRE,29.10730916,37.09826307,21.11635524
3722,FR?AS,2011,SEPTIEMBRE,26.45754161,30.82584686,22.08923637
3723,JILIL?,2011,SEPTIEMBRE,28.47885091,34.9569393,22.00076251
3724,LAGUNAS,2011,SEPTIEMBRE,15.65243594,22.83668771,8.468184163
3725,MONTERO,2011,SEPTIEMBRE,24.47264369,29.51137411,19.43391326
3726,PACAIPAMPA,2011,SEPTIEMBRE,27.61359049,33.0410348,22.18614619
3727,PAIMAS,2011,SEPTIEMBRE,18.76538879,26.12583197,11.40494562
3728,SAPILLICA,2011,SEPTIEMBRE,24.9,31.7,18.1
3729,PAITA,2011,OCTUBRE,17.30465312,26.122182,8.487124242
3730,AMOTAPE,2011,OCTUBRE,20.96536787,28.1461799,13.78455585
3731,COL?N,2011,OCTUBRE,26.33325844,33.27639405,19.39012282
3732,EL ARENAL,2011,OCTUBRE,25.83206651,30.58328156,21.08085147
3733,LA HUACA,2011,OCTUBRE,22.66153566,30.58482184,14.73824948
3734,TAMARINDO,2011,OCTUBRE,26.79031069,31.78523993,21.79538144
3735,VICHAYAL,2011,OCTUBRE,23.02046066,27.80752415,18.23339717
3736,CHULUCANAS,2011,OCTUBRE,19.29492066,28.70188303,9.887958289
3737,BUENOS AIRES,2011,OCTUBRE,16.18489001,22.54123228,9.828547733
3738,CHALACO,2011,OCTUBRE,18.91882033,28.26943153,9.568209127
3739,LA MATANZA,2011,OCTUBRE,17.40230296,26.1456497,8.658956216
3740,MORROP?N,2011,OCTUBRE,24.75709112,30.70815652,18.80602572
3741,SALITRAL,2011,OCTUBRE,15.78643405,23.13746836,8.435399741
3742,SAN JUAN DE BIGOTE,2011,OCTUBRE,20.50219377,27.79845485,13.20593269
3743,SANTA CATALINA DE MOSSA,2011,OCTUBRE,12.83414994,20.03122518,5.637074701
3744,SANTO DOMINGO,2011,OCTUBRE,19.21966637,27.16031748,11.27901525
3745,YAMANGO,2011,OCTUBRE,20.17796362,27.64027177,12.71565547
3746,HUANCABAMBA,2011,OCTUBRE,27.326978,33.08734442,21.56661158
3747,CANCHAQUE,2011,OCTUBRE,22.46394211,29.75532694,15.17255729
3748,EL CARMEN DE LA FRONTERA,2011,OCTUBRE,23.20162193,29.08368142,17.31956243
3749,HUARMACA,2011,OCTUBRE,16.68990041,24.08330469,9.296496133
3750,LALAQUIZ,2011,OCTUBRE,17.51218423,25.2911376,9.733230851
3751,SAN MIGUEL DE EL FAIQUE,2011,OCTUBRE,26.0375376,30.65271611,21.42235908
3752,SONDOR,2011,OCTUBRE,22.30138604,29.66568053,14.93709154
3753,SONDORILLO,2011,OCTUBRE,27.90082787,35.71998569,20.08167006
3754,AYABACA,2011,OCTUBRE,24.3004457,33.89362832,14.70726307
3755,FR?AS,2011,OCTUBRE,24.8793337,28.81079348,20.94787392
3756,JILIL?,2011,OCTUBRE,24.28507672,31.03142781,17.53872563
3757,LAGUNAS,2011,OCTUBRE,13.91313686,22.56387695,5.262396762
3758,MONTERO,2011,OCTUBRE,22.3778762,27.68212985,17.07362254
3759,PACAIPAMPA,2011,OCTUBRE,24.7874738,29.67958181,19.89536579
3760,PAIMAS,2011,OCTUBRE,16.81101783,25.46722939,8.154806262
3761,SAPILLICA,2011,OCTUBRE,22,29.5,14.5
3762,PAITA,2011,NOVIEMBRE,15.22623429,25.10121425,5.35125432
3763,AMOTAPE,2011,NOVIEMBRE,14.78101137,20.93630594,8.625716808
3764,COL?N,2011,NOVIEMBRE,20.82869231,27.27031445,14.38707018
3765,EL ARENAL,2011,NOVIEMBRE,24.84526109,29.82602405,19.86449813
3766,LA HUACA,2011,NOVIEMBRE,17.84706857,26.09005598,9.604081169
3767,TAMARINDO,2011,NOVIEMBRE,25.4489145,31.48278207,19.41504693
3768,VICHAYAL,2011,NOVIEMBRE,23.0159467,28.91409301,17.11780038
3769,CHULUCANAS,2011,NOVIEMBRE,13.38117528,22.5892946,4.173055972
3770,BUENOS AIRES,2011,NOVIEMBRE,15.5059007,21.98142717,9.030374232
3771,CHALACO,2011,NOVIEMBRE,14.3317924,24.24148508,4.422099714
3772,LA MATANZA,2011,NOVIEMBRE,16.1061275,25.36123142,6.851023587
3773,MORROP?N,2011,NOVIEMBRE,24.57841068,31.19560405,17.9612173
3774,SALITRAL,2011,NOVIEMBRE,15.25003125,23.00291672,7.497145778
3775,SAN JUAN DE BIGOTE,2011,NOVIEMBRE,18.42086779,26.74241569,10.09931988
3776,SANTA CATALINA DE MOSSA,2011,NOVIEMBRE,12.88367668,20.34366137,5.423691984
3777,SANTO DOMINGO,2011,NOVIEMBRE,17.61959533,26.61456492,8.62462574
3778,YAMANGO,2011,NOVIEMBRE,20.22390532,28.33958107,12.10822957
3779,HUANCABAMBA,2011,NOVIEMBRE,24.49793558,32.14963292,16.84623823
