,ENTIDAD,AÃ±o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
3885,SONDORILLO,2012,ENERO,19.4,29.4,9.6
3886,AYABACA,2012,ENERO,15.2,25.1,5.4
3887,FRÍAS,2012,ENERO,21.4,26.9,16.1
3888,JILILÍ,2012,ENERO,18.3,24.4,12.5
3889,LAGUNAS,2012,ENERO,11.4,20.9,2.1
3890,MONTERO,2012,ENERO,18.8,23.8,14.1
3891,PACAIPAMPA,2012,ENERO,22.8,28.7,17.2
3892,PAIMAS,2012,ENERO,12.2,22.3,2.3
3893,SAPILLICA,2012,ENERO,16.6,24.8,8.6
3894,PAITA,2012,FEBRERO,14,21.2,6.4
3895,AMOTAPE,2012,FEBRERO,13.4,19.8,6.5
3896,COLÁN,2012,FEBRERO,17.2,23.7,10.2
3897,EL ARENAL,2012,FEBRERO,25.2,30.2,19.6
3898,LA HUACA,2012,FEBRERO,15.5,21.9,8.6
3899,TAMARINDO,2012,FEBRERO,23.8,29.2,17.8
3900,VICHAYAL,2012,FEBRERO,23.6,28.6,18
3901,CHULUCANAS,2012,FEBRERO,12.3,20.8,3.4
3902,BUENOS AIRES,2012,FEBRERO,15.1,20.6,9.3
3903,CHALACO,2012,FEBRERO,13.1,22.1,3.7
3904,LA MATANZA,2012,FEBRERO,15.9,22.4,8.9
3905,MORROPÓN,2012,FEBRERO,24,29.9,17.5
3906,SALITRAL,2012,FEBRERO,14.8,21,8.2
3907,SAN JUAN DE BIGOTE,2012,FEBRERO,17.7,23.9,11
3908,SANTA CATALINA DE MOSSA,2012,FEBRERO,12.4,18.8,5.7
3909,SANTO DOMINGO,2012,FEBRERO,16.7,23.8,9
3910,YAMANGO,2012,FEBRERO,20.3,27.4,12.6
3911,HUANCABAMBA,2012,FEBRERO,21.5,28.4,14
3912,CANCHAQUE,2012,FEBRERO,16.2,21.5,10.5
3913,EL CARMEN DE LA FRONTERA,2012,FEBRERO,23.3,29.2,16.8
3914,HUARMACA,2012,FEBRERO,16.2,22.7,9.2
3915,LALAQUIZ,2012,FEBRERO,16.7,23,9.9
3916,SAN MIGUEL DE EL FAIQUE,2012,FEBRERO,24.3,29.2,18.9
3917,SONDOR,2012,FEBRERO,19,24,13.6
3918,SONDORILLO,2012,FEBRERO,19.5,28.1,10.4
3919,AYABACA,2012,FEBRERO,14.8,23.4,5.6
3920,FRÍAS,2012,FEBRERO,24,27.5,19.9
3921,JILILÍ,2012,FEBRERO,18.7,23.2,13.8
3922,LAGUNAS,2012,FEBRERO,13.1,20.7,5.1
3923,MONTERO,2012,FEBRERO,20.1,24.2,15.4
3924,PACAIPAMPA,2012,FEBRERO,24.3,29.6,18.5
3925,PAIMAS,2012,FEBRERO,13.3,20.8,5.5
3926,SAPILLICA,2012,FEBRERO,17.3,24,10.1
3927,PAITA,2012,MARZO,17.7,28.1,7.9
3928,AMOTAPE,2012,MARZO,14.1,21.8,6.8
3929,COLÁN,2012,MARZO,18.7,26.4,11.5
3930,EL ARENAL,2012,MARZO,26.9,33.7,20.5
3931,LA HUACA,2012,MARZO,20.7,29.3,12.5
3932,TAMARINDO,2012,MARZO,24.2,31.2,17.8
3933,VICHAYAL,2012,MARZO,24.4,31.5,17.9
3934,CHULUCANAS,2012,MARZO,15.3,25.7,5.4
3935,BUENOS AIRES,2012,MARZO,17.5,25.3,10
3936,CHALACO,2012,MARZO,16.4,27.5,5.9
3937,LA MATANZA,2012,MARZO,18.3,28.1,9.1
3938,MORROPÓN,2012,MARZO,25.7,33.3,18.5
3939,SALITRAL,2012,MARZO,17.1,26,8.6
3940,SAN JUAN DE BIGOTE,2012,MARZO,19.9,29.5,11
3941,SANTA CATALINA DE MOSSA,2012,MARZO,14.3,23.1,6
3942,SANTO DOMINGO,2012,MARZO,19.7,29.7,10.4
3943,YAMANGO,2012,MARZO,22.1,31.5,13.1
3944,HUANCABAMBA,2012,MARZO,23,32.5,14
3945,CANCHAQUE,2012,MARZO,20.9,28.6,13.6
3946,EL CARMEN DE LA FRONTERA,2012,MARZO,24.5,32.3,17.2
3947,HUARMACA,2012,MARZO,17.9,26.2,10
3948,LALAQUIZ,2012,MARZO,19.4,28.7,10.7
3949,SAN MIGUEL DE EL FAIQUE,2012,MARZO,26.3,31.7,21.2
3950,SONDOR,2012,MARZO,22.1,29.6,15.1
3951,SONDORILLO,2012,MARZO,20.8,31.4,10.7
3952,AYABACA,2012,MARZO,17.1,27.6,7
3953,FRÍAS,2012,MARZO,26.2,32.2,20.7
3954,JILILÍ,2012,MARZO,22.9,29.2,17
3955,LAGUNAS,2012,MARZO,14.7,25.1,4.9
3956,MONTERO,2012,MARZO,22.6,28.5,17.1
3957,PACAIPAMPA,2012,MARZO,26,33.5,18.9
3958,PAIMAS,2012,MARZO,16.8,33.5,6.9
3959,SAPILLICA,2012,MARZO,19.9,27.5,11.6
3960,PAITA,2012,ABRIL,18.5,28.9,8.1
3961,AMOTAPE,2012,ABRIL,17.6,24.8,10.3
3962,COLÁN,2012,ABRIL,21.1,28.3,13.7
3963,EL ARENAL,2012,ABRIL,28.2,35,21.3
3964,LA HUACA,2012,ABRIL,24.3,31,17.4
3965,TAMARINDO,2012,ABRIL,20.4,30,10.6
3966,VICHAYAL,2012,ABRIL,23.5,30.3,16.5
3967,CHULUCANAS,2012,ABRIL,25.1,33,17.1
3968,BUENOS AIRES,2012,ABRIL,17.9,24.6,11
3969,CHALACO,2012,ABRIL,19.9,30.3,9.3
3970,LA MATANZA,2012,ABRIL,22.5,32.6,10.2
3971,MORROPÓN,2012,ABRIL,25.5,30.4,14.3
3972,SALITRAL,2012,ABRIL,18.8,27.3,10
3973,SAN JUAN DE BIGOTE,2012,ABRIL,20.9,30.6,11.2
3974,SANTA CATALINA DE MOSSA,2012,ABRIL,14.8,22.8,6.5
3975,SANTO DOMINGO,2012,ABRIL,20.5,30.5,10.4
3976,YAMANGO,2012,ABRIL,23.1,31.9,13.8
3977,HUANCABAMBA,2012,ABRIL,23.9,32.9,14.6
3978,CANCHAQUE,2012,ABRIL,24.4,31.7,16.9
3979,EL CARMEN DE LA FRONTERA,2012,ABRIL,25.2,32.5,17.5
3980,HUARMACA,2012,ABRIL,18.7,26.7,10.5
3981,LALAQUIZ,2012,ABRIL,20.7,29.6,11.8
3982,SAN MIGUEL DE EL FAIQUE,2012,ABRIL,27.2,32.1,22.2
3983,SONDOR,2012,ABRIL,23.6,33.2,13.8
3984,SONDORILLO,2012,ABRIL,24.2,31.8,16.5
3985,AYABACA,2012,ABRIL,21.7,31.8,11.3
3986,FRÍAS,2012,ABRIL,24,29.7,18.1
3987,JILILÍ,2012,ABRIL,25.8,31.5,19.8
3988,LAGUNAS,2012,ABRIL,14.8,24.3,5.5
3989,MONTERO,2012,ABRIL,24.2,30,18.2
3990,PACAIPAMPA,2012,ABRIL,26.8,33.4,20.1
3991,PAIMAS,2012,ABRIL,18.2,28.6,7.5
3992,SAPILLICA,2012,ABRIL,22.5,30.8,14
3993,PAITA,2012,MAYO,21.5,31.4,11.8
3994,AMOTAPE,2012,MAYO,22,30.6,13.6
3995,COLÁN,2012,MAYO,24,31.8,16.4
3996,EL ARENAL,2012,MAYO,29.5,35.9,23.3
3997,LA HUACA,2012,MAYO,26.5,34.1,19
3998,TAMARINDO,2012,MAYO,26.7,32.8,20.7
3999,VICHAYAL,2012,MAYO,26.2,32.2,20.4
4000,CHULUCANAS,2012,MAYO,23.3,32.6,14
4001,BUENOS AIRES,2012,MAYO,19,26.3,11.9
4002,CHALACO,2012,MAYO,22.1,31.9,12.4
4003,LA MATANZA,2012,MAYO,22.4,31.5,13.4
4004,MORROPÓN,2012,MAYO,27.4,33.5,21.4
4005,SALITRAL,2012,MAYO,20.3,28.7,12
4006,SAN JUAN DE BIGOTE,2012,MAYO,24,33,15.2
4007,SANTA CATALINA DE MOSSA,2012,MAYO,16.8,24.7,8.8
4008,SANTO DOMINGO,2012,MAYO,23.4,32.1,14.6
4009,YAMANGO,2012,MAYO,24.2,32.1,16.3
4010,HUANCABAMBA,2012,MAYO,27.5,35.5,19.7
4011,CANCHAQUE,2012,MAYO,26.3,33.7,18.9
4012,EL CARMEN DE LA FRONTERA,2012,MAYO,26.8,33.5,20.3
4013,HUARMACA,2012,MAYO,20,27.9,12.2
4014,LALAQUIZ,2012,MAYO,23,31.7,14.3
4015,SAN MIGUEL DE EL FAIQUE,2012,MAYO,28.4,32.9,23.9
4016,SONDOR,2012,MAYO,26.5,34,19.1
4017,SONDORILLO,2012,MAYO,27.8,36.8,18.8
4018,AYABACA,2012,MAYO,26,36.3,15.7
4019,FRÍAS,2012,MAYO,28.5,33.9,23.2
4020,JILILÍ,2012,MAYO,27.9,34,21.9
4021,LAGUNAS,2012,MAYO,17,26.5,7.7
4022,MONTERO,2012,MAYO,25.6,31.4,20
4023,PACAIPAMPA,2012,MAYO,28.4,34.9,22
4024,PAIMAS,2012,MAYO,21,31,11
4025,SAPILLICA,2012,MAYO,24.8,33,16.7
4026,PAITA,2012,JUNIO,21.6,30.2,13.2
4027,AMOTAPE,2012,JUNIO,23.9,31.3,16.6
4028,COLÁN,2012,JUNIO,26.3,33,19.6
4029,EL ARENAL,2012,JUNIO,27.7,32.8,22.9
4030,LA HUACA,2012,JUNIO,26.5,36.2,21.6
4031,TAMARINDO,2012,JUNIO,26.6,31.4,22.1
4032,VICHAYAL,2012,JUNIO,25.3,30.3,20.4
4033,CHULUCANAS,2012,JUNIO,26.5,35.2,18
4034,BUENOS AIRES,2012,JUNIO,18.8,24.7,13.1
4035,CHALACO,2012,JUNIO,23.6,32.5,14.9
4036,LA MATANZA,2012,JUNIO,22,29.5,14.6
4037,MORROPÓN,2012,JUNIO,26,31.2,21
4038,SALITRAL,2012,JUNIO,20.4,27.2,13.7
4039,SAN JUAN DE BIGOTE,2012,JUNIO,23.3,30.6,16.1
4040,SANTA CATALINA DE MOSSA,2012,JUNIO,16.3,22.6,10.1
4041,SANTO DOMINGO,2012,JUNIO,22.1,29.3,15.2
4042,YAMANGO,2012,JUNIO,22.9,29.8,16.5
4043,HUANCABAMBA,2012,JUNIO,28,33.9,22.2
4044,CANCHAQUE,2012,JUNIO,27.7,35,20.5
4045,EL CARMEN DE LA FRONTERA,2012,JUNIO,25.5,31,20.3
4046,HUARMACA,2012,JUNIO,19.3,26,12.8
4047,LALAQUIZ,2012,JUNIO,21.3,28,14.6
4048,SAN MIGUEL DE EL FAIQUE,2012,JUNIO,28.1,32.2,24.3
4049,SONDOR,2012,JUNIO,26.7,33.6,20.1
4050,SONDORILLO,2012,JUNIO,29.8,36.4,23.4
4051,AYABACA,2012,JUNIO,29.7,38.6,21
4052,FRÍAS,2012,JUNIO,27.5,32.2,23
4053,JILILÍ,2012,JUNIO,29.1,35.2,23.2
4054,LAGUNAS,2012,JUNIO,16.7,23.6,10
4055,MONTERO,2012,JUNIO,25.3,30.7,20.2
4056,PACAIPAMPA,2012,JUNIO,27.6,33,22.4
4057,PAIMAS,2012,JUNIO,21.1,29.6,12.7
4058,SAPILLICA,2012,JUNIO,26,33.1,19.1
4059,PAITA,2012,JULIO,19.7,26.5,12.8
4060,AMOTAPE,2012,JULIO,24.5,31.1,17.6
4061,COLÁN,2012,JULIO,28.6,34.6,22.4
4062,EL ARENAL,2012,JULIO,27.9,33.2,22.3
4063,LA HUACA,2012,JULIO,28.3,35.1,21.2
4064,TAMARINDO,2012,JULIO,27.8,32.7,22.7
4065,VICHAYAL,2012,JULIO,25.3,30.8,19.7
4066,CHULUCANAS,2012,JULIO,24.1,30.6,17.5
4067,BUENOS AIRES,2012,JULIO,17.66,23,12.3
4068,CHALACO,2012,JULIO,22.2,29.4,14.8
4069,LA MATANZA,2012,JULIO,20.4,26.6,14.2
4070,MORROPÓN,2012,JULIO,25.9,31.4,20.3
4071,SALITRAL,2012,JULIO,19.3,25,13.5
4072,SAN JUAN DE BIGOTE,2012,JULIO,22.1,28.2,15.8
4073,SANTA CATALINA DE MOSSA,2012,JULIO,16.2,21.8,10.4
4074,SANTO DOMINGO,2012,JULIO,21.1,27.1,14.9
4075,YAMANGO,2012,JULIO,21.6,27.8,15
4076,HUANCABAMBA,2012,JULIO,26,33.2,22.2
4077,CANCHAQUE,2012,JULIO,27.8,34.6,20.8
4078,EL CARMEN DE LA FRONTERA,2012,JULIO,26,31.5,20.2
4079,HUARMACA,2012,JULIO,18.7,25,12.3
4080,LALAQUIZ,2012,JULIO,19.9,25.9,13.9
4081,SAN MIGUEL DE EL FAIQUE,2012,JULIO,28.6,33.9,23.9
4082,SONDOR,2012,JULIO,25.9,31.6,20
4083,SONDORILLO,2012,JULIO,29.5,35.4,23.4
4084,AYABACA,2012,JULIO,29.2,35.6,22.5
4085,FRÍAS,2012,JULIO,29.2,32.6,22.5
4086,JILILÍ,2012,JULIO,28.7,34.2,23
4087,LAGUNAS,2012,JULIO,15.7,22.3,9
4088,MONTERO,2012,JULIO,24.5,29.4,19.5
4089,PACAIPAMPA,2012,JULIO,27.4,33.1,21.5
4090,PAIMAS,2012,JULIO,19.8,26.5,12.9
4091,SAPILLICA,2012,JULIO,25.4,31.5,19.1
4092,PAITA,2012,AGOSTO,20,27.2,13
4093,AMOTAPE,2012,AGOSTO,27.9,34.4,21.5
4094,COLÁN,2012,AGOSTO,27.7,35.5,22.3
4095,EL ARENAL,2012,AGOSTO,27.7,33.5,22.3
4096,LA HUACA,2012,AGOSTO,29.5,36.9,22.2
4097,TAMARINDO,2012,AGOSTO,27.5,32.6,22.5
4098,VICHAYAL,2012,AGOSTO,25.4,30.7,20.2
4099,CHULUCANAS,2012,AGOSTO,24.8,32.1,17.7
4100,BUENOS AIRES,2012,AGOSTO,18.1,23.1,13.4
4101,CHALACO,2012,AGOSTO,22.2,29.9,14.6
4102,LA MATANZA,2012,AGOSTO,20.5,27,14.1
4103,MORROPÓN,2012,AGOSTO,25.8,31.2,20.4
4104,SALITRAL,2012,AGOSTO,20.1,26,14.3
4105,SAN JUAN DE BIGOTE,2012,AGOSTO,22.2,28.4,16.1
4106,SANTA CATALINA DE MOSSA,2012,AGOSTO,16.4,22.2,10.8
4107,SANTO DOMINGO,2012,AGOSTO,20.6,26.8,14.4
4108,YAMANGO,2012,AGOSTO,22.2,28.1,15.7
4109,HUANCABAMBA,2012,AGOSTO,27.8,33.3,22.4
4110,CANCHAQUE,2012,AGOSTO,28.5,36,21.1
4111,EL CARMEN DE LA FRONTERA,2012,AGOSTO,25.8,31.3,20.4
4112,HUARMACA,2012,AGOSTO,19,25.1,13
4113,LALAQUIZ,2012,AGOSTO,20.1,26.3,14
4114,SAN MIGUEL DE EL FAIQUE,2012,AGOSTO,29.1,33.9,24.3
4115,SONDOR,2012,AGOSTO,26.1,32.3,20
4116,SONDORILLO,2012,AGOSTO,29.5,35.3,23.7
4117,AYABACA,2012,AGOSTO,29.7,36.6,22.8
4118,FRÍAS,2012,AGOSTO,28,32.7,23.4
4119,JILILÍ,2012,AGOSTO,29.5,35.5,23.6
4120,LAGUNAS,2012,AGOSTO,15.7,22.2,9.5
4121,MONTERO,2012,AGOSTO,24.8,29.9,19.8
4122,PACAIPAMPA,2012,AGOSTO,27.9,33.5,22.5
4123,PAIMAS,2012,AGOSTO,19.8,26.9,12.9
4124,SAPILLICA,2012,AGOSTO,25.9,32.3,19.6
4125,PAITA,2012,SEPTIEMBRE,19,26.4,11.7
4126,AMOTAPE,2012,SEPTIEMBRE,26.2,33.1,19.3
4127,COLÁN,2012,SEPTIEMBRE,28.9,34.1,23.7
4128,EL ARENAL,2012,SEPTIEMBRE,26.7,32.1,21.4
4129,LA HUACA,2012,SEPTIEMBRE,26.1,33,19.3
4130,TAMARINDO,2012,SEPTIEMBRE,27.3,32,22.7
4131,VICHAYAL,2012,SEPTIEMBRE,25.1,30.4,19.8
4132,CHULUCANAS,2012,SEPTIEMBRE,21.8,29.2,14.5
4133,BUENOS AIRES,2012,SEPTIEMBRE,17.5,23.3,11.8
4134,CHALACO,2012,SEPTIEMBRE,20.1,27.7,12.5
4135,LA MATANZA,2012,SEPTIEMBRE,19.9,26.9,13.1
4136,MORROPÓN,2012,SEPTIEMBRE,25.3,30.6,20.1
4137,SALITRAL,2012,SEPTIEMBRE,19,25.2,12.8
4138,SAN JUAN DE BIGOTE,2012,SEPTIEMBRE,21.1,27.3,14.8
4139,SANTA CATALINA DE MOSSA,2012,SEPTIEMBRE,16.9,23,10.9
4140,SANTO DOMINGO,2012,SEPTIEMBRE,20.8,27.4,14.4
4141,YAMANGO,2012,SEPTIEMBRE,21.9,28.2,15
4142,HUANCABAMBA,2012,SEPTIEMBRE,27.5,32.9,22.2
4143,CANCHAQUE,2012,SEPTIEMBRE,26.1,33,19.4
4144,EL CARMEN DE LA FRONTERA,2012,SEPTIEMBRE,25.8,31.3,20.5
4145,HUARMACA,2012,SEPTIEMBRE,18.8,25.2,12.5
4146,LALAQUIZ,2012,SEPTIEMBRE,20,26.8,13.4
4147,SAN MIGUEL DE EL FAIQUE,2012,SEPTIEMBRE,28.6,33.5,23.8
4148,SONDOR,2012,SEPTIEMBRE,25.2,31,19.4
4149,SONDORILLO,2012,SEPTIEMBRE,28.7,34.6,22.9
4150,AYABACA,2012,SEPTIEMBRE,27.5,34.6,20.5
4151,FRÍAS,2012,SEPTIEMBRE,27.5,32.5,22.5
4152,JILILÍ,2012,SEPTIEMBRE,27.9,33.8,22.1
4153,LAGUNAS,2012,SEPTIEMBRE,15.9,22.8,9.1
4154,MONTERO,2012,SEPTIEMBRE,24.4,29.4,19.6
4155,PACAIPAMPA,2012,SEPTIEMBRE,27.5,33.4,21.7
4156,PAIMAS,2012,SEPTIEMBRE,18.3,25.6,11.2
4157,SAPILLICA,2012,SEPTIEMBRE,24.4,30.8,18.1
4158,PAITA,2012,OCTUBRE,18.6,28.1,9.2
4159,AMOTAPE,2012,OCTUBRE,22.3,30,14.6
4160,COLÁN,2012,OCTUBRE,25.7,31.9,19.4
4161,EL ARENAL,2012,OCTUBRE,26.5,31.8,21.2
4162,LA HUACA,2012,OCTUBRE,23.2,30.6,15.9
4163,TAMARINDO,2012,OCTUBRE,28,33.2,22.7
4164,VICHAYAL,2012,OCTUBRE,24.6,29.7,19.5
4165,CHULUCANAS,2012,OCTUBRE,19.9,28.7,11.2
4166,BUENOS AIRES,2012,OCTUBRE,17.5,24.3,10.8
4167,CHALACO,2012,OCTUBRE,19,28,10
4168,LA MATANZA,2012,OCTUBRE,19.7,28.5,10.8
4169,MORROPÓN,2012,OCTUBRE,25.3,31,19.6
4170,SALITRAL,2012,OCTUBRE,17.9,25.7,10.1
4171,SAN JUAN DE BIGOTE,2012,OCTUBRE,20.6,27.8,13.5
4172,SANTA CATALINA DE MOSSA,2012,OCTUBRE,15.1,22.9,7.3
4173,SANTO DOMINGO,2012,OCTUBRE,21.2,28.9,13.4
4174,YAMANGO,2012,OCTUBRE,21.2,28.7,13.8
4175,HUANCABAMBA,2012,OCTUBRE,27.6,33.6,21.7
4176,CANCHAQUE,2012,OCTUBRE,23.6,30.7,16.5
4177,EL CARMEN DE LA FRONTERA,2012,OCTUBRE,25.6,31.2,20
4178,HUARMACA,2012,OCTUBRE,17.7,25.2,10.2
4179,LALAQUIZ,2012,OCTUBRE,19.4,27.7,11.1
4180,SAN MIGUEL DE EL FAIQUE,2012,OCTUBRE,27.1,32.1,22.1
4181,SONDOR,2012,OCTUBRE,23.6,30.5,16.7
4182,SONDORILLO,2012,OCTUBRE,27.1,34.3,19.8
4183,AYABACA,2012,OCTUBRE,24,33.1,15
4184,FRÍAS,2012,OCTUBRE,26.7,31.3,22
4185,JILILÍ,2012,OCTUBRE,25.6,31.9,19.3
4186,LAGUNAS,2012,OCTUBRE,15,23.9,6.1
4187,MONTERO,2012,OCTUBRE,23.2,28.4,18
4188,PACAIPAMPA,2012,OCTUBRE,26.1,31.5,20.7
4189,PAIMAS,2012,OCTUBRE,18.2,27.5,9
4190,SAPILLICA,2012,OCTUBRE,22.8,30.1,15.5
4191,PAITA,2012,NOVIEMBRE,15.8,24.4,7.2
4192,AMOTAPE,2012,NOVIEMBRE,17.2,24.3,10.1
4193,COLÁN,2012,NOVIEMBRE,22.4,28.7,15.8
4194,EL ARENAL,2012,NOVIEMBRE,23.6,29.5,17.4
4195,LA HUACA,2012,NOVIEMBRE,18.5,25.3,11.4
4196,TAMARINDO,2012,NOVIEMBRE,26.5,31.8,20.9
4197,VICHAYAL,2012,NOVIEMBRE,22.6,28.5,16.5
4198,CHULUCANAS,2012,NOVIEMBRE,15.5,24,6.8
4199,BUENOS AIRES,2012,NOVIEMBRE,15.1,21.3,8.7
4200,CHALACO,2012,NOVIEMBRE,15.9,25.1,6.5
4201,LA MATANZA,2012,NOVIEMBRE,16.4,24.7,8
4202,MORROPÓN,2012,NOVIEMBRE,24.2,30.3,17.7
4203,SALITRAL,2012,NOVIEMBRE,15.4,22.1,8.5
4204,SAN JUAN DE BIGOTE,2012,NOVIEMBRE,18.8,26.8,10.6
4205,SANTA CATALINA DE MOSSA,2012,NOVIEMBRE,12.5,20,5.1
4206,SANTO DOMINGO,2012,NOVIEMBRE,18.1,26,10.2
4207,YAMANGO,2012,NOVIEMBRE,19.6,27.5,11.7
4208,HUANCABAMBA,2012,NOVIEMBRE,25.8,32.6,18.7
4209,CANCHAQUE,2012,NOVIEMBRE,19,24.5,13.3
4210,EL CARMEN DE LA FRONTERA,2012,NOVIEMBRE,23,29,16.6
4211,HUARMACA,2012,NOVIEMBRE,15.8,23.1,8.5
4212,LALAQUIZ,2012,NOVIEMBRE,16.6,23.6,9.5
4213,SAN MIGUEL DE EL FAIQUE,2012,NOVIEMBRE,24.1,29.7,18.2
4214,SONDOR,2012,NOVIEMBRE,20.1,25.6,14.4
4215,SONDORILLO,2012,NOVIEMBRE,24.3,32.5,15.9
4216,AYABACA,2012,NOVIEMBRE,19.9,28.7,10.9
4217,FRÍAS,2012,NOVIEMBRE,24.4,29.8,18.8
4218,JILILÍ,2012,NOVIEMBRE,21.4,26.9,15.7
4219,LAGUNAS,2012,NOVIEMBRE,13.1,21.7,4.3
4220,MONTERO,2012,NOVIEMBRE,20.5,25.1,15.7
4221,PACAIPAMPA,2012,NOVIEMBRE,22.5,28.8,15.9
4222,PAIMAS,2012,NOVIEMBRE,15.3,24.2,6.3
4223,SAPILLICA,2012,NOVIEMBRE,19.4,26.6,12
4224,PAITA,2012,DICIEMBRE,14.35,24,4.7
4225,AMOTAPE,2012,DICIEMBRE,14,20.4,7.6
4226,COLÁN,2012,DICIEMBRE,18.95,25,12.9
4227,EL ARENAL,2012,DICIEMBRE,25.05,31.2,18.9
4228,LA HUACA,2012,DICIEMBRE,15.65,23.6,7.7
4229,TAMARINDO,2012,DICIEMBRE,25.5,31.8,19.2
4230,VICHAYAL,2012,DICIEMBRE,23.15,29.8,16.5
4231,CHULUCANAS,2012,DICIEMBRE,11.75,20.7,2.8
4232,BUENOS AIRES,2012,DICIEMBRE,15.6,23.3,7.9
4233,CHALACO,2012,DICIEMBRE,13.05,22.7,3.4
4234,LA MATANZA,2012,DICIEMBRE,15.7,24.9,6.5
4235,MORROPÓN,2012,DICIEMBRE,23.9,30.7,17.1
4236,SALITRAL,2012,DICIEMBRE,15.25,23.8,6.7
4237,SAN JUAN DE BIGOTE,2012,DICIEMBRE,17.15,25.7,8.6
4238,SANTA CATALINA DE MOSSA,2012,DICIEMBRE,13.16,22.1,4.22
4239,SANTO DOMINGO,2012,DICIEMBRE,16.8,25.8,7.8
4240,YAMANGO,2012,DICIEMBRE,19.6,28.4,10.8
4241,HUANCABAMBA,2012,DICIEMBRE,22.95,30.2,15.7
4242,CANCHAQUE,2012,DICIEMBRE,16.6,24,9.2
4243,EL CARMEN DE LA FRONTERA,2012,DICIEMBRE,23.05,29.9,16.2
4244,HUARMACA,2012,DICIEMBRE,16,24.3,7.7
4245,LALAQUIZ,2012,DICIEMBRE,16.05,24.5,7.6
4246,SAN MIGUEL DE EL FAIQUE,2012,DICIEMBRE,25.1,30.4,19.8
4247,SONDOR,2012,DICIEMBRE,19.15,26,12.3
4248,SONDORILLO,2012,DICIEMBRE,20.45,28.4,12.5
4249,AYABACA,2012,DICIEMBRE,14.5,23.1,5.9
4250,FRÍAS,2012,DICIEMBRE,25,30.3,19.7
4251,JILILÍ,2012,DICIEMBRE,19.8,26.1,13.5
4252,LAGUNAS,2012,DICIEMBRE,13.3,22.9,3.7
4253,MONTERO,2012,DICIEMBRE,20.9,26.2,15.6
4254,PACAIPAMPA,2012,DICIEMBRE,24.15,30.8,17.5
4255,PAIMAS,2012,DICIEMBRE,13.45,23.3,3.6
4256,SAPILLICA,2012,DICIEMBRE,17.4,25.16,9.65
4257,PAITA,2012,ANUAL,17.804,26.617,9.1
4258,AMOTAPE,2012,ANUAL,19.892,26.95,12.825
4259,COLÁN,2012,ANUAL,23.096,29.867,16.483
4260,EL ARENAL,2012,ANUAL,26.571,32.367,20.825
4261,LA HUACA,2012,ANUAL,22.446,29.992,15.283
4262,TAMARINDO,2012,ANUAL,25.667,31.608,19.733
4263,VICHAYAL,2012,ANUAL,24.363,30.217,18.525
4264,CHULUCANAS,2012,ANUAL,19.296,27.833,10.783
4265,BUENOS AIRES,2012,ANUAL,16.972,23.383,10.617
4266,CHALACO,2012,ANUAL,18.304,27.45,9.167
4267,LA MATANZA,2012,ANUAL,19.025,27.208,10.708
4268,MORROPÓN,2012,ANUAL,25.225,31.183,18.742
4269,SALITRAL,2012,ANUAL,17.671,24.958,10.375
4270,SAN JUAN DE BIGOTE,2012,ANUAL,20.371,28.058,12.708
4271,SANTA CATALINA DE MOSSA,2012,ANUAL,14.638,21.858,7.418
4272,SANTO DOMINGO,2012,ANUAL,19.742,27.7,11.808
4273,YAMANGO,2012,ANUAL,21.45,29.108,13.692
4274,HUANCABAMBA,2012,ANUAL,25.221,32.45,18.292
4275,CANCHAQUE,2012,ANUAL,22.742,29.767,15.708
4276,EL CARMEN DE LA FRONTERA,2012,ANUAL,24.679,30.95,18.408
4277,HUARMACA,2012,ANUAL,17.767,25.033,10.525
4278,LALAQUIZ,2012,ANUAL,19.013,26.6,11.458
4279,SAN MIGUEL DE EL FAIQUE,2012,ANUAL,26.75,31.717,21.85
4280,SONDOR,2012,ANUAL,22.954,29.65,16.275
4281,SONDORILLO,2012,ANUAL,25.088,32.867,17.3
4282,AYABACA,2012,ANUAL,22.442,31.208,13.633
4283,FRÍAS,2012,ANUAL,26.033,30.967,20.825
4284,JILILÍ,2012,ANUAL,24.633,30.492,18.783
4285,LAGUNAS,2012,ANUAL,14.7,23.075,6.417
4286,MONTERO,2012,ANUAL,22.908,28.083,17.767
4287,PACAIPAMPA,2012,ANUAL,25.954,32.017,19.908
4288,PAIMAS,2012,ANUAL,17.288,26.65,8.483
4289,SAPILLICA,2012,ANUAL,21.867,29.138,14.504
4290,PAITA,2013,ENERO,13.388,21.622,5.154
4291,AMOTAPE,2013,ENERO,12.944,18.971,6.918
4292,COLÁN,2013,ENERO,16.809,23.29,10.327
4293,EL ARENAL,2013,ENERO,24.556,29.699,19.413
4294,LA HUACA,2013,ENERO,13.447,20.442,6.452
4295,TAMARINDO,2013,ENERO,24.997,31.304,18.689
4296,VICHAYAL,2013,ENERO,22.837,28.462,17.212
4297,CHULUCANAS,2013,ENERO,9.285,17.536,1.034
4298,BUENOS AIRES,2013,ENERO,15.109,22.014,8.204
4299,CHALACO,2013,ENERO,11.356,20.582,2.129
4300,LA MATANZA,2013,ENERO,15.695,24.103,7.287
4301,MORROPÓN,2013,ENERO,24,30.911,17.088
4302,SALITRAL,2013,ENERO,14.878,22.591,7.166
4303,SAN JUAN DE BIGOTE,2013,ENERO,16.885,24.118,9.652
