Distrito;Mes;Año;Tipo_sequia
Chalaco;7;2013;D0
Chalaco;7;2014;NPS
Chalaco;7;2015;NPS
Chalaco;7;2016;D1
Chalaco;7;2017;D0
Chalaco;7;2018;D0
Chalaco;7;2019;D1
Chalaco;7;2020;D0
Chalaco;7;2021;NPS
Chalaco;8;2003;NPS
Chalaco;8;2004;D0
Chalaco;8;2005;NPS
Chalaco;8;2006;D0
Chalaco;8;2007;D0
Chalaco;8;2008;D0
Chalaco;8;2009;D1
Chalaco;8;2010;NPS
Chalaco;8;2011;NPS
Chalaco;8;2012;NPS
Chalaco;8;2013;NPS
Chalaco;8;2014;NPS
Chalaco;8;2015;NPS
Chalaco;8;2016;D1
Chalaco;8;2017;NPS
Chalaco;8;2018;D0
Chalaco;8;2019;D1
Chalaco;8;2020;NPS
Chalaco;8;2021;NPS
Chalaco;9;2003;D0
Chalaco;9;2004;D0
Chalaco;9;2005;D0
Chalaco;9;2006;NPS
Chalaco;9;2007;NPS
Chalaco;9;2008;NPS
Chalaco;9;2009;D2
Chalaco;9;2010;NPS
Chalaco;9;2011;NPS
Chalaco;9;2012;NPS
Chalaco;9;2013;NPS
Chalaco;9;2014;NPS
Chalaco;9;2015;D0
Chalaco;9;2016;NPS
Chalaco;9;2017;NPS
Chalaco;9;2018;D0
Chalaco;9;2019;NPS
Chalaco;9;2020;NPS
Chalaco;10;2003;NPS
Chalaco;10;2004;D0
Chalaco;10;2005;D0
Chalaco;10;2006;NPS
Chalaco;10;2007;NPS
Chalaco;10;2008;NPS
Chalaco;10;2009;D1
Chalaco;10;2010;NPS
Chalaco;10;2011;NPS
Chalaco;10;2012;NPS
Chalaco;10;2013;NPS
Chalaco;10;2014;NPS
Chalaco;10;2015;NPS
Chalaco;10;2016;NPS
Chalaco;10;2017;NPS
Chalaco;10;2018;D0
Chalaco;10;2019;NPS
Chalaco;10;2020;NPS
Chalaco;11;2003;NPS
Chalaco;11;2004;D0
Chalaco;11;2005;D0
Chalaco;11;2006;NPS
Chalaco;11;2007;NPS
Chalaco;11;2008;D0
Chalaco;11;2009;D1
Chalaco;11;2010;D0
Chalaco;11;2011;NPS
Chalaco;11;2012;NPS
Chalaco;11;2013;NPS
Chalaco;11;2014;NPS
Chalaco;11;2015;NPS
Chalaco;11;2016;D0
Chalaco;11;2017;NPS
Chalaco;11;2018;NPS
Chalaco;11;2019;NPS
Chalaco;11;2020;D0
Chalaco;12;2003;NPS
Chalaco;12;2004;D0
Chalaco;12;2005;D1
Chalaco;12;2006;NPS
Chalaco;12;2007;NPS
Chalaco;12;2008;D0
Chalaco;12;2009;D1
Chalaco;12;2010;NPS
Chalaco;12;2011;NPS
Chalaco;12;2012;D0
Chalaco;12;2013;NPS
Chalaco;12;2014;NPS
Chalaco;12;2015;NPS
Chalaco;12;2016;D0
Chalaco;12;2017;NPS
Chalaco;12;2018;NPS
Chalaco;12;2019;NPS
Chalaco;12;2020;D0
Morropon;1;2003;D0
Morropon;1;2004;NPS
Morropon;1;2005;NPS
Morropon;1;2006;D0
Morropon;1;2007;NPS
Morropon;1;2008;D1
Morropon;1;2009;NPS
Morropon;1;2010;NPS
Morropon;1;2011;NPS
Morropon;1;2012;D3
Morropon;1;2013;NPS
Morropon;1;2014;NPS
Morropon;1;2015;NPS
Morropon;1;2016;D0
Morropon;1;2017;NPS
Morropon;1;2018;NPS
Morropon;1;2019;NPS
Morropon;1;2020;NPS
Morropon;1;2021;D2
Morropon;2;2003;D0
Morropon;2;2004;NPS
Morropon;2;2005;NPS
Morropon;2;2006;D1
Morropon;2;2007;NPS
Morropon;2;2008;D1
Morropon;2;2009;NPS
Morropon;2;2010;NPS
Morropon;2;2011;NPS
Morropon;2;2012;D3
Morropon;2;2013;NPS
Morropon;2;2014;NPS
Morropon;2;2015;NPS
Morropon;2;2016;D0
Morropon;2;2017;NPS
Morropon;2;2018;NPS
Morropon;2;2019;D0
Morropon;2;2020;NPS
Morropon;2;2021;D2
Morropon;3;2003;D0
Morropon;3;2004;NPS
Morropon;3;2005;NPS
Morropon;3;2006;D1
Morropon;3;2007;NPS
Morropon;3;2008;D1
Morropon;3;2009;NPS
Morropon;3;2010;NPS
Morropon;3;2011;D1
Morropon;3;2012;D3
Morropon;3;2013;NPS
Morropon;3;2014;NPS
Morropon;3;2015;NPS
Morropon;3;2016;D0
Morropon;3;2017;NPS
Morropon;3;2018;NPS
Morropon;3;2019;D0
Morropon;3;2020;NPS
Morropon;3;2021;D2
Morropon;4;2003;D0
Morropon;4;2004;NPS
Morropon;4;2005;NPS
Morropon;4;2006;D3
Morropon;4;2007;D1
Morropon;4;2008;D2
Morropon;4;2009;NPS
Morropon;4;2010;NPS
Morropon;4;2011;D3
Morropon;4;2012;D2
Morropon;4;2013;D0
Morropon;4;2014;NPS
Morropon;4;2015;NPS
Morropon;4;2016;NPS
Morropon;4;2017;NPS
Morropon;4;2018;NPS
Morropon;4;2019;D0
Morropon;4;2020;D0
Morropon;4;2021;D3
Morropon;5;2003;D0
Morropon;5;2004;NPS
Morropon;5;2005;NPS
Morropon;5;2006;D2
Morropon;5;2007;D1
Morropon;5;2008;D2
Morropon;5;2009;NPS
Morropon;5;2010;NPS
Morropon;5;2011;D3
Morropon;5;2012;D2
Morropon;5;2013;D1
Morropon;5;2014;D0
Morropon;5;2015;NPS
Morropon;5;2016;NPS
Morropon;5;2017;NPS
Morropon;5;2018;NPS
Morropon;5;2019;D0
Morropon;5;2020;D0
Morropon;5;2021;D3
Morropon;6;2003;D0
Morropon;6;2004;NPS
Morropon;6;2005;NPS
Morropon;6;2006;D2
Morropon;6;2007;D0
Morropon;6;2008;D3
Morropon;6;2009;NPS
Morropon;6;2010;NPS
Morropon;6;2011;D3
Morropon;6;2012;D2
Morropon;6;2013;D1
Morropon;6;2014;D0
Morropon;6;2015;NPS
Morropon;6;2016;D0
Morropon;6;2017;D0
Morropon;6;2018;D0
Morropon;6;2019;D0
Morropon;6;2020;D1
Morropon;6;2021;D3
Morropon;7;2003;NPS
Morropon;7;2004;NPS
Morropon;7;2005;NPS
Morropon;7;2006;D1
Morropon;7;2007;NPS
Morropon;7;2008;D2
Morropon;7;2009;NPS
Morropon;7;2010;NPS
Morropon;7;2011;D2
Morropon;7;2012;D1
Morropon;7;2013;D0
Morropon;7;2014;D0
Morropon;7;2015;NPS
Morropon;7;2016;D0
Morropon;7;2017;D0
Morropon;7;2018;D0
Morropon;7;2019;D1
Morropon;7;2020;D2
Morropon;7;2021;D3
Morropon;8;2003;NPS
Morropon;8;2004;NPS
Morropon;8;2005;NPS
Morropon;8;2006;D0
Morropon;8;2007;NPS
Morropon;8;2008;NPS
Morropon;8;2009;NPS
Morropon;8;2010;NPS
Morropon;8;2011;D3
Morropon;8;2012;D1
Morropon;8;2013;D0
Morropon;8;2014;NPS
Morropon;8;2015;NPS
Morropon;8;2016;NPS
Morropon;8;2017;NPS
Morropon;8;2018;D1
Morropon;8;2019;D1
Morropon;8;2020;D2
Morropon;8;2021;NPS
Morropon;9;2003;NPS
Morropon;9;2004;NPS
Morropon;9;2005;NPS
Morropon;9;2006;NPS
Morropon;9;2007;D0
Morropon;9;2008;NPS
Morropon;9;2009;NPS
Morropon;9;2010;NPS
Morropon;9;2011;D2
Morropon;9;2012;D0
Morropon;9;2013;NPS
Morropon;9;2014;NPS
Morropon;9;2015;NPS
Morropon;9;2016;NPS
Morropon;9;2017;NPS
Morropon;9;2018;NPS
Morropon;9;2019;D2
Morropon;9;2020;D1
Morropon;10;2003;NPS
Morropon;10;2004;NPS
Morropon;10;2005;NPS
Morropon;10;2006;NPS
Morropon;10;2007;D1
Morropon;10;2008;NPS
Morropon;10;2009;NPS
Morropon;10;2010;NPS
Morropon;10;2011;D3
Morropon;10;2012;D0
Morropon;10;2013;NPS
Morropon;10;2014;NPS
Morropon;10;2015;NPS
Morropon;10;2016;NPS
Morropon;10;2017;NPS
Morropon;10;2018;NPS
Morropon;10;2019;D1
Morropon;10;2020;D1
Morropon;11;2003;NPS
Morropon;11;2004;NPS
Morropon;11;2005;NPS
Morropon;11;2006;NPS
Morropon;11;2007;D0
Morropon;11;2008;NPS
Morropon;11;2009;NPS
Morropon;11;2010;NPS
Morropon;11;2011;D3
Morropon;11;2012;NPS
Morropon;11;2013;NPS
Morropon;11;2014;NPS
Morropon;11;2015;NPS
Morropon;11;2016;NPS
Morropon;11;2017;NPS
Morropon;11;2018;NPS
Morropon;11;2019;D0
Morropon;11;2020;D0
Morropon;12;2003;NPS
Morropon;12;2004;NPS
Morropon;12;2005;D0
Morropon;12;2006;NPS
Morropon;12;2007;D1
Morropon;12;2008;NPS
Morropon;12;2009;NPS
Morropon;12;2010;NPS
Morropon;12;2011;D3
Morropon;12;2012;NPS
Morropon;12;2013;NPS
Morropon;12;2014;NPS
Morropon;12;2015;NPS
Morropon;12;2016;NPS
Morropon;12;2017;NPS
Morropon;12;2018;NPS
Morropon;12;2019;NPS
Morropon;12;2020;D1
Salitral;1;2003;D0
Salitral;1;2004;NPS
Salitral;1;2005;NPS
Salitral;1;2006;D0
Salitral;1;2007;NPS
Salitral;1;2008;NPS
Salitral;1;2009;D1
Salitral;1;2010;D0
Salitral;1;2011;NPS
Salitral;1;2012;D0
Salitral;1;2013;NPS
Salitral;1;2014;NPS
Salitral;1;2015;NPS
Salitral;1;2016;NPS
Salitral;1;2017;NPS
Salitral;1;2018;D0
Salitral;1;2019;NPS
Salitral;1;2020;NPS
Salitral;1;2021;D0
Salitral;2;2003;D0
Salitral;2;2004;NPS
Salitral;2;2005;NPS
Salitral;2;2006;D1
Salitral;2;2007;NPS
Salitral;2;2008;NPS
Salitral;2;2009;D1
Salitral;2;2010;NPS
Salitral;2;2011;NPS
Salitral;2;2012;NPS
Salitral;2;2013;NPS
Salitral;2;2014;NPS
Salitral;2;2015;NPS
Salitral;2;2016;NPS
Salitral;2;2017;NPS
Salitral;2;2018;D0
Salitral;2;2019;NPS
Salitral;2;2020;NPS
Salitral;2;2021;D0
Salitral;3;2003;D0
Salitral;3;2004;NPS
Salitral;3;2005;NPS
Salitral;3;2006;D2
Salitral;3;2007;NPS
Salitral;3;2008;D0
Salitral;3;2009;D1
Salitral;3;2010;NPS
Salitral;3;2011;D0
Salitral;3;2012;NPS
Salitral;3;2013;NPS
Salitral;3;2014;NPS
Salitral;3;2015;NPS
Salitral;3;2016;NPS
Salitral;3;2017;NPS
Salitral;3;2018;D0
Salitral;3;2019;NPS
Salitral;3;2020;NPS
Salitral;3;2021;D1
Salitral;4;2003;D0
Salitral;4;2004;NPS
Salitral;4;2005;NPS
Salitral;4;2006;D1
Salitral;4;2007;NPS
Salitral;4;2008;D1
Salitral;4;2009;D1
Salitral;4;2010;NPS
Salitral;4;2011;D1
Salitral;4;2012;NPS
Salitral;4;2013;D1
Salitral;4;2014;NPS
Salitral;4;2015;NPS
Salitral;4;2016;D0
Salitral;4;2017;NPS
Salitral;4;2018;D0
Salitral;4;2019;NPS
Salitral;4;2020;NPS
Salitral;4;2021;D1
Salitral;5;2003;D0
Salitral;5;2004;NPS
Salitral;5;2005;NPS
Salitral;5;2006;D0
Salitral;5;2007;NPS
Salitral;5;2008;D1
Salitral;5;2009;D1
Salitral;5;2010;NPS
Salitral;5;2011;D1
Salitral;5;2012;NPS
Salitral;5;2013;NPS
Salitral;5;2014;NPS
Salitral;5;2015;NPS
Salitral;5;2016;NPS
Salitral;5;2017;NPS
Salitral;5;2018;NPS
Salitral;5;2019;D0
Salitral;5;2020;NPS
Salitral;5;2021;D0
Salitral;6;2003;NPS
Salitral;6;2004;NPS
Salitral;6;2005;D0
Salitral;6;2006;D0
Salitral;6;2007;D1
Salitral;6;2008;D1
Salitral;6;2009;D1
Salitral;6;2010;NPS
Salitral;6;2011;D3
Salitral;6;2012;NPS
Salitral;6;2013;NPS
Salitral;6;2014;NPS
Salitral;6;2015;NPS
Salitral;6;2016;NPS
Salitral;6;2017;D0
Salitral;6;2018;NPS
Salitral;6;2019;D0
Salitral;6;2020;D0
Salitral;6;2021;NPS
Salitral;7;2003;NPS
Salitral;7;2004;NPS
Salitral;7;2005;NPS
Salitral;7;2006;D0
Salitral;7;2007;NPS
Salitral;7;2008;D0
Salitral;7;2009;D1
Salitral;7;2010;NPS
Salitral;7;2011;D1
Salitral;7;2012;NPS
Salitral;7;2013;NPS
Salitral;7;2014;NPS
Salitral;7;2015;NPS
Salitral;7;2016;NPS
Salitral;7;2017;D0
Salitral;7;2018;NPS
Salitral;7;2019;D0
Salitral;7;2020;D0
Salitral;7;2021;NPS
Salitral;8;2003;NPS
Salitral;8;2004;NPS
Salitral;8;2005;NPS
Salitral;8;2006;NPS
Salitral;8;2007;NPS
Salitral;8;2008;D0
Salitral;8;2009;D1
Salitral;8;2010;NPS
Salitral;8;2011;D1
Salitral;8;2012;NPS
Salitral;8;2013;NPS
Salitral;8;2014;NPS
Salitral;8;2015;NPS
Salitral;8;2016;NPS
Salitral;8;2017;NPS
Salitral;8;2018;NPS
Salitral;8;2019;D0
Salitral;8;2020;D0
Salitral;8;2021;NPS
Salitral;9;2003;NPS
Salitral;9;2004;NPS
Salitral;9;2005;D0
Salitral;9;2006;NPS
Salitral;9;2007;NPS
Salitral;9;2008;D0
Salitral;9;2009;D1
Salitral;9;2010;NPS
Salitral;9;2011;NPS
Salitral;9;2012;NPS
Salitral;9;2013;NPS
Salitral;9;2014;NPS
Salitral;9;2015;NPS
Salitral;9;2016;NPS
Salitral;9;2017;NPS
Salitral;9;2018;NPS
Salitral;9;2019;D0
Salitral;9;2020;D0
Salitral;10;2003;NPS
Salitral;10;2004;NPS
Salitral;10;2005;D0
Salitral;10;2006;NPS
Salitral;10;2007;NPS
Salitral;10;2008;D0
Salitral;10;2009;D1
Salitral;10;2010;NPS
Salitral;10;2011;D0
Salitral;10;2012;NPS
Salitral;10;2013;NPS
Salitral;10;2014;NPS
Salitral;10;2015;NPS
Salitral;10;2016;NPS
Salitral;10;2017;NPS
Salitral;10;2018;NPS
Salitral;10;2019;D0
Salitral;10;2020;D0
Salitral;11;2003;NPS
Salitral;11;2004;NPS
Salitral;11;2005;D0
Salitral;11;2006;NPS
Salitral;11;2007;NPS
Salitral;11;2008;D1
Salitral;11;2009;D1
Salitral;11;2010;NPS
Salitral;11;2011;D0
Salitral;11;2012;NPS
Salitral;11;2013;NPS
Salitral;11;2014;NPS
Salitral;11;2015;NPS
Salitral;11;2016;NPS
Salitral;11;2017;NPS
Salitral;11;2018;NPS
Salitral;11;2019;NPS
Salitral;11;2020;D0
Salitral;12;2003;NPS
Salitral;12;2004;NPS
Salitral;12;2005;D0
Salitral;12;2006;NPS
Salitral;12;2007;NPS
Salitral;12;2008;D1
Salitral;12;2009;D1
Salitral;12;2010;NPS
Salitral;12;2011;D0
Salitral;12;2012;NPS
Salitral;12;2013;NPS
Salitral;12;2014;NPS
Salitral;12;2015;NPS
Salitral;12;2016;NPS
Salitral;12;2017;NPS
Salitral;12;2018;NPS
Salitral;12;2019;NPS
Salitral;12;2020;D0
San Juan de Bigotes;1;2003;NPS
San Juan de Bigotes;1;2004;NPS
San Juan de Bigotes;1;2005;NPS
San Juan de Bigotes;1;2006;D0
San Juan de Bigotes;1;2007;NPS
San Juan de Bigotes;1;2008;D1
San Juan de Bigotes;1;2009;D0
San Juan de Bigotes;1;2010;D1
San Juan de Bigotes;1;2011;D0
San Juan de Bigotes;1;2012;D2
San Juan de Bigotes;1;2013;NPS
San Juan de Bigotes;1;2014;NPS
San Juan de Bigotes;1;2015;NPS
San Juan de Bigotes;1;2016;NPS
San Juan de Bigotes;1;2017;NPS
San Juan de Bigotes;1;2018;D1
San Juan de Bigotes;1;2019;NPS
San Juan de Bigotes;1;2020;D0
San Juan de Bigotes;1;2021;D2
San Juan de Bigotes;2;2003;NPS
San Juan de Bigotes;2;2004;NPS
San Juan de Bigotes;2;2005;NPS
San Juan de Bigotes;2;2006;D1
San Juan de Bigotes;2;2007;NPS
San Juan de Bigotes;2;2008;D1
San Juan de Bigotes;2;2009;D0
San Juan de Bigotes;2;2010;NPS
San Juan de Bigotes;2;2011;NPS
San Juan de Bigotes;2;2012;D1
San Juan de Bigotes;2;2013;D0
San Juan de Bigotes;2;2014;NPS
San Juan de Bigotes;2;2015;NPS
San Juan de Bigotes;2;2016;NPS
San Juan de Bigotes;2;2017;D0
San Juan de Bigotes;2;2018;D2
San Juan de Bigotes;2;2019;NPS
San Juan de Bigotes;2;2020;NPS
San Juan de Bigotes;2;2021;D2
San Juan de Bigotes;3;2003;NPS
San Juan de Bigotes;3;2004;NPS
San Juan de Bigotes;3;2005;NPS
San Juan de Bigotes;3;2006;D2
San Juan de Bigotes;3;2007;NPS
San Juan de Bigotes;3;2008;D1
San Juan de Bigotes;3;2009;D0
San Juan de Bigotes;3;2010;NPS
San Juan de Bigotes;3;2011;D0
San Juan de Bigotes;3;2012;D1
San Juan de Bigotes;3;2013;D0
San Juan de Bigotes;3;2014;NPS
San Juan de Bigotes;3;2015;NPS
San Juan de Bigotes;3;2016;NPS
San Juan de Bigotes;3;2017;D0
San Juan de Bigotes;3;2018;D2
San Juan de Bigotes;3;2019;D0
San Juan de Bigotes;3;2020;D0
San Juan de Bigotes;3;2021;D2
San Juan de Bigotes;4;2003;NPS
San Juan de Bigotes;4;2004;NPS
San Juan de Bigotes;4;2005;NPS
San Juan de Bigotes;4;2006;D2
San Juan de Bigotes;4;2007;NPS
San Juan de Bigotes;4;2008;D1
San Juan de Bigotes;4;2009;D0
San Juan de Bigotes;4;2010;D0
San Juan de Bigotes;4;2011;D2
San Juan de Bigotes;4;2012;NPS
San Juan de Bigotes;4;2013;D0
San Juan de Bigotes;4;2014;D0
San Juan de Bigotes;4;2015;NPS
San Juan de Bigotes;4;2016;NPS
San Juan de Bigotes;4;2017;D0
San Juan de Bigotes;4;2018;D2
San Juan de Bigotes;4;2019;D0
San Juan de Bigotes;4;2020;D0
San Juan de Bigotes;4;2021;D3
San Juan de Bigotes;5;2003;NPS
San Juan de Bigotes;5;2004;NPS
San Juan de Bigotes;5;2005;NPS
San Juan de Bigotes;5;2006;D1
San Juan de Bigotes;5;2007;NPS
San Juan de Bigotes;5;2008;D1
San Juan de Bigotes;5;2009;D0
San Juan de Bigotes;5;2010;NPS
San Juan de Bigotes;5;2011;D2
San Juan de Bigotes;5;2012;NPS
San Juan de Bigotes;5;2013;D0
San Juan de Bigotes;5;2014;NPS
San Juan de Bigotes;5;2015;NPS
San Juan de Bigotes;5;2016;NPS
San Juan de Bigotes;5;2017;D0
San Juan de Bigotes;5;2018;D2
San Juan de Bigotes;5;2019;D1
San Juan de Bigotes;5;2020;NPS
San Juan de Bigotes;5;2021;D2
San Juan de Bigotes;6;2003;NPS
San Juan de Bigotes;6;2004;NPS
San Juan de Bigotes;6;2005;D1
San Juan de Bigotes;6;2006;D2
San Juan de Bigotes;6;2007;NPS
San Juan de Bigotes;6;2008;D1
San Juan de Bigotes;6;2009;D1
San Juan de Bigotes;6;2010;NPS
San Juan de Bigotes;6;2011;D3
San Juan de Bigotes;6;2012;D0
San Juan de Bigotes;6;2013;D0
San Juan de Bigotes;6;2014;NPS
San Juan de Bigotes;6;2015;NPS
San Juan de Bigotes;6;2016;NPS
San Juan de Bigotes;6;2017;D1
San Juan de Bigotes;6;2018;NPS
San Juan de Bigotes;6;2019;D1
San Juan de Bigotes;6;2020;D0
San Juan de Bigotes;6;2021;D1
San Juan de Bigotes;7;2003;NPS
San Juan de Bigotes;7;2004;NPS
San Juan de Bigotes;7;2005;D0
San Juan de Bigotes;7;2006;D0
San Juan de Bigotes;7;2007;NPS
San Juan de Bigotes;7;2008;D1
San Juan de Bigotes;7;2009;D1
San Juan de Bigotes;7;2010;NPS
San Juan de Bigotes;7;2011;D3
San Juan de Bigotes;7;2012;NPS
San Juan de Bigotes;7;2013;NPS
San Juan de Bigotes;7;2014;NPS
San Juan de Bigotes;7;2015;NPS
San Juan de Bigotes;7;2016;D0
San Juan de Bigotes;7;2017;D1
San Juan de Bigotes;7;2018;NPS
San Juan de Bigotes;7;2019;D0
San Juan de Bigotes;7;2020;D0
San Juan de Bigotes;7;2021;NPS
San Juan de Bigotes;8;2003;NPS
San Juan de Bigotes;8;2004;NPS
San Juan de Bigotes;8;2005;NPS
San Juan de Bigotes;8;2006;NPS
San Juan de Bigotes;8;2007;NPS
San Juan de Bigotes;8;2008;D1
San Juan de Bigotes;8;2009;D1
San Juan de Bigotes;8;2010;NPS
San Juan de Bigotes;8;2011;D2
San Juan de Bigotes;8;2012;NPS
San Juan de Bigotes;8;2013;NPS
San Juan de Bigotes;8;2014;NPS
San Juan de Bigotes;8;2015;NPS
San Juan de Bigotes;8;2016;NPS
San Juan de Bigotes;8;2017;D0
San Juan de Bigotes;8;2018;NPS
San Juan de Bigotes;8;2019;D0
San Juan de Bigotes;8;2020;D0
San Juan de Bigotes;8;2021;NPS
San Juan de Bigotes;9;2003;NPS
San Juan de Bigotes;9;2004;NPS
San Juan de Bigotes;9;2005;D0
San Juan de Bigotes;9;2006;NPS
San Juan de Bigotes;9;2007;NPS
San Juan de Bigotes;9;2008;NPS
San Juan de Bigotes;9;2009;D1
San Juan de Bigotes;9;2010;NPS
San Juan de Bigotes;9;2011;D2
San Juan de Bigotes;9;2012;NPS
San Juan de Bigotes;9;2013;NPS
San Juan de Bigotes;9;2014;NPS
San Juan de Bigotes;9;2015;NPS
San Juan de Bigotes;9;2016;NPS
San Juan de Bigotes;9;2017;NPS
San Juan de Bigotes;9;2018;NPS
San Juan de Bigotes;9;2019;D0
San Juan de Bigotes;9;2020;D0
San Juan de Bigotes;10;2003;NPS
San Juan de Bigotes;10;2004;NPS
San Juan de Bigotes;10;2005;NPS
San Juan de Bigotes;10;2006;NPS
San Juan de Bigotes;10;2007;NPS
San Juan de Bigotes;10;2008;D0
San Juan de Bigotes;10;2009;D1
San Juan de Bigotes;10;2010;NPS
San Juan de Bigotes;10;2011;D2
San Juan de Bigotes;10;2012;NPS
San Juan de Bigotes;10;2013;NPS
San Juan de Bigotes;10;2014;NPS
San Juan de Bigotes;10;2015;NPS
San Juan de Bigotes;10;2016;NPS
San Juan de Bigotes;10;2017;NPS
San Juan de Bigotes;10;2018;NPS
San Juan de Bigotes;10;2019;D0
San Juan de Bigotes;10;2020;D1
San Juan de Bigotes;11;2003;NPS
San Juan de Bigotes;11;2004;NPS
San Juan de Bigotes;11;2005;NPS
San Juan de Bigotes;11;2006;NPS
San Juan de Bigotes;11;2007;NPS
San Juan de Bigotes;11;2008;D0
San Juan de Bigotes;11;2009;D1
San Juan de Bigotes;11;2010;NPS
San Juan de Bigotes;11;2011;D2
San Juan de Bigotes;11;2012;NPS
San Juan de Bigotes;11;2013;NPS
San Juan de Bigotes;11;2014;NPS
San Juan de Bigotes;11;2015;NPS
San Juan de Bigotes;11;2016;NPS
San Juan de Bigotes;11;2017;NPS
San Juan de Bigotes;11;2018;NPS
San Juan de Bigotes;11;2019;D0
San Juan de Bigotes;11;2020;D1
San Juan de Bigotes;12;2003;NPS
San Juan de Bigotes;12;2004;NPS
San Juan de Bigotes;12;2005;D1
San Juan de Bigotes;12;2006;NPS
San Juan de Bigotes;12;2007;NPS
San Juan de Bigotes;12;2008;D0
San Juan de Bigotes;12;2009;D1
San Juan de Bigotes;12;2010;NPS
San Juan de Bigotes;12;2011;D3
San Juan de Bigotes;12;2012;NPS
San Juan de Bigotes;12;2013;NPS
San Juan de Bigotes;12;2014;NPS
San Juan de Bigotes;12;2015;NPS
San Juan de Bigotes;12;2016;D0
San Juan de Bigotes;12;2017;D0
San Juan de Bigotes;12;2018;NPS
San Juan de Bigotes;12;2019;NPS
San Juan de Bigotes;12;2020;D2
Santa Catalina de Mossa;1;2003;D1
Santa Catalina de Mossa;1;2004;NPS
Santa Catalina de Mossa;1;2005;NPS
Santa Catalina de Mossa;1;2006;D0
Santa Catalina de Mossa;1;2007;NPS
Santa Catalina de Mossa;1;2008;NPS
Santa Catalina de Mossa;1;2009;NPS
Santa Catalina de Mossa;1;2010;NPS
Santa Catalina de Mossa;1;2011;NPS
Santa Catalina de Mossa;1;2012;NPS
Santa Catalina de Mossa;1;2013;NPS
Santa Catalina de Mossa;1;2014;NPS
Santa Catalina de Mossa;1;2015;D0
Santa Catalina de Mossa;1;2016;NPS
Santa Catalina de Mossa;1;2017;D1
Santa Catalina de Mossa;1;2018;D0
Santa Catalina de Mossa;1;2019;NPS
Santa Catalina de Mossa;1;2020;NPS
Santa Catalina de Mossa;1;2021;D2
Santa Catalina de Mossa;2;2003;D1
Santa Catalina de Mossa;2;2004;NPS
Santa Catalina de Mossa;2;2005;NPS
Santa Catalina de Mossa;2;2006;D0
Santa Catalina de Mossa;2;2007;NPS
Santa Catalina de Mossa;2;2008;D0
Santa Catalina de Mossa;2;2009;NPS
Santa Catalina de Mossa;2;2010;NPS
Santa Catalina de Mossa;2;2011;NPS
Santa Catalina de Mossa;2;2012;NPS
Santa Catalina de Mossa;2;2013;NPS
Santa Catalina de Mossa;2;2014;D0
Santa Catalina de Mossa;2;2015;NPS
Santa Catalina de Mossa;2;2016;D1
Santa Catalina de Mossa;2;2017;D1
Santa Catalina de Mossa;2;2018;D0
Santa Catalina de Mossa;2;2019;NPS
Santa Catalina de Mossa;2;2020;NPS
Santa Catalina de Mossa;2;2021;D2
Santa Catalina de Mossa;3;2003;D1
Santa Catalina de Mossa;3;2004;NPS
Santa Catalina de Mossa;3;2005;NPS
Santa Catalina de Mossa;3;2006;D0
Santa Catalina de Mossa;3;2007;D1
Santa Catalina de Mossa;3;2008;D1
Santa Catalina de Mossa;3;2009;NPS
Santa Catalina de Mossa;3;2010;NPS
Santa Catalina de Mossa;3;2011;D0
Santa Catalina de Mossa;3;2012;NPS
Santa Catalina de Mossa;3;2013;NPS
Santa Catalina de Mossa;3;2014;NPS
Santa Catalina de Mossa;3;2015;NPS
Santa Catalina de Mossa;3;2016;D1
Santa Catalina de Mossa;3;2017;D1
Santa Catalina de Mossa;3;2018;D0
Santa Catalina de Mossa;3;2019;D0
Santa Catalina de Mossa;3;2020;D0
Santa Catalina de Mossa;3;2021;D2
Santa Catalina de Mossa;4;2003;D1
Santa Catalina de Mossa;4;2004;NPS
Santa Catalina de Mossa;4;2005;NPS
Santa Catalina de Mossa;4;2006;D1
Santa Catalina de Mossa;4;2007;NPS
Santa Catalina de Mossa;4;2008;D1
Santa Catalina de Mossa;4;2009;NPS
Santa Catalina de Mossa;4;2010;NPS
Santa Catalina de Mossa;4;2011;D0
Santa Catalina de Mossa;4;2012;NPS
Santa Catalina de Mossa;4;2013;NPS
Santa Catalina de Mossa;4;2014;NPS
Santa Catalina de Mossa;4;2015;D0
Santa Catalina de Mossa;4;2016;NPS
Santa Catalina de Mossa;4;2017;D1
Santa Catalina de Mossa;4;2018;D1
Santa Catalina de Mossa;4;2019;D0
Santa Catalina de Mossa;4;2020;D0
Santa Catalina de Mossa;4;2021;D2
Santa Catalina de Mossa;5;2003;D1
Santa Catalina de Mossa;5;2004;NPS
Santa Catalina de Mossa;5;2005;NPS
Santa Catalina de Mossa;5;2006;NPS
Santa Catalina de Mossa;5;2007;NPS
Santa Catalina de Mossa;5;2008;D1
Santa Catalina de Mossa;5;2009;NPS
Santa Catalina de Mossa;5;2010;NPS
Santa Catalina de Mossa;5;2011;D0
Santa Catalina de Mossa;5;2012;NPS
Santa Catalina de Mossa;5;2013;NPS
Santa Catalina de Mossa;5;2014;NPS
Santa Catalina de Mossa;5;2015;NPS
Santa Catalina de Mossa;5;2016;NPS
Santa Catalina de Mossa;5;2017;D0
Santa Catalina de Mossa;5;2018;D1
Santa Catalina de Mossa;5;2019;D1
Santa Catalina de Mossa;5;2020;D1
