Distritos,Sembrada_ha,Cosechada_ha,Ano,Mes,Tipo_sequia,perdida_ha,producto
Lalaquiz,2845,2246,2005,6,D0,599,frijol
San Miguel del Faique,840,741,2005,6,NPS,99,frijol
Sondor,10298,9740,2005,6,NPS,558,frijol
Ayabaca,6032,4264,2005,6,D1,1768,frijol
Frías,919,86,2005,6,NPS,833,frijol
Lagunas,23840,22419,2005,6,D0,1421,frijol
Montero,901,867,2005,6,NPS,34,frijol
Amotape,4,2,2005,7,NPS,2,frijol
Colán,2926,1539,2005,7,NPS,1387,frijol
Tamarindo,45405,36432,2005,7,NPS,8973,frijol
Vichayal,195,78,2005,7,NPS,117,frijol
La Matanza,88,88,2005,7,NPS,0,frijol
Morropón,4861,4861,2005,7,D0,0,frijol
Salitral,1896,1896,2005,7,NPS,0,frijol
Santa Catalina de Mossa,40,20,2005,7,NPS,20,frijol
Yamango,40533,32220,2005,7,D0,8313,frijol
Canchaque,3375,3375,2005,7,NPS,0,frijol
El Carmen de la Frontera,2546,355,2005,7,NPS,2191,frijol
Lalaquiz,2845,2246,2005,7,NPS,599,frijol
San Miguel del Faique,840,741,2005,7,NPS,99,frijol
Sondor,10298,9740,2005,7,NPS,558,frijol
Ayabaca,6032,4264,2005,7,D0,1768,frijol
Frías,919,86,2005,7,NPS,833,frijol
Lagunas,23870,22419,2005,7,NPS,1451,frijol
Montero,901,867,2005,7,NPS,34,frijol
Amotape,4,2,2005,8,NPS,2,frijol
Colán,2926,1539,2005,8,NPS,1387,frijol
Tamarindo,45405,40650,2005,8,NPS,4755,frijol
Vichayal,195,78,2005,8,NPS,117,frijol
La Matanza,88,88,2005,8,NPS,0,frijol
Morropón,4861,4861,2005,8,NPS,0,frijol
Salitral,1896,1896,2005,8,NPS,0,frijol
Santa Catalina de Mossa,40,20,2005,8,NPS,20,frijol
Yamango,40533,32220,2005,8,NPS,8313,frijol
Canchaque,3375,3375,2005,8,NPS,0,frijol
El Carmen de la Frontera,2546,355,2005,8,NPS,2191,frijol
Lalaquiz,2845,2246,2005,8,D0,599,frijol
San Miguel del Faique,840,741,2005,8,NPS,99,frijol
Sondor,10298,9740,2005,8,NPS,558,frijol
Sondorillo,44,44,2005,8,NPS,0,frijol
Ayabaca,6032,4264,2005,8,NPS,1768,frijol
Frías,919,86,2005,8,NPS,833,frijol
Lagunas,23870,22605,2005,8,NPS,1265,frijol
Montero,901,867,2005,8,NPS,34,frijol
Amotape,4,2,2005,9,NPS,2,frijol
Colán,2926,1539,2005,9,NPS,1387,frijol
Tamarindo,45405,44335,2005,9,NPS,1070,frijol
Vichayal,195,78,2005,9,NPS,117,frijol
La Matanza,88,88,2005,9,NPS,0,frijol
Morropón,4861,4861,2005,9,NPS,0,frijol
Salitral,1896,1896,2005,9,D0,0,frijol
Santa Catalina de Mossa,40,40,2005,9,D0,0,frijol
Yamango,40533,32220,2005,9,D0,8313,frijol
Canchaque,3375,3375,2005,9,NPS,0,frijol
El Carmen de la Frontera,2546,355,2005,9,D0,2191,frijol
Lalaquiz,2845,2246,2005,9,NPS,599,frijol
San Miguel del Faique,840,741,2005,9,NPS,99,frijol
Sondor,10298,9954,2005,9,D0,344,frijol
Sondorillo,44,44,2005,9,NPS,0,frijol
Ayabaca,6032,4264,2005,9,NPS,1768,frijol
Frías,919,88,2005,9,D0,831,frijol
Lagunas,23878,22932,2005,9,NPS,946,frijol
Montero,901,867,2005,9,NPS,34,frijol
Amotape,4,2,2005,12,NPS,2,frijol
Colán,2926,1539,2005,12,D0,1387,frijol
Tamarindo,45405,44335,2005,12,NPS,1070,frijol
Vichayal,195,78,2005,12,D0,117,frijol
La Matanza,88,88,2005,12,D0,0,frijol
Morropón,4861,4861,2005,12,D0,0,frijol
Salitral,1896,1896,2005,12,D1,0,frijol
Santa Catalina de Mossa,40,40,2005,12,D1,0,frijol
Yamango,40533,32220,2005,12,D0,8313,frijol
Canchaque,3375,3375,2005,12,NPS,0,frijol
El Carmen de la Frontera,2546,355,2005,12,D0,2191,frijol
Lalaquiz,2845,2246,2005,12,NPS,599,frijol
San Miguel del Faique,840,741,2005,12,D0,99,frijol
Sondor,10298,9954,2005,12,D1,344,frijol
Sondorillo,44,44,2005,12,D0,0,frijol
Ayabaca,6032,4264,2005,12,NPS,1768,frijol
Frías,919,88,2005,12,D0,831,frijol
Lagunas,23878,22932,2005,12,NPS,946,frijol
Montero,901,867,2005,12,NPS,34,frijol
Tamarindo,43807,2190,2006,1,NPS,41617,frijol
Morropón,3957,3925,2006,1,D0,32,frijol
Yamango,46560,60,2006,1,D1,46500,frijol
Canchaque,2073,338,2006,1,D0,1735,frijol
Sondor,11724,2500,2006,1,D1,9224,frijol
Lagunas,18326,2651,2006,1,NPS,15675,frijol
Colán,1347,7,2006,2,NPS,1340,frijol
Tamarindo,44998,4838,2006,2,NPS,40160,frijol
Morropón,4510,3925,2006,2,D0,585,frijol
Salitral,2104,1770,2006,2,D1,334,frijol
Yamango,46602,19981,2006,2,D1,26621,frijol
Canchaque,2290,488,2006,2,D0,1802,frijol
Lalaquiz,2579,1315,2006,2,NPS,1264,frijol
Sondor,11872,5771,2006,2,D3,6101,frijol
Ayabaca,4909,100,2006,2,NPS,4809,frijol
Lagunas,24500,6157,2006,2,NPS,18343,frijol
Montero,273,15,2006,2,NPS,258,frijol
Colán,1347,7,2006,3,NPS,1340,frijol
Tamarindo,45078,25954,2006,3,NPS,19124,frijol
Morropón,4675,3925,2006,3,D1,750,frijol
Salitral,2116,1810,2006,3,D2,306,frijol
Yamango,46632,46323,2006,3,D2,309,frijol
Canchaque,2341,665,2006,3,NPS,1676,frijol
Lalaquiz,2579,1450,2006,3,NPS,1129,frijol
San Miguel del Faique,682,384,2006,3,D0,298,frijol
Sondor,11872,11271,2006,3,D4,601,frijol
Ayabaca,4909,1550,2006,3,NPS,3359,frijol
Frías,747,400,2006,3,D0,347,frijol
Lagunas,24726,8952,2006,3,NPS,15774,frijol
Montero,273,15,2006,3,NPS,258,frijol
Colán,2579,2479,2006,4,NPS,100,frijol
Tamarindo,45078,36043,2006,4,NPS,9035,frijol
La Matanza,91,83,2006,4,D1,8,frijol
Morropón,4675,3925,2006,4,D1,750,frijol
Salitral,2104,2020,2006,4,D2,84,frijol
Yamango,46632,46523,2006,4,D2,109,frijol
Canchaque,2341,936,2006,4,NPS,1405,frijol
Lalaquiz,2579,1450,2006,4,D0,1129,frijol
San Miguel del Faique,682,635,2006,4,D0,47,frijol
Sondor,11872,11271,2006,4,D4,601,frijol
Ayabaca,5013,4448,2006,4,NPS,565,frijol
Frías,747,712,2006,4,D0,35,frijol
Lagunas,24792,12029,2006,4,NPS,12763,frijol
Montero,273,16,2006,4,D0,257,frijol
Colán,2579,2559,2006,5,NPS,20,frijol
Tamarindo,45078,42362,2006,5,NPS,2716,frijol
La Matanza,91,91,2006,5,NPS,0,frijol
Morropón,4675,4285,2006,5,D0,390,frijol
Salitral,2104,2099,2006,5,D2,5,frijol
Yamango,46632,46523,2006,5,D2,109,frijol
Canchaque,2341,1464,2006,5,NPS,877,frijol
El Carmen de la Frontera,333,15,2006,5,D0,318,frijol
Lalaquiz,2579,1450,2006,5,NPS,1129,frijol
San Miguel del Faique,682,682,2006,5,NPS,0,frijol
Sondor,11872,11271,2006,5,D4,601,frijol
Ayabaca,5013,4820,2006,5,NPS,193,frijol
Frías,747,712,2006,5,NPS,35,frijol
Lagunas,24792,17796,2006,5,NPS,6996,frijol
Montero,273,16,2006,5,NPS,257,frijol
Colán,2579,2559,2006,6,NPS,20,frijol
Tamarindo,45078,43345,2006,6,NPS,1733,frijol
La Matanza,91,91,2006,6,NPS,0,frijol
Morropón,4675,4585,2006,6,D0,90,frijol
Salitral,2104,2099,2006,6,D2,5,frijol
Yamango,46632,46523,2006,6,D3,109,frijol
Canchaque,2906,2884,2006,6,NPS,22,frijol
El Carmen de la Frontera,333,284,2006,6,D0,49,frijol
Lalaquiz,2579,1490,2006,6,D0,1089,frijol
San Miguel del Faique,682,682,2006,6,D0,0,frijol
Sondor,11872,11281,2006,6,D4,591,frijol
Ayabaca,5013,4820,2006,6,NPS,193,frijol
Frías,747,712,2006,6,D0,35,frijol
Lagunas,24792,21746,2006,6,NPS,3046,frijol
Montero,273,16,2006,6,NPS,257,frijol
Colán,2579,2559,2006,7,NPS,20,frijol
Tamarindo,45078,44767,2006,7,NPS,311,frijol
La Matanza,91,91,2006,7,NPS,0,frijol
Morropón,4675,4675,2006,7,D0,0,frijol
Salitral,2104,2104,2006,7,D1,0,frijol
Santa Catalina de Mossa,146,146,2006,7,D0,0,frijol
Yamango,46632,46523,2006,7,D2,109,frijol
Canchaque,2906,2904,2006,7,NPS,2,frijol
El Carmen de la Frontera,333,333,2006,7,D0,0,frijol
Lalaquiz,2579,1490,2006,7,NPS,1089,frijol
San Miguel del Faique,682,682,2006,7,D0,0,frijol
Sondor,11872,11333,2006,7,D3,539,frijol
Ayabaca,5013,4820,2006,7,NPS,193,frijol
Frías,747,712,2006,7,D0,35,frijol
Lagunas,24792,21746,2006,7,NPS,3046,frijol
Montero,273,16,2006,7,D0,257,frijol
Colán,2579,2559,2006,8,NPS,20,frijol
Tamarindo,45078,44767,2006,8,NPS,311,frijol
La Matanza,91,91,2006,8,NPS,0,frijol
Morropón,4675,4675,2006,8,NPS,0,frijol
Salitral,2104,2104,2006,8,D0,0,frijol
Santa Catalina de Mossa,146,146,2006,8,D0,0,frijol
Yamango,46632,46523,2006,8,D1,109,frijol
Canchaque,2906,2904,2006,8,NPS,2,frijol
El Carmen de la Frontera,333,333,2006,8,D0,0,frijol
Lalaquiz,2579,1490,2006,8,NPS,1089,frijol
San Miguel del Faique,682,682,2006,8,NPS,0,frijol
Sondor,11872,11333,2006,8,D1,539,frijol
Ayabaca,5013,4820,2006,8,NPS,193,frijol
Frías,747,747,2006,8,D0,0,frijol
Lagunas,24792,21935,2006,8,D1,2857,frijol
Montero,273,16,2006,8,NPS,257,frijol
Colán,2579,2559,2006,9,D0,20,frijol
Tamarindo,45078,44767,2006,9,D0,311,frijol
La Matanza,91,91,2006,9,NPS,0,frijol
Morropón,4675,4675,2006,9,NPS,0,frijol
Salitral,2104,2104,2006,9,D0,0,frijol
Santa Catalina de Mossa,146,146,2006,9,NPS,0,frijol
Yamango,46632,46523,2006,9,D1,109,frijol
Canchaque,2906,2904,2006,9,NPS,2,frijol
El Carmen de la Frontera,333,333,2006,9,NPS,0,frijol
Lalaquiz,2579,1490,2006,9,NPS,1089,frijol
San Miguel del Faique,682,682,2006,9,NPS,0,frijol
Sondor,11872,11333,2006,9,NPS,539,frijol
Ayabaca,5013,4820,2006,9,D0,193,frijol
Frías,747,747,2006,9,D0,0,frijol
Lagunas,24792,21935,2006,9,NPS,2857,frijol
Montero,273,16,2006,9,D0,257,frijol
Colán,2579,2559,2006,12,NPS,20,frijol
Tamarindo,45078,44767,2006,12,NPS,311,frijol
La Matanza,91,91,2006,12,NPS,0,frijol
Morropón,4675,4675,2006,12,NPS,0,frijol
Salitral,2104,2104,2006,12,NPS,0,frijol
Santa Catalina de Mossa,146,146,2006,12,NPS,0,frijol
Yamango,46632,46523,2006,12,D0,109,frijol
Canchaque,2906,2904,2006,12,NPS,2,frijol
El Carmen de la Frontera,333,333,2006,12,NPS,0,frijol
Lalaquiz,2579,1490,2006,12,NPS,1089,frijol
San Miguel del Faique,682,682,2006,12,NPS,0,frijol
Sondor,11872,11333,2006,12,NPS,539,frijol
Ayabaca,5013,4820,2006,12,NPS,193,frijol
Frías,747,747,2006,12,NPS,0,frijol
Lagunas,24792,21935,2006,12,NPS,2857,frijol
Montero,273,16,2006,12,NPS,257,frijol
Colán,1748,360,2007,1,NPS,1388,frijol
Tamarindo,44200,5744,2007,1,NPS,38456,frijol
Morropón,4038,3572,2007,1,D1,466,frijol
Salitral,1974,6,2007,1,NPS,1968,frijol
Yamango,41155,155,2007,1,D1,41000,frijol
Canchaque,3921,224,2007,1,NPS,3697,frijol
Lalaquiz,2818,675,2007,1,D0,2143,frijol
Lagunas,17927,1056,2007,1,NPS,16871,frijol
Montero,340,132,2007,1,NPS,208,frijol
Colán,1752,360,2007,2,NPS,1392,frijol
Tamarindo,45124,9772,2007,2,NPS,35352,frijol
Morropón,4668,3918,2007,2,NPS,750,frijol
Salitral,1964,1269,2007,2,NPS,695,frijol
Yamango,42529,25787,2007,2,D1,16742,frijol
Canchaque,4118,860,2007,2,NPS,3258,frijol
Lalaquiz,2870,2537,2007,2,D1,333,frijol
Sondor,12196,4740,2007,2,D0,7456,frijol
Ayabaca,4574,180,2007,2,NPS,4394,frijol
Frías,671,220,2007,2,NPS,451,frijol
Lagunas,20510,4917,2007,2,NPS,15593,frijol
Montero,340,192,2007,2,NPS,148,frijol
Colán,1762,945,2007,3,NPS,817,frijol
Tamarindo,45124,35234,2007,3,D0,9890,frijol
La Matanza,103,55,2007,3,D1,48,frijol
Morropón,4668,3918,2007,3,NPS,750,frijol
Salitral,1964,1841,2007,3,D0,123,frijol
Yamango,42576,41781,2007,3,D1,795,frijol
Canchaque,3309,1816,2007,3,NPS,1493,frijol
Lalaquiz,2870,2704,2007,3,NPS,166,frijol
Sondor,12280,9212,2007,3,D1,3068,frijol
Ayabaca,4620,1804,2007,3,NPS,2816,frijol
Frías,701,420,2007,3,NPS,281,frijol
Lagunas,21128,10658,2007,3,NPS,10470,frijol
Montero,340,266,2007,3,NPS,74,frijol
Colán,1762,1025,2007,4,D0,737,frijol
Tamarindo,45124,40206,2007,4,D2,4918,frijol
La Matanza,103,95,2007,4,NPS,8,frijol
Morropón,4668,3918,2007,4,NPS,750,frijol
Salitral,1964,1964,2007,4,D2,0,frijol
Yamango,42576,41801,2007,4,D2,775,frijol
Canchaque,3309,1171,2007,4,D0,2138,frijol
Lalaquiz,2870,2707,2007,4,D2,163,frijol
San Miguel del Faique,1768,303,2007,4,NPS,1465,frijol
Sondor,12298,9230,2007,4,D3,3068,frijol
Ayabaca,4620,2707,2007,4,D0,1913,frijol
Frías,714,457,2007,4,NPS,257,frijol
Lagunas,21110,13972,2007,4,NPS,7138,frijol
Montero,334,272,2007,4,D1,62,frijol
Colán,2802,2075,2007,5,D0,727,frijol
Tamarindo,45124,43114,2007,5,D1,2010,frijol
Vichayal,8,3,2007,5,NPS,5,frijol
La Matanza,103,103,2007,5,NPS,0,frijol
Morropón,4668,4583,2007,5,NPS,85,frijol
Salitral,1964,1964,2007,5,D1,0,frijol
Yamango,42576,41801,2007,5,D1,775,frijol
Canchaque,3319,3319,2007,5,NPS,0,frijol
El Carmen de la Frontera,356,16,2007,5,NPS,340,frijol
Lalaquiz,2870,2707,2007,5,D2,163,frijol
San Miguel del Faique,1768,1768,2007,5,NPS,0,frijol
Sondor,12298,9230,2007,5,D1,3068,frijol
Ayabaca,4620,3627,2007,5,D1,993,frijol
Frías,714,567,2007,5,NPS,147,frijol
Lagunas,21110,20128,2007,5,NPS,982,frijol
Montero,334,272,2007,5,D2,62,frijol
Colán,2802,2737,2007,6,D1,65,frijol
Tamarindo,45124,44680,2007,6,D1,444,frijol
Vichayal,8,5,2007,6,NPS,3,frijol
La Matanza,103,103,2007,6,D0,0,frijol
Morropón,4668,4668,2007,6,NPS,0,frijol
Salitral,1964,1964,2007,6,D3,0,frijol
Santa Catalina de Mossa,210,150,2007,6,D1,60,frijol
Yamango,42576,41801,2007,6,D1,775,frijol
Canchaque,3319,3319,2007,6,D0,0,frijol
El Carmen de la Frontera,356,346,2007,6,D0,10,frijol
Lalaquiz,2870,2707,2007,6,D2,163,frijol
San Miguel del Faique,1768,1768,2007,6,NPS,0,frijol
Sondor,12298,9230,2007,6,D1,3068,frijol
Ayabaca,4624,3988,2007,6,D2,636,frijol
Frías,714,597,2007,6,NPS,117,frijol
Lagunas,21110,20288,2007,6,D0,822,frijol
Montero,334,272,2007,6,D1,62,frijol
Colán,2802,2737,2007,7,D2,65,frijol
Tamarindo,45124,44969,2007,7,NPS,155,frijol
Vichayal,8,5,2007,7,D0,3,frijol
La Matanza,103,103,2007,7,NPS,0,frijol
Morropón,4668,4668,2007,7,NPS,0,frijol
Salitral,1964,1964,2007,7,D1,0,frijol
Santa Catalina de Mossa,210,150,2007,7,D3,60,frijol
Yamango,42576,41801,2007,7,D1,775,frijol
Canchaque,3319,3319,2007,7,NPS,0,frijol
El Carmen de la Frontera,356,356,2007,7,D1,0,frijol
Lalaquiz,2870,2707,2007,7,D0,163,frijol
San Miguel del Faique,1768,1768,2007,7,NPS,0,frijol
Sondor,12298,11730,2007,7,D2,568,frijol
Ayabaca,4624,3988,2007,7,D3,636,frijol
Frías,714,627,2007,7,NPS,87,frijol
Lagunas,21128,20444,2007,7,D1,684,frijol
Montero,334,272,2007,7,D0,62,frijol
Colán,2802,2737,2007,8,NPS,65,frijol
Tamarindo,45124,44969,2007,8,NPS,155,frijol
Vichayal,8,5,2007,8,NPS,3,frijol
La Matanza,103,103,2007,8,NPS,0,frijol
Morropón,4668,4668,2007,8,NPS,0,frijol
Salitral,1964,1964,2007,8,NPS,0,frijol
Santa Catalina de Mossa,210,152,2007,8,NPS,58,frijol
Yamango,42576,41801,2007,8,NPS,775,frijol
Canchaque,3319,3319,2007,8,NPS,0,frijol
El Carmen de la Frontera,356,356,2007,8,NPS,0,frijol
Lalaquiz,2870,2707,2007,8,NPS,163,frijol
San Miguel del Faique,1768,1768,2007,8,NPS,0,frijol
Sondor,12298,11730,2007,8,NPS,568,frijol
Ayabaca,4624,4003,2007,8,D1,621,frijol
Frías,714,714,2007,8,NPS,0,frijol
Lagunas,21128,20842,2007,8,NPS,286,frijol
Montero,334,272,2007,8,NPS,62,frijol
Colán,2802,2737,2007,9,D1,65,frijol
Tamarindo,45124,44969,2007,9,D0,155,frijol
Vichayal,8,5,2007,9,D0,3,frijol
La Matanza,103,103,2007,9,NPS,0,frijol
Morropón,4668,4668,2007,9,NPS,0,frijol
Salitral,1964,1964,2007,9,D0,0,frijol
Santa Catalina de Mossa,210,210,2007,9,D0,0,frijol
Yamango,42576,41801,2007,9,D0,775,frijol
Canchaque,3319,3319,2007,9,NPS,0,frijol
El Carmen de la Frontera,356,356,2007,9,NPS,0,frijol
Lalaquiz,2870,2707,2007,9,D1,163,frijol
San Miguel del Faique,1768,1768,2007,9,NPS,0,frijol
Sondor,12298,11730,2007,9,NPS,568,frijol
Sondorillo,50,50,2007,9,NPS,0,frijol
Ayabaca,4624,4003,2007,9,D1,621,frijol
Frías,714,714,2007,9,NPS,0,frijol
Lagunas,21128,20842,2007,9,NPS,286,frijol
Montero,334,272,2007,9,D0,62,frijol
Sondor,3160,1200,2007,11,D0,1960,frijol
Colán,2802,2737,2007,12,NPS,65,frijol
Tamarindo,45124,44969,2007,12,NPS,155,frijol
Vichayal,8,5,2007,12,D0,3,frijol
La Matanza,103,103,2007,12,NPS,0,frijol
Morropón,4668,4668,2007,12,NPS,0,frijol
Salitral,1964,1964,2007,12,D2,0,frijol
Santa Catalina de Mossa,210,210,2007,12,NPS,0,frijol
Yamango,42576,41801,2007,12,D1,775,frijol
Canchaque,3319,3319,2007,12,NPS,0,frijol
El Carmen de la Frontera,356,356,2007,12,NPS,0,frijol
Lalaquiz,2870,2707,2007,12,D2,163,frijol
San Miguel del Faique,1768,1768,2007,12,NPS,0,frijol
Sondor,12298,11730,2007,12,D1,568,frijol
Sondorillo,50,50,2007,12,NPS,0,frijol
Ayabaca,4624,4003,2007,12,NPS,621,frijol
Frías,714,714,2007,12,D0,0,frijol
Lagunas,21128,20842,2007,12,NPS,286,frijol
Montero,334,272,2007,12,NPS,62,frijol
Tamarindo,42100,2876,2008,1,NPS,39224,frijol
Morropón,4172,3992,2008,1,NPS,180,frijol
Yamango,34898,757,2008,1,D2,34141,frijol
Lalaquiz,3078,361,2008,1,D2,2717,frijol
San Miguel del Faique,1440,58,2008,1,NPS,1382,frijol
Sondor,7642,3000,2008,1,D1,4642,frijol
Lagunas,21880,915,2008,1,NPS,20965,frijol
Montero,601,220,2008,1,D2,381,frijol
Tamarindo,42764,6905,2008,2,NPS,35859,frijol
Morropón,4680,3992,2008,2,NPS,688,frijol
Yamango,34898,8128,2008,2,D2,26770,frijol
Canchaque,2444,815,2008,2,NPS,1629,frijol
Lalaquiz,3091,1088,2008,2,D2,2003,frijol
San Miguel del Faique,1444,58,2008,2,NPS,1386,frijol
Sondor,7726,4022,2008,2,D1,3704,frijol
Ayabaca,4237,1059,2008,2,D0,3178,frijol
Frías,499,4,2008,2,NPS,495,frijol
Lagunas,27873,2953,2008,2,NPS,24920,frijol
Colán,2355,1275,2008,3,NPS,1080,frijol
Tamarindo,43414,22210,2008,3,NPS,21204,frijol
La Matanza,95,56,2008,3,D1,39,frijol
Morropón,4680,3992,2008,3,NPS,688,frijol
Salitral,2059,145,2008,3,D1,1914,frijol
Yamango,34898,34898,2008,3,D2,0,frijol
Canchaque,2444,1387,2008,3,D0,1057,frijol
Lalaquiz,3099,2212,2008,3,D0,887,frijol
San Miguel del Faique,1490,834,2008,3,NPS,656,frijol
Sondor,7750,6269,2008,3,D1,1481,frijol
Ayabaca,4503,2425,2008,3,D1,2078,frijol
Frías,527,164,2008,3,NPS,363,frijol
Lagunas,28673,13698,2008,3,NPS,14975,frijol
Montero,601,524,2008,3,NPS,77,frijol
Colán,2355,1470,2008,4,D0,885,frijol
Tamarindo,43414,33713,2008,4,NPS,9701,frijol
La Matanza,95,95,2008,4,D1,0,frijol
Morropón,4680,3992,2008,4,NPS,688,frijol
Salitral,2059,1886,2008,4,D1,173,frijol
Yamango,34898,34898,2008,4,D3,0,frijol
Canchaque,2444,1793,2008,4,NPS,651,frijol
Lalaquiz,3109,2554,2008,4,D1,555,frijol
San Miguel del Faique,1490,1264,2008,4,NPS,226,frijol
Sondor,7750,6279,2008,4,D1,1471,frijol
Ayabaca,4748,3245,2008,4,D2,1503,frijol
Frías,527,482,2008,4,D0,45,frijol
Lagunas,28673,16542,2008,4,D0,12131,frijol
Montero,601,547,2008,4,NPS,54,frijol
Colán,2355,2280,2008,5,D0,75,frijol
Tamarindo,43414,36698,2008,5,NPS,6716,frijol
Vichayal,21,8,2008,5,D0,13,frijol
La Matanza,95,95,2008,5,D1,0,frijol
Morropón,4680,4517,2008,5,D0,163,frijol
Salitral,2059,2040,2008,5,D1,19,frijol
Santa Catalina de Mossa,58,50,2008,5,D3,8,frijol
Yamango,34898,34898,2008,5,D3,0,frijol
Canchaque,2444,2420,2008,5,D0,24,frijol
Lalaquiz,3109,2560,2008,5,D2,549,frijol
San Miguel del Faique,1490,1490,2008,5,NPS,0,frijol
Sondor,7750,6297,2008,5,D1,1453,frijol
Ayabaca,4807,3856,2008,5,D2,951,frijol
Frías,527,482,2008,5,D1,45,frijol
Lagunas,28673,24540,2008,5,D2,4133,frijol
Montero,601,547,2008,5,NPS,54,frijol
Colán,3030,2955,2008,6,D0,75,frijol
Tamarindo,43414,37869,2008,6,NPS,5545,frijol
Vichayal,21,8,2008,6,D1,13,frijol
La Matanza,95,95,2008,6,D0,0,frijol
Morropón,4680,4680,2008,6,D0,0,frijol
Salitral,2059,2040,2008,6,D1,19,frijol
Santa Catalina de Mossa,58,50,2008,6,D3,8,frijol
Yamango,34898,34898,2008,6,D3,0,frijol
Canchaque,2444,2444,2008,6,NPS,0,frijol
El Carmen de la Frontera,323,259,2008,6,D0,64,frijol
Lalaquiz,3109,2570,2008,6,D1,539,frijol
San Miguel del Faique,1490,1490,2008,6,NPS,0,frijol
Sondor,7750,6297,2008,6,D0,1453,frijol
Ayabaca,4807,4058,2008,6,D0,749,frijol
Frías,527,482,2008,6,NPS,45,frijol
Lagunas,28673,26546,2008,6,D0,2127,frijol
Montero,601,547,2008,6,NPS,54,frijol
Colán,3030,2955,2008,7,D0,75,frijol
Tamarindo,43414,41196,2008,7,NPS,2218,frijol
Vichayal,21,8,2008,7,NPS,13,frijol
La Matanza,95,95,2008,7,NPS,0,frijol
Morropón,4680,4680,2008,7,NPS,0,frijol
Salitral,2059,2055,2008,7,D1,4,frijol
Santa Catalina de Mossa,58,58,2008,7,D1,0,frijol
Yamango,34898,34898,2008,7,D2,0,frijol
Canchaque,2444,2444,2008,7,NPS,0,frijol
El Carmen de la Frontera,323,323,2008,7,NPS,0,frijol
Lalaquiz,3109,3109,2008,7,NPS,0,frijol
San Miguel del Faique,1490,1490,2008,7,NPS,0,frijol
Sondor,7750,7617,2008,7,NPS,133,frijol
Ayabaca,4807,4559,2008,7,NPS,248,frijol
Frías,527,487,2008,7,NPS,40,frijol
Lagunas,28673,27707,2008,7,D0,966,frijol
Montero,601,547,2008,7,NPS,54,frijol
Colán,3030,2955,2008,8,D1,75,frijol
Tamarindo,43414,41749,2008,8,NPS,1665,frijol
Vichayal,21,8,2008,8,NPS,13,frijol
La Matanza,95,95,2008,8,NPS,0,frijol
Morropón,4680,4680,2008,8,NPS,0,frijol
Salitral,2059,2055,2008,8,D1,4,frijol
Santa Catalina de Mossa,58,58,2008,8,D2,0,frijol
Yamango,34898,34898,2008,8,D1,0,frijol
Canchaque,2444,2444,2008,8,NPS,0,frijol
El Carmen de la Frontera,323,323,2008,8,NPS,0,frijol
Lalaquiz,3109,3109,2008,8,NPS,0,frijol
San Miguel del Faique,1490,1490,2008,8,NPS,0,frijol
Sondor,7750,7617,2008,8,NPS,133,frijol
Ayabaca,4807,4559,2008,8,NPS,248,frijol
Frías,527,507,2008,8,NPS,20,frijol
Lagunas,28673,27872,2008,8,D0,801,frijol
Montero,601,547,2008,8,NPS,54,frijol
Colán,3030,2955,2008,9,D1,75,frijol
Tamarindo,43414,41749,2008,9,NPS,1665,frijol
Vichayal,21,8,2008,9,NPS,13,frijol
La Matanza,95,95,2008,9,NPS,0,frijol
Morropón,4680,4680,2008,9,NPS,0,frijol
Salitral,2059,2055,2008,9,NPS,4,frijol
Santa Catalina de Mossa,58,58,2008,9,D1,0,frijol
Yamango,34898,34898,2008,9,NPS,0,frijol
Canchaque,2444,2444,2008,9,NPS,0,frijol
El Carmen de la Frontera,323,323,2008,9,NPS,0,frijol
Lalaquiz,3109,3109,2008,9,NPS,0,frijol
San Miguel del Faique,1490,1490,2008,9,NPS,0,frijol
Sondor,7750,7617,2008,9,NPS,133,frijol
Ayabaca,4807,4559,2008,9,NPS,248,frijol
Frías,527,507,2008,9,NPS,20,frijol
Lagunas,28673,27932,2008,9,D0,741,frijol
Montero,601,547,2008,9,NPS,54,frijol
Colán,3030,2955,2008,12,D0,75,frijol
Tamarindo,43414,41749,2008,12,D0,1665,frijol
Vichayal,21,8,2008,12,NPS,13,frijol
La Matanza,95,95,2008,12,NPS,0,frijol
Morropón,4680,4680,2008,12,NPS,0,frijol
Salitral,2059,2055,2008,12,D0,4,frijol
Santa Catalina de Mossa,58,58,2008,12,D1,0,frijol
Yamango,34898,34898,2008,12,D0,0,frijol
Canchaque,2444,2444,2008,12,NPS,0,frijol
El Carmen de la Frontera,323,323,2008,12,NPS,0,frijol
Lalaquiz,3109,3109,2008,12,D0,0,frijol
San Miguel del Faique,1490,1490,2008,12,NPS,0,frijol
Sondor,7750,7617,2008,12,NPS,133,frijol
Ayabaca,4807,4559,2008,12,D1,248,frijol
Frías,527,507,2008,12,NPS,20,frijol
Lagunas,28673,27932,2008,12,D0,741,frijol
Montero,601,547,2008,12,D0,54,frijol
Tamarindo,42797,1482,2009,1,D0,41315,frijol
Morropón,4392,4171,2009,1,NPS,221,frijol
Yamango,33441,2362,2009,1,D0,31079,frijol
Lalaquiz,3166,875,2009,1,NPS,2291,frijol
Sondor,4096,16,2009,1,D0,4080,frijol
Lagunas,16838,3826,2009,1,D0,13012,frijol
Montero,320,250,2009,1,D1,70,frijol
